"";"Symbol";"Chromosome";"Description";"Cluster";"WT_00Hr_1";"WT_00Hr_2";"WT_00Hr_3";"WT_02Hr_1";"WT_02Hr_2";"WT_02Hr_3";"WT_04Hr_1";"WT_04Hr_2";"WT_04Hr_3";"WT_06Hr_1";"WT_06Hr_2";"WT_06Hr_3";"WT_08Hr_1";"WT_08Hr_2";"WT_08Hr_3";"WT_10Hr_1";"WT_10Hr_2";"WT_10Hr_3";"WT_12Hr_1";"WT_12Hr_2";"WT_12Hr_3";"WT_14Hr_1";"WT_14Hr_2";"WT_14Hr_3";"WT_16Hr_1";"WT_16Hr_2";"WT_16Hr_3";"WT_18Hr_1";"WT_18Hr_2";"WT_18Hr_3";"WT_20Hr_1";"WT_20Hr_2";"WT_20Hr_3";"WT_22Hr_1";"WT_22Hr_2";"WT_22Hr_3"
"237082";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=237082"" target=""_blank"">Nxt2</a>";"X";"nuclear transport factor 2-like export factor 2";"Cluster_2";-0,471;0,474;-0,003;-0,4654;-0,5062;-0,206;-0,3589;0,6538;-0,206;1,1358;-0,4892;1,2899;-0,0589;1,3522;1,2387;0,5817;0,126;-0,1242;-0,0927;0,0219;-0,0718;-1,15;-0,7791;-0,9851;-2,5679;-2,2909;-2,3335;-2,2356;-0,9449;-0,9389;-0,7497;-1,5724;0,7145;-0,053;0,126;-0,5584
"239037";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=239037"" target=""_blank"">Lrit1</a>";"14";"leucine-rich repeat, immunoglobulin-like and transmembrane domains 1";"Cluster_2";0,5891;-0,5077;-0,0814;0,1163;-0,4197;-0,3604;0,0219;0,3769;-0,908;1,3437;1,0321;-0,2363;0,5371;1,1385;1,7139;0,6853;0,2573;1,0204;-0,4613;-1,3372;0,8637;0,4003;-1,4794;-0,8769;-1,4447;-1,3535;-1,1432;-1,2887;-2,4897;-0,893;0,0183;-2,2616;-1,0742;-0,6886;-0,2481;-0,0022
"243382";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=243382"" target=""_blank"">Ppm1k</a>";"6";"protein phosphatase 1K (PP2C domain containing)";"Cluster_2";0,3561;-0,0932;-0,2629;-0,0308;0,3561;0,0259;1,1507;0,8079;1,109;1,4594;0,1697;1,0778;1,7252;1,1478;1,5235;0,8515;1,4888;0,9476;1,2572;1,0702;0,0655;-0,2987;-0,3406;-0,3278;-1,8768;-2,0262;-0,7369;-1,7794;-1,1782;-1,0527;-0,4032;-0,6414;0,3827;-0,4238;0,629;-0,6022
"243771";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=243771"" target=""_blank"">Parp12</a>";"6";"poly (ADP-ribose) polymerase family, member 12";"Cluster_2";0,631;-1,0543;0,4233;-0,4891;0,2167;1,647;-0,3542;1,0674;0,5447;0,4919;0,5641;0,6445;0,8422;1,3322;1,6717;1,2878;1,3177;1,048;0,6131;2,1046;0,8711;-0,5385;-0,8289;-0,2785;-1,7198;-0,6323;-0,5189;-0,7696;-2,4949;-0,1567;0,1664;-0,8171;-0,5047;0,9633;-0,2606;0,8287
"272589";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=272589"" target=""_blank"">Tbcel</a>";"9";"tubulin folding cofactor E-like";"Cluster_2";-0,1854;0,3585;-0,1731;-0,3158;-0,1783;0,2718;-0,4856;-0,6203;-0,1854;0,645;0,0145;-0,272;1,7834;1,712;1,56;1,2401;1,9932;1,1419;1,1364;-2,165;-0,8668;-1,3061;-1,4299;-1,5472;-0,3351;-0,5248;-1,3158;-0,5956;0,0217;-0,5381;-0,08;-1,1819;-0,9711;-0,6736;-0,121;0,2671
"381280";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=381280"" target=""_blank"">Hjurp</a>";"1";"Holliday junction recognition protein";"Cluster_2";-0,1254;0,1707;-0,0453;0,2888;0,8939;0,2496;0,5447;0,8333;1,4672;1,3809;0,1883;0,9512;2,1465;2,3917;1,0135;0,9823;2,3875;1,0619;0,6833;-1,6665;-0,9117;-0,0137;0,9003;-0,3745;-0,2442;-1,2477;0,1074;-0,3483;0,0828;-0,7229;-0,0329;-2,1296;-0,0355;-0,128;0,938;0,3575
"399568";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=399568"" target=""_blank"">BC052040</a>";"2";"cDNA sequence BC052040";"Cluster_2";0,526;-0,4688;-0,0572;-0,1443;0,1612;0,1195;0,3286;0,379;-0,0867;0,6566;0,8534;1,335;0,1368;1,0817;1,4524;0,6347;0,0589;0,5685;0,8224;0,9145;-0,5831;-1,6338;-1,9126;-1,1502;-2,0249;-1,1875;-2,1545;-1,132;-1,5231;-1,3615;0,7711;-0,1215;-1,5218;0,2055;-0,035;-0,619
"654467";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=654467"" target=""_blank"">Gm10052</a>";"9";"heterogeneous nuclear ribonucleoprotein A1 pseudogene";"Cluster_2";-0,0045;0,2909;-0,2864;-0,0575;0,3391;-0,1478;0,0519;1,6407;-0,8772;0,7546;2,1841;0,1234;1,9745;3,2847;2,2655;-0,0315;0,6758;-0,0471;1,1486;0,8384;0,2136;-0,1746;-0,5913;0,0644;-1,44;0,6494;-0,245;-0,7731;-0,0315;-0,7731;-0,461;1,1407;-0,3745;-0,7964;-0,2332;0,0163
"13108";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13108"" target=""_blank"">Cyp2g1</a>";"7";"cytochrome P450, family 2, subfamily g, polypeptide 1";"Cluster_3";-0,4463;-0,0572;0,5035;-0,7821;-0,4738;0,4786;-0,3007;-0,4737;-1,1099;0,0251;0,4309;0,6678;1,8556;1,5679;1,8624;1,8448;1,5282;1,3844;2,8811;-0,461;2,1152;1,1503;0,5717;0,3248;-0,3001;-0,468;-0,3166;-0,1358;-0,3992;-0,5956;0,098;-0,3118;-0,7053;-0,9289;-0,4574;-0,0249
"13170";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13170"" target=""_blank"">Dbp</a>";"7";"D site albumin promoter binding protein";"Cluster_3";0,0596;-0,0867;0,0272;-0,1083;-0,1009;-0,005;-0,0498;0,4696;0,0562;1,6748;1,6065;1,1533;2,6178;2,479;2,5154;2,5922;2,5922;2,5434;2,644;2,1944;2,1493;1,869;1,7925;1,7509;1,2201;1,0363;0,8936;0,664;0,8479;0,4231;0,4241;0,3916;0,337;0,129;0,1852;0,192
"13650";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13650"" target=""_blank"">Rhbdf1</a>";"11";"rhomboid family 1 (Drosophila)";"Cluster_3";0,3875;-0,0218;-0,3657;0,222;0,0701;-0,5112;0,8353;0,5229;-0,744;0,6403;1,6199;0,7759;2,1641;0,4913;1,0323;1,3943;1,1734;1,2406;2,2908;3,5888;0,521;-0,0801;-0,0146;0,0839;0,2257;0,1299;0,0243;0,4935;0,3497;-1,1341;-0,346;-0,8765;-0,8733;-0,9866;-0,518;-0,518
"14685";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=14685"" target=""_blank"">Gnat1</a>";"9";"guanine nucleotide binding protein, alpha transducing 1";"Cluster_3";0,1992;-0,08;-0,1192;0,2546;0,1511;0,2146;0,9956;0,3457;0,394;1,6262;1,662;1,4327;2,4225;1,2377;2,0275;2,8205;1,7626;1,9579;2,6614;4,0321;1,3986;1,5718;0,6782;1,1982;0,6228;0,265;0,184;0,4504;0,5281;-0,2125;0,4512;2,1194;-0,1184;0,4329;-0,0026;0,5228
"15331";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=15331"" target=""_blank"">Hmgn2</a>";"4";"high mobility group nucleosomal binding domain 2";"Cluster_3";-0,0527;-0,5433;0,596;0,6127;0,4675;0,2945;0,9095;0,7434;1,4717;0,8466;0,0996;0,8603;1,5015;1,1406;1,5737;1,4748;1,906;2,1193;0,7036;4,1189;1,8139;1,0666;0,3556;1,5015;0,66;-0,0335;-0,3493;0,1442;-0,7673;-0,1467;0,7461;-0,501;-1,2383;0,3698;-0,2291;-0,3789
"16363";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=16363"" target=""_blank"">Irf2</a>";"8";"interferon regulatory factor 2";"Cluster_3";-0,3232;-0,6076;0,9308;1,3334;0,0355;0,8653;1,0697;1,8438;0,5509;2,1552;1,7934;1,7367;2,2062;2,8809;3,406;2,1793;1,5716;2,4783;1,9934;4,2573;2,1552;1,6294;0,8945;1,5441;1,5441;0,6919;0,7372;1,8746;0,5593;1,52;1,1445;0,3684;1,8746;0,9556;0,2916;0,404
"16825";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=16825"" target=""_blank"">Ldb1</a>";"19";"LIM domain binding 1";"Cluster_3";0,2094;0,5763;-0,7857;-0,224;-0,7151;-1,1938;0,8574;0,1735;-0,6776;0,3898;-0,5021;0,9712;0,9466;1,3102;1,574;1,7689;1,4407;1,5212;2,0671;2,4899;1,4742;1,0435;0,8212;1,1952;-0,3543;1,3418;0,3898;-0,5221;0,4309;-1,2998;-0,9817;-0,6519;0,293;-0,8521;-0,2989;-0,1197
"18035";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18035"" target=""_blank"">Nfkbia</a>";"12";"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha";"Cluster_3";0,2671;-0,6774;0,4103;1,7085;1,1856;0,0047;0,5939;0,5952;-0,1368;1,2731;2,1647;0,6623;2,685;1,5361;1,2976;1,9121;3,0847;1,1276;2,6464;3,2062;2,7634;1,846;2,0413;0,9705;0,3896;1,2371;0,8202;0,5858;0,539;0,6708;1,0483;0,9073;0,3473;-0,3163;0,7275;-0,6857
"18242";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18242"" target=""_blank"">Oat</a>";"7";"ornithine aminotransferase";"Cluster_3";-0,231;0,7468;-0,5158;-1,5273;1,6799;0,5012;0,8248;0,2394;0,8733;0,9898;1,874;2,3966;1,992;0,7742;1,147;2,5027;2,2124;1,8097;2,2124;1,3618;1,5404;1,5645;1,6477;1,6477;0,8489;0,5497;1,5645;0,3052;1,4495;-0,1441;-1,4943;0,7742;0,4047;-0,2532;-0,0143;0,107
"18632";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18632"" target=""_blank"">Pex11b</a>";"3";"peroxisomal biogenesis factor 11 beta";"Cluster_3";0,0463;0,462;-0,5083;0,1786;-0,5191;-1,1483;0,8306;0,0909;0,0182;1,0967;0,0692;1,8656;2,3288;1,5448;1,7747;1,94;0,7433;1,1245;2,4018;0,8424;1,364;0,1895;0,0586;-0,6108;-0,1409;-0,3703;-0,7041;0,9712;0,5346;-0,2016;0,1538;-1,7038;-1,0705;-0,257;-0,1576;-0,7092
"19018";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19018"" target=""_blank"">Scand1</a>";"2";"SCAN domain-containing 1";"Cluster_3";0,3823;-0,6335;0,2512;0,5295;0,5157;-0,3767;1,79;0,9345;0,8927;1,7261;1,3386;-0,4116;3,1667;2,5225;0,5037;2,1717;2,3407;1,4756;2,8207;1,9573;1,6878;1,0444;1,5106;0,6608;0,7327;1,807;0,4801;-0,1962;0,099;-0,6451;0,0129;-0,4623;0,7352;0,8517;1,1837;-0,0177
"19298";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19298"" target=""_blank"">Pex19</a>";"1";"peroxisomal biogenesis factor 19";"Cluster_3";-0,3862;0,3641;0,022;-0,5621;0,3968;-0,3843;0,4098;1,1332;0,1887;0,9474;0,883;0,819;1,3579;1,2117;1,0464;1,0437;2,0358;2,0852;1,3774;0,2423;1,7282;1,4893;1,0378;0,2937;0,9691;-0,6313;1,0467;0,2315;-1,5082;0,3203;0,0826;-2,9467;-1,1421;0,5253;0,5452;0,1735
"19734";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19734"" target=""_blank"">Rgs16</a>";"1";"regulator of G-protein signaling 16";"Cluster_3";-0,0076;-0,017;0,0246;0,5703;0,056;0,0424;0,1651;0,3531;0,2831;0,5322;1,8727;0,358;2,9193;3,0057;2,5468;2,4629;2,6603;1,9785;2,3561;0,1676;2,1614;1,1691;0,8309;0,539;0,1389;0,2681;0,5651;0,2597;-0,0943;0,4636;0,0085;0,0648;0,4609;0,2168;0,0102;0,0961
"19822";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19822"" target=""_blank"">Rnf4</a>";"5";"ring finger protein 4";"Cluster_3";0,7621;-0,1458;-0,6162;0,7414;0,0247;1,0189;0,8683;0,3013;-0,6193;-0,5649;1,2286;1,1121;1,752;1,6679;1,1958;1,9659;1,178;0,7152;1,7048;0,5518;0,5915;1,8053;1,5229;1,166;-0,998;-0,4561;-0,7165;-1,317;-0,6008;-1,0982;0,0311;-0,8981;-0,5161;-1,3967;0,9027;-0,3224
"20229";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20229"" target=""_blank"">Sat1</a>";"X";"spermidine/spermine N1-acetyl transferase 1";"Cluster_3";0,3021;0,1055;-0,4076;-0,288;-0,5801;0,7147;-0,1906;0,6332;-0,1196;0,147;0,4107;1,3933;0,4236;1,2371;1,8289;1,0551;1,0922;1,3468;1,3299;3,4907;1,4556;1,2081;0,9624;1,1544;-1,2094;-0,828;-0,3881;-1,3654;-0,4116;-0,217;-1,2038;1,2678;0,3791;-0,6759;0,3873;0,2576
"21761";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=21761"" target=""_blank"">Morf4l1</a>";"9";"mortality factor 4 like 1";"Cluster_3";-0,3085;0,7912;-0,4827;-0,0789;0,1322;0,1384;1,1723;1,0859;1,0656;1,2295;-0,2541;0,7772;1,5373;1,7846;0,9931;1,0435;2,4167;1,5843;2,2128;1,6254;1,4792;1,265;2,1679;1,3979;-0,4968;1,296;1,44;-0,6771;0,3404;0,2287;-0,4774;-1,7475;1,0213;-1,3648;0,8724;-0,1663
"21813";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=21813"" target=""_blank"">Tgfbr2</a>";"9";"transforming growth factor, beta receptor II";"Cluster_3";0,5423;-0,7805;0,2382;1,2791;-0,4997;1,8979;1,3164;1,5247;1,7407;1,3449;2,1154;2,1956;1,6311;2,1991;2,7016;1,7681;2,3784;3,2581;2,7059;1,9215;2,6393;1,2919;1,2361;2,7909;0,4051;0,6294;1,4545;0,8378;0,9476;1,7651;0,4504;-0,5531;-0,4612;1,1289;1,4642;1,7494
"21854";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=21854"" target=""_blank"">Timm17a</a>";"1";"translocase of inner mitochondrial membrane 17a";"Cluster_3";-0,435;0,5137;-0,0787;-1,048;-1,0165;-0,5825;0,3132;0,3635;0,609;0,9075;-0,6101;2,1463;2,1952;1,141;2,1097;2,0248;1,8987;1,938;1,0892;0,1809;2,2712;1,0135;1,2222;2,3008;0,2153;-0,0734;-0,4788;0,5352;0,2795;-0,4619;0,1062;-0,1766;-0,3583;0,7249;-0,1654;0,5637
"22234";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=22234"" target=""_blank"">Ugcg</a>";"4";"UDP-glucose ceramide glucosyltransferase";"Cluster_3";-0,4879;-0,3021;0,7901;0,7477;0,0925;-0,6486;0,2099;1,0316;0,5698;1,1441;1,4311;1,2832;1,994;2,2941;2,1928;1,9379;1,7646;1,6709;1,977;3,7318;1,8131;1,4981;0,896;0,1228;-0,3661;-0,4468;0,8362;-0,0732;0,4984;0,9402;-0,6034;1,3261;1,2527;-0,2552;-0,0011;0,7598
"23789";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23789"" target=""_blank"">Coro1b</a>";"19";"coronin, actin binding protein 1B";"Cluster_3";0,6186;-0,2438;-0,3748;-0,0886;-0,9557;-0,4358;0,8445;0,5664;0,1785;1,5005;-0,4483;1,2487;1,5648;1,1649;0,3906;1,7866;1,9252;1,7625;2,4199;0,6329;0,9239;0,1908;0,1505;0,4782;-0,6927;-0,134;0,2502;-0,5957;-0,6368;-1,263;-0,0683;-1,7799;-1,2043;-0,676;-0,2538;-0,7612
"23807";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23807"" target=""_blank"">Arih2</a>";"9";"ariadne homolog 2 (Drosophila)";"Cluster_3";0,3565;-0,2641;-0,0924;-0,2154;-0,6735;-1,3012;-0,5061;0,2757;-1,2562;0,2798;0,6489;1,237;1,399;0,5881;1,3875;2,4075;0,9199;0,7794;2,5615;0,2892;2,5102;1,9501;0,7372;0,4668;-0,4015;-0,4015;-0,5986;0,9937;0,3565;-0,8087;-0,9108;0,4139;0,2938;-0,4321;-0,0579;-0,4944
"27409";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=27409"" target=""_blank"">Abcg5</a>";"17";"ATP-binding cassette, sub-family G (WHITE), member 5";"Cluster_3";-0,0083;-0,0114;0,0197;0,7309;0,5247;0,2319;0,3083;0,4277;-0,6344;1,2313;0,9529;1,3048;2,0379;1,6679;2,2139;2,5706;2,2045;2,0322;2,4729;2,2986;2,0955;1,7271;2,121;1,7759;0,9805;0,8911;0,8572;0,5951;0,3991;-0,0755;-0,0927;1,2062;-0,0696;-0,563;-0,332;-0,996
"50490";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=50490"" target=""_blank"">Nox4</a>";"7";"NADPH oxidase 4";"Cluster_3";0,1211;0,5616;-0,6827;0,3569;0,1563;-1,0823;0,7104;1,8408;0,2898;1,1883;0,8213;0,9017;1,2205;2,764;1,7271;1,1392;2,0715;0,831;1,5027;-0,3961;1,8477;1,9199;1,6812;0,4139;0,7048;-0,356;-0,6592;0,0546;-0,2261;-0,1004;0,342;-1,322;-0,0064;0,0697;-0,2301;-1,3707
"52432";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=52432"" target=""_blank"">Ppp2r2d</a>";"7";"protein phosphatase 2, regulatory subunit B, delta";"Cluster_3";-0,1737;0,4756;-0,3019;-0,3647;0,579;-1,0913;0,9008;2,2282;0,1669;1,6565;1,8676;1,3007;2,6479;2,2607;2,4634;1,5706;2,2373;1,7714;1,3961;0,9598;3,0368;1,198;1,2762;0,4806;0,6324;0,1623;-0,0382;0,8397;-0,3726;0,1423;0,5339;0,2091;-0,2746;0,9708;-0,134;0,3774
"52639";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=52639"" target=""_blank"">Wipi1</a>";"11";"WD repeat domain, phosphoinositide interacting 1";"Cluster_3";0,5206;0,3419;-0,8626;0,6481;-0,0526;0,1451;0,9559;1,5693;0,304;0,9104;0,6276;0,8514;0,5756;1,8522;0,7568;0,4334;1,6791;0,8761;1,0748;2,2112;1,3558;0,2345;1,4254;2,2305;-0,707;-0,1251;-0,5049;-1,4204;0,1175;-0,4441;-0,8851;-1,9072;-0,194;-0,5437;-0,5855;-1,0632
"52670";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=52670"" target=""_blank"">Cpsf4l</a>";"11";"cleavage and polyadenylation specific factor 4-like";"Cluster_3";0,6919;-0,3372;-0,3547;-0,2913;-0,4258;1,3758;0,184;2,2674;0,3492;1,8848;1,7193;1,9146;2,9656;2,3469;2,6735;1,9671;1,5703;2,0373;2,0884;1,7465;2,1398;0,5329;0,9542;1,2081;0,2165;1,4373;0,801;1,4894;0,4379;0,3746;1,2307;-1,5963;0,9736;0,748;1,164;0,6949
"54636";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=54636"" target=""_blank"">Wdr45</a>";"X";"WD repeat domain 45";"Cluster_3";0,261;0,2713;-0,5323;0,6566;0,6526;-0,8744;0,6855;1,3546;1,05;1,805;0,6118;1,5665;1,8496;1,5643;1,445;1,9245;1,5415;1,5665;1,445;0,3968;1,4429;0,4201;0,7587;0,7011;0,431;-0,1964;0,133;-1,0997;-1,1964;-0,689;-0,8346;-1,2923;-0,0663;-0,3399;-0,3912;-1,4593
"56176";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=56176"" target=""_blank"">Pigp</a>";"16";"phosphatidylinositol glycan anchor biosynthesis, class P";"Cluster_3";-0,4858;-0,7879;1,2737;0,3949;1,0385;0,832;0,3797;1,6514;2,132;1,417;1,426;2,1567;0,6525;2,0972;2,1742;1,7837;2,2225;2,5392;1,8487;4,5491;1,8831;1,9265;1,7716;1,6361;0,8591;0,5977;0,8808;0,9832;1,1545;1,1724;0,8543;0,7883;-0,5564;0,2353;0,7293;0,1368
"56878";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=56878"" target=""_blank"">Rbms1</a>";"2";"RNA binding motif, single stranded interacting protein 1";"Cluster_3";0,8005;0,1673;-0,9678;-0,5416;-0,1064;0,1876;0,602;1,2413;0,0833;0,7459;0,6353;1,1674;2,6085;1,8786;1,6796;1,935;1,9369;1,2146;0,9548;2,0264;1,2201;0,5248;1,3021;0,4524;-1,0283;-0,0198;-0,781;-0,4598;-0,3698;-1,069;-0,7042;0,432;-0,429;-1,1797;0,0442;0,1768
"57813";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=57813"" target=""_blank"">Tk2</a>";"8";"thymidine kinase 2, mitochondrial";"Cluster_3";-0,5371;0,2673;0,2698;-0,8639;-0,8555;-1,9934;0,2561;0,2998;-0,492;1,0179;-1,4554;0,6732;0,0103;0,7548;0,4445;-0,2636;0,9738;0,8478;0,9053;-0,4175;0,552;-0,0153;-0,4844;-0,7437;-0,134;-0,5425;-0,5482;-1,9033;-2,4907;-2,1;-1,6632;-1,6653;-1,3663;-1,1126;-0,7037;-2,1956
"59005";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=59005"" target=""_blank"">Trappc2l</a>";"8";"trafficking protein particle complex 2-like";"Cluster_3";0,2858;0,2308;-0,5166;0,5662;-0,1151;-0,5754;-0,006;0,626;0,626;1,5007;0,0233;1,0281;1,9205;1,759;1,2423;1,7964;2,0037;1,0463;2,4442;1,9369;1,5845;1,7129;1,2315;1,3263;0,5268;1,0463;0,1057;-0,0909;-0,1497;-1,0339;-0,2978;-0,7;-1,2217;-0,6375;-0,3347;-0,8825
"64384";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=64384"" target=""_blank"">Sirt3</a>";"7";"sirtuin 3";"Cluster_3";0,7095;-0,419;-0,2905;0,4422;0,7328;-0,7685;0,4493;1,6563;0,0085;1,6331;0,6033;0,6268;2,3836;2,4267;2,1387;1,3019;2,0612;2,3111;1,3336;-0,6364;1,3851;1,6107;1,5814;0,2015;0,9039;0,655;0,958;0,9388;-0,2357;-1,1217;0,3319;-0,7462;-0,033;-0,6303;0,1177;-0,6419
"64602";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=64602"" target=""_blank"">Ireb2</a>";"9";"iron responsive element binding protein 2";"Cluster_3";0,3962;-0,7129;0,3167;0,0367;0,2028;-0,1554;0,3864;1,0857;-0,6488;1,1061;1,487;1,4756;1,3292;2,4561;1,4093;2,1549;1,5131;0,5716;2,9736;2,6699;1,5829;1,0954;1,3631;1,6101;-0,7714;0,5218;-0,3141;-0,4799;0,5941;-0,373;-0,0137;0,2425;-8e-04;0,1232;1,318;-0,7722
"66241";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66241"" target=""_blank"">Tmem9</a>";"1";"transmembrane protein 9";"Cluster_3";0,858;-0,0971;-0,7609;0,105;-0,6719;-0,0111;0,2131;0,9921;-0,5229;1,1156;1,1385;-0,7009;1,3159;1,7053;1,0616;1,4987;1,8724;0,7211;2,7101;1,1537;0,773;1,9884;1,36;0,105;-0,6163;0,4988;-0,5818;-0,6657;-0,6383;-1,2783;-0,4669;-0,7522;-0,6734;-0,2205;-0,5818;-0,5387
"66270";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66270"" target=""_blank"">Fam134b</a>";"15";"family with sequence similarity 134, member B";"Cluster_3";0,1522;0,0774;-0,2296;0,7836;1,43;0,7116;0,4274;2,5018;0,7649;2,1643;3,0312;0,2527;2,4791;2,4155;2,4052;2,3301;2,3496;2,0784;0,761;3,0537;2,262;1,7655;1,2104;1,3877;0,1431;0,3383;0,8585;0,436;-0,5278;1,1852;0,1623;1,8246;0,2628;0,0394;1,328;0,7877
"66388";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66388"" target=""_blank"">Cutc</a>";"19";"cutC copper transporter homolog (E.coli)";"Cluster_3";-0,4948;-0,6139;1,1087;-0,1265;0,7386;0,0993;0,2766;0,4899;0,4606;1,1299;0,9459;1,9796;1,0569;1,9408;3,2303;1,995;1,1774;1,7212;1,7797;1,2622;2,3294;1,5634;0,0258;0,6998;-0,5614;-0,8789;0,6982;0,5147;0,1617;0,5439;-0,6906;1,2003;0,2453;-1,3339;0,2005;-0,2569
"66687";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66687"" target=""_blank"">Tbc1d15</a>";"10";"TBC1 domain family, member 15";"Cluster_3";-0,5321;0,34;0,1922;0,8176;-0,3411;0,1393;0,214;0,8447;-0,1769;-0,0993;0,6897;1,6845;1,1657;1,695;1,2563;1,8057;0,7534;1,4054;1,8134;2,0318;1,4949;1,2446;1,6036;1,5959;-0,7582;-0,1853;0,2277;-1,1315;-0,141;-0,8855;-1,1916;-1,274;0,416;-0,7531;-0,2152;-1,0623
"67118";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67118"" target=""_blank"">Bfar</a>";"16";"bifunctional apoptosis regulator";"Cluster_3";-0,1614;0,4905;-0,3292;0,2203;0,001;-0,7289;0,1419;-0,245;0,625;0,815;-0,6107;0,4235;2,032;1,9756;-0,5785;1,5621;1,4404;-0,0865;1,5378;0,9332;0,2231;0,1888;1,5091;0,4395;-0,3751;-0,0133;-0,6515;-1,1221;0,4395;-0,9931;-0,3483;-2,3364;-0,8299;-1,3105;-0,8861;-1,4178
"67470";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67470"" target=""_blank"">Abcg8</a>";"17";"ATP-binding cassette, sub-family G (WHITE), member 8";"Cluster_3";0,3597;-0,3035;-0,0562;0,7633;0,5299;0,1137;0,3368;0,7614;-0,7907;1,3378;1,1074;1,0341;2,1202;1,6768;1,7673;2,1289;1,9858;1,5823;2,0594;0,2222;1,4797;1,2126;1,2709;0,3197;-0,0768;-0,248;-0,2727;-0,2702;-0,7763;-1,4021;-0,4736;1,6621;-0,5014;-0,5911;0,1811;-1,0974
"67760";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67760"" target=""_blank"">Slc38a2</a>";"15";"solute carrier family 38, member 2";"Cluster_3";0,4415;-0,4124;-0,0291;0,0844;1,1808;-0,0697;0,094;0,6687;-0,1185;0,7137;0,5196;0,1362;1,3269;0,8651;1,7093;1,879;1,7772;2,0754;2,0506;3,6967;2,906;0,4948;0,2758;0,0172;-0,1856;0,1687;0,1264;0,2414;0,0936;0,367;0,0777;2,5194;0,3909;-0,0368;0,0714;-0,5336
"68949";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=68949"" target=""_blank"">1500012F01Rik</a>";"2";"RIKEN cDNA 1500012F01 gene";"Cluster_3";0,1109;0,0856;-0,1965;0,4719;0,4679;0,1456;0,9248;2,1848;1,1355;1,2654;1,1053;1,9794;2,0612;2,9021;2,9326;1,2632;2,445;2,0242;2,4815;2,2679;1,8432;0,7927;1,0187;1,2144;-0,2876;0,5093;0,5404;-0,457;0,7828;-0,2741;-0,3249;1,6315;0,6816;-0,1302;-0,0639;-0,1558
