"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T"
"100288123",3,5,7,1,3,5,6,1,0,4,6,1
"100288142",20,5,19,5,9,5,16,10,5,2,7,4
"100288152",5,4,2,7,16,4,21,21,8,4,5,14
"100288162",1,0,0,0,0,0,0,0,0,0,2,0
"100288175",33,18,4,25,25,20,26,10,20,17,3,13
"100288181",10,25,10,10,1,1,4,6,1,2,3,2
"100288198",12,1,3,0,7,4,4,3,2,1,6,5
"100288323",0,0,0,0,0,0,0,0,0,0,0,0
"100288332",22,27,29,32,23,29,29,20,15,8,12,21
"100288346",5,3,1,0,0,0,1,1,0,0,1,0
"100288380",0,1,0,0,0,0,0,0,0,1,0,0
"100288413",0,2,1,0,1,0,2,2,0,1,2,1
"100288428",0,0,0,0,0,0,0,0,0,0,0,0
"100288432",41,55,14,26,8,8,9,14,48,26,7,13
"100288485",0,0,0,0,0,0,0,0,0,0,0,0
"100288486",0,0,0,0,2,0,0,0,0,0,0,4
"100288524",0,0,0,0,0,0,0,0,0,0,0,1
"100288615",52,78,42,76,64,67,77,66,20,131,187,84
"100288637",13,12,11,6,9,4,8,7,3,8,7,6
"100288695",0,1,0,1,0,0,0,0,0,0,0,0
"100288730",26,47,32,20,11,13,25,29,51,6,19,6
"100288778",9,8,15,24,26,24,9,7,2,17,16,17
"100288797",0,0,0,0,0,0,0,0,0,0,0,1
"100288801",0,0,0,0,0,0,0,0,0,0,0,0
"100288805",0,2,1,0,0,0,0,0,0,0,0,0
"100288814",0,0,0,0,0,0,0,0,0,1,0,1
"100288831",0,0,0,0,1,0,0,0,0,0,0,1
"100288842",1,2,0,1,5,7,0,1,0,0,2,2
"100288846",1,9,36,4,0,3,2,4,0,1,0,2
"100288897",0,0,0,0,0,0,0,0,0,0,0,0
"100288911",0,0,1,1,0,1,0,0,0,0,0,0
"100289017",0,0,0,0,0,0,0,1,0,0,0,0
"100289092",0,0,0,0,0,0,0,0,0,0,1,0
"100289097",26,27,39,42,43,32,25,19,5,48,63,33
"100289098",0,1,5,1,3,1,0,1,0,2,1,1
"100289137",0,0,2,0,0,3,18,9,8,2,5,3
"100289178",0,0,0,0,0,0,1,0,0,0,0,0
"100289187",1,1,3,1,0,3,1,3,0,0,2,1
"100289211",0,0,0,0,0,0,0,1,0,0,0,0
"100289230",78,132,198,96,59,69,117,147,156,44,102,43
"100289255",0,0,0,0,0,0,0,1,0,0,0,0
"100289274",55,53,9,10,7,4,15,29,17,6,8,7
"100289333",0,0,0,0,1,0,3,1,2,1,0,0
"100289341",8,12,1,4,1,3,5,6,13,2,3,2
"100289361",1,0,1,1,0,1,1,2,2,0,0,2
"100289373",1,2,6,1,1,4,5,1,6,1,2,1
"100289388",1,2,9,4,2,2,9,3,18,6,25,3
"100289410",0,1,0,0,2,0,0,4,0,2,4,0
"100289455",16,8,8,5,5,9,3,3,4,5,5,3
"100289473",0,1,0,0,0,1,0,0,0,1,0,0
"100289495",7,5,0,5,16,2,1,1,0,1,4,1
"100289509",3,1,0,2,1,5,1,1,1,2,0,0
"100289511",170,124,144,95,62,100,131,127,103,79,87,58
"100289533",1,3,2,1,1,0,0,0,0,1,0,0
"100289561",2,1,0,0,1,0,2,2,0,3,1,2
"100289574",0,1,0,0,0,0,1,0,1,0,0,2
"100289635",33,16,35,28,57,26,22,22,12,13,17,10
"100289673",0,0,0,0,0,0,0,1,0,0,0,0
"100289678",36,32,17,62,62,41,35,42,28,27,93,32
"100292680",0,0,1,1,0,0,2,2,0,1,2,0
"100293516",128,78,136,151,291,135,189,94,89,101,356,146
"100293704",5,1,9,1,2,2,3,4,3,2,2,1
"100294145",84,62,132,28,50,24,75,65,58,7,19,9
"100294362",54,48,73,17,17,29,82,69,63,22,38,32
"100302111",0,0,0,0,0,0,0,0,0,0,0,0
"100302112",0,0,0,0,0,0,0,0,0,0,0,0
"100302125",0,0,0,0,0,0,0,0,0,0,0,0
"100302128",0,0,0,0,0,0,0,0,0,0,0,0
"100302133",0,0,0,0,0,0,0,0,0,0,0,0
"100302138",0,0,0,0,0,0,0,0,0,0,0,0
"100302150",0,0,0,0,0,0,0,0,0,0,0,0
"100302155",0,0,0,0,0,0,0,0,0,0,0,0
"100302174",0,0,0,0,0,0,0,0,0,0,0,0
"100302181",0,0,0,0,0,0,0,0,0,0,0,0
"100302193",0,0,0,0,0,0,0,0,0,0,0,0
"100302234",0,0,0,0,0,0,0,0,0,0,0,0
"100302243",0,0,0,0,0,0,0,0,0,0,0,0
"100302254",2,2,1,1,0,2,0,0,3,1,2,1
"100302261",0,0,0,0,0,0,0,0,0,0,0,0
"100302273",0,0,0,0,0,0,0,0,0,0,0,0
"100302277",0,0,0,0,0,0,0,0,0,0,0,0
"100302401",0,1,0,0,0,0,0,0,0,2,0,0
"100302640",0,0,0,0,0,0,0,0,0,0,0,0
"100302650",1535,2105,1005,185,100,109,170,554,341,124,56,65
"100302652",0,0,0,0,0,0,0,0,0,0,0,0
"100302691",2,2,1,0,0,0,1,0,15,1,0,1
"100302692",53,37,41,16,34,36,71,73,53,24,65,20
"100302736",0,0,0,0,0,0,1,0,0,0,0,1
"100302739",9,5,13,4,8,1,5,5,3,3,16,11
"100302740",51,35,34,44,5,34,82,62,25,19,18,20
"100302742",0,0,0,0,0,0,0,0,0,0,0,0
"100302743",0,0,0,0,0,0,0,0,0,0,0,0
"100302746",0,0,0,0,0,0,0,0,0,0,0,0
"100303453",0,0,0,0,0,0,0,0,0,0,0,0
"100303491",9,8,0,2,3,1,0,2,0,3,0,2
"100303728",29,24,17,15,19,16,2,9,4,10,7,13
"100303749",60,75,50,20,22,18,92,72,76,23,47,15
"100303755",8,8,9,24,20,15,8,3,0,19,38,23
"100306951",16,13,52,7,14,11,13,5,16,7,29,19
"100306975",2,3,14,2,0,1,4,3,42,7,4,0
"100309464",0,0,0,0,0,0,0,0,0,0,0,1
"100310812",2,1,5,0,2,0,4,1,4,0,3,0
"100310846",5,4,3,9,18,5,10,5,7,2,21,4
"100313769",0,0,0,0,0,0,0,0,0,0,0,0
"100313770",0,0,0,0,0,0,0,0,0,0,0,0
"100313829",0,0,0,0,0,0,0,0,0,0,0,0
"100313843",0,0,0,0,0,0,0,0,0,0,0,0
"100313892",0,0,0,0,0,0,0,0,0,0,0,0
"100316904",3,2,2,1,3,0,7,6,9,1,7,0
"100329109",7,10,8,9,19,3,13,5,0,5,9,4
"100329135",0,0,0,0,2,1,0,0,0,0,3,0
"100335030",15,11,2,0,4,0,31,24,16,2,0,1
"100337591",0,0,0,0,0,0,0,0,1,0,0,0
"100359394",2,2,1,6,2,4,2,0,0,4,5,1
"100379132",3,4,0,2,4,2,9,3,1,1,1,0
"100379141",0,0,0,0,0,0,0,0,0,0,0,0
"100379220",0,0,0,0,2,0,1,2,0,0,0,0
"100379224",35,28,47,25,80,16,56,34,9,26,63,23
"100379249",0,0,0,0,2,1,0,0,0,0,0,0
"100379250",0,0,0,0,0,1,0,0,0,1,0,0
"100379251",6,13,8,4,10,8,3,2,8,2,3,2
"100379345",2,2,0,3,0,1,1,0,3,0,0,2
"100379571",6,2,0,0,5,2,5,5,10,0,3,0
"100379661",0,0,0,1,0,0,4,3,4,0,1,1
"100381270",756,445,520,249,261,177,823,569,350,189,451,177
"100419868",0,0,0,0,1,0,3,0,2,0,1,0
"100422556",1,0,0,0,3,0,0,2,0,0,2,0
"100422833",0,0,0,0,0,0,0,0,0,0,0,0
"100422913",0,0,0,0,0,0,0,0,0,0,0,0
"100422914",0,0,0,0,0,0,0,0,0,0,0,0
"100422952",0,0,0,0,0,0,0,0,0,0,0,0
"100422961",0,0,0,0,0,0,0,0,0,0,0,0
"100422984",0,0,0,0,0,0,0,0,0,0,0,0
"100422991",0,0,0,0,0,0,0,0,0,0,0,0
"100422995",0,0,0,0,0,0,0,0,0,0,0,0
"100422997",0,0,0,0,0,0,0,0,0,0,0,0
"100423003",0,0,0,0,0,0,0,0,0,0,0,0
"100423020",0,0,0,0,0,0,0,0,0,0,0,0
"100423062",268,239,544,335,296,218,14,100,44,44,2,84
"100431172",0,1,0,0,0,0,0,0,0,0,0,0
"100462953",15,15,62,4,42,5,56,63,85,6,29,9
"100462977",206,31,9,39,152,36,229,29,19,72,88,90
"100462981",1847,2127,1064,2036,1661,2156,2218,2106,1531,3327,1205,4403
"100462983",3,4,2,2,6,9,7,4,0,1,7,1
"100463285",0,0,0,1,3,0,1,1,4,1,3,1
"100463482",111,84,51,102,94,109,135,67,68,136,57,260
"100463486",428,406,166,424,411,435,440,387,180,583,256,833
"100463487",0,0,1,1,1,0,0,0,1,0,0,0
"100463488",36,10,4,18,21,25,44,20,9,24,16,44
"100498859",0,1,2,1,0,0,5,6,26,1,0,0
"100499177",562,659,477,491,400,479,298,329,190,329,460,274
"100499194",2,5,3,6,6,7,8,3,2,5,7,5
"100499227",0,0,0,0,0,0,0,1,0,1,0,0
"100499405",3,14,36,3,0,3,55,15,10,5,9,20
"100499466",587,588,631,496,486,332,936,597,248,305,628,240
"100499467",0,0,0,0,0,0,3,3,0,0,4,2
"100499483",0,0,0,0,0,0,0,0,0,0,0,0
"100499484",3,6,7,8,21,13,12,6,4,7,15,11
"100499489",14,10,1,18,16,19,1,3,2,8,6,8
"100500804",0,0,0,0,0,0,0,0,0,0,0,0
"100500808",0,0,0,0,0,0,0,0,0,0,0,0
"100500818",0,0,0,0,0,0,0,0,0,0,0,0
"100500820",0,0,0,0,0,0,0,0,0,0,0,0
"100500826",0,0,0,0,0,0,0,0,0,0,0,0
"100500833",0,0,0,0,0,0,0,0,0,0,0,0
"100500840",0,0,0,0,0,0,0,0,0,0,0,0
"100500842",0,0,0,0,0,0,0,0,0,0,0,0
"100500849",0,1,0,1,0,0,0,0,0,1,1,0
"100500851",0,0,0,0,0,0,0,0,0,0,0,0
"100500854",0,0,0,0,0,0,0,0,0,0,0,0
"100500857",0,0,0,0,0,0,0,0,0,0,0,0
"100500859",0,0,0,0,0,0,0,0,0,0,0,0
"100500873",0,0,0,0,0,0,0,0,0,0,0,0
"100500888",0,0,0,0,0,0,0,0,0,0,0,0
"100500904",0,0,0,0,0,0,0,0,0,0,0,0
"100500905",7,4,2,1,1,2,1,1,0,3,2,1
"100500908",0,0,0,0,0,0,0,0,0,0,0,0
"100500938",0,0,0,0,0,0,1,0,0,0,1,0
"100505381",0,0,0,0,0,0,0,0,0,0,0,0
"100505385",0,0,0,0,0,0,0,0,0,0,0,0
"100505483",23,17,5,6,8,11,4,5,7,11,16,2
"100505495",1,0,1,0,0,0,1,0,0,0,0,0
"100505501",6,11,19,1,4,1,2,2,0,3,11,6
"100505502",8,0,10,4,16,9,18,16,25,12,18,15
"100505504",0,0,0,0,0,0,0,0,0,0,0,0
"100505518",4,0,4,1,0,0,7,1,0,5,1,1
"100505534",0,0,0,0,0,0,0,0,0,0,0,1
"100505536",1,0,4,0,0,1,7,0,0,0,3,1
"100505538",0,2,2,7,24,1,1,2,4,6,10,2
"100505545",0,2,0,0,0,0,0,0,0,0,0,0
"100505555",0,2,0,0,0,0,0,2,0,0,0,0
"100505561",0,0,0,0,0,0,0,0,0,0,0,0
"100505564",18,10,20,21,22,16,4,2,1,3,3,1
"100505566",0,0,0,0,0,0,0,0,0,0,0,0
"100505573",109,223,190,113,93,34,68,45,27,104,41,50
"100505576",27,27,22,23,43,16,37,56,32,12,13,8
"100505585",7,4,2,9,6,4,28,10,16,9,15,10
"100505588",0,0,0,0,0,0,0,0,0,0,0,0
"100505591",0,0,0,0,0,0,0,0,1,0,0,3
"100505622",6,9,10,2,7,4,9,9,2,0,4,0
"100505625",0,2,0,3,3,0,2,2,1,1,1,0
"100505633",0,1,0,0,0,0,0,0,0,0,0,0
"100505636",6,2,0,8,4,8,25,8,23,10,11,6
"100505641",347,381,561,287,347,264,287,158,170,162,490,155
"100505648",1,6,16,10,5,3,7,11,12,6,19,5
"100505650",19,15,11,3,16,5,1,3,0,0,0,2
"100505658",70,33,31,13,67,9,137,88,67,60,47,48
"100505664",0,0,0,1,0,0,0,0,0,0,0,0
"100505678",7,11,36,16,23,13,8,6,3,11,12,8
"100505679",1,0,0,0,0,0,2,0,0,0,0,1
"100505681",1,3,0,3,0,0,0,0,1,0,1,1
"100505687",4,4,9,4,2,1,1,2,0,2,2,1
"100505692",17,11,4,5,10,3,29,15,6,12,21,9
"100505696",1445,1105,822,1027,1154,1141,1153,958,460,517,832,507
"100505702",8,6,6,7,2,0,0,6,18,6,2,3
"100505710",0,0,0,0,0,0,0,1,0,0,0,0
"100505727",0,1,2,0,0,0,0,1,2,0,0,0
"100505736",13,7,5,9,11,0,13,19,16,3,8,5
"100505738",9,5,0,13,8,8,8,3,0,9,14,8
"100505741",5,5,3,5,11,4,3,1,1,2,12,5
"100505746",51,88,75,19,15,20,46,58,68,29,17,34
"100505753",1,1,2,2,1,1,4,2,0,3,8,1
"100505761",25,16,24,15,25,10,7,9,15,8,23,13
"100505767",4,5,1,3,4,5,9,9,36,2,6,1
"100505771",14,3,16,15,27,11,22,16,5,8,50,18
"100505774",1,0,0,0,0,0,0,0,0,0,0,0
"100505783",8,10,25,8,12,7,3,5,1,5,25,4
"100505797",0,0,0,0,1,0,0,0,0,0,0,0
"100505798",2,1,2,0,0,1,1,1,2,0,2,0
"100505806",0,0,0,0,0,0,0,0,0,0,1,0
"100505812",28,29,92,8,18,8,7,20,20,6,8,4
"100505826",2,1,2,1,0,1,3,4,3,0,0,1
"100505839",0,1,1,0,0,0,1,1,0,2,1,0
"100505841",0,0,0,0,0,0,0,0,0,0,0,0
"100505845",0,0,0,0,0,0,0,1,0,0,0,0
"100505851",2,1,6,0,1,0,1,1,0,0,3,0
"100505854",20,25,26,14,23,14,19,21,25,17,32,13
"100505865",1,0,4,0,1,0,0,1,0,2,3,3
"100505869",28,27,4,13,0,3,1,3,11,11,0,3
"100505875",0,0,1,0,0,0,0,0,0,0,0,0
"100505876",110,78,239,78,118,162,98,39,102,92,188,110
"100505877",0,2,0,0,0,2,0,0,0,0,1,0
"100505878",0,0,0,0,0,0,0,0,1,0,0,0
"100505881",2,7,0,3,1,1,3,7,0,6,6,7
"100505894",2,4,14,2,4,1,6,5,0,3,5,2
"100505902",0,0,0,0,0,0,1,0,0,0,0,0
"100505909",0,0,0,0,0,0,0,0,0,0,0,0
"100505915",3,0,0,1,1,0,0,0,0,0,0,0
"100505920",0,0,0,0,0,1,0,0,0,0,0,0
"100505933",2,1,1,3,3,3,1,1,0,5,3,0
"100505938",0,0,0,0,0,1,0,0,0,0,0,0
"100505942",4,1,0,0,1,0,2,0,0,0,0,0
"100505975",0,0,0,0,2,0,0,0,0,0,0,0
"100505984",1,0,0,0,0,0,0,2,8,0,0,0
"100505994",61,66,8,43,10,5,7,21,10,26,2,11
"100506012",2,2,3,0,1,0,0,3,1,1,0,0
"100506014",1,0,1,2,2,1,0,0,0,2,2,0
"100506022",0,0,6,2,0,1,1,0,1,2,0,0
"100506023",7,7,6,9,33,11,10,5,11,5,7,8
"100506025",0,1,1,0,0,0,1,1,0,0,0,1
"100506033",30,29,16,28,21,44,37,17,5,14,17,17
"100506035",3,0,1,9,4,6,0,0,0,23,0,8
"100506036",3,5,1,5,3,4,9,11,1,8,14,7
"100506046",17,21,66,17,18,11,46,46,109,8,18,8
"100506047",0,0,0,1,0,0,0,1,2,0,2,0
"100506049",0,0,0,0,0,0,0,0,0,0,0,0
"100506054",10,1,15,12,19,4,1,1,16,4,9,7
"100506060",8,5,2,5,13,3,15,15,6,3,21,6
"100506068",2,2,0,2,0,0,0,0,5,0,0,0
"100506070",0,0,0,0,0,0,1,0,0,0,1,0
"100506082",0,0,0,0,0,2,2,2,0,0,0,0
"100506083",10,5,10,10,10,16,7,10,10,3,5,4
"100506084",3,8,4,0,0,8,2,8,4,0,1,2
"100506098",8,10,5,1,0,0,0,0,0,1,0,0
"100506100",10,2,0,1,5,1,5,4,4,5,10,4
"100506113",1,2,2,3,1,0,0,1,1,1,0,0
"100506114",10,5,3,0,3,0,4,8,7,1,1,1
"100506124",17,20,12,13,23,10,49,33,31,4,13,7
"100506126",0,0,0,0,0,0,0,0,0,0,0,0
"100506127",0,1,2,2,2,1,3,2,0,2,2,1
"100506134",0,0,1,1,0,0,1,0,0,0,1,0
"100506142",123,70,62,24,59,23,52,50,61,15,15,15
"100506144",65,72,116,13,66,29,56,37,16,50,161,51
"100506157",1,5,12,1,6,5,19,11,6,2,27,9
"100506159",2,13,1,1,0,1,0,4,0,0,0,0
"100506161",2,0,0,4,4,0,0,1,3,0,5,1
"100506175",0,0,0,0,0,0,0,1,0,0,0,0
"100506190",8,16,18,8,8,4,14,27,8,8,5,14
"100506195",22,2,1,12,26,2,2,0,11,0,1,3
"100506211",0,0,0,0,0,0,0,1,5,0,0,0
"100506215",26,27,23,23,23,20,45,28,28,16,61,26
"100506229",5,4,0,1,0,0,1,2,1,0,0,0
"100506233",11,10,5,7,12,8,4,5,2,5,14,6
"100506235",7,13,56,7,16,6,5,16,16,2,5,4
"100506237",0,0,0,0,0,0,0,0,0,0,0,0
"100506241",0,0,0,0,0,0,0,0,0,0,0,0
"100506243",0,0,1,2,1,0,0,0,1,1,0,0
"100506258",18,6,6,12,21,26,6,5,2,2,1,9
"100506274",0,0,0,0,0,0,0,0,0,0,1,1
"100506282",3,4,3,0,4,2,4,3,10,4,2,2
"100506286",0,2,6,0,2,0,0,1,0,0,0,1
"100506302",7,5,9,6,16,14,6,14,9,8,23,7
"100506305",0,0,0,0,0,1,0,0,0,0,0,0
"100506311",12,52,13,12,1,9,5,4,6,8,0,5
"100506317",0,0,0,0,0,0,0,0,0,0,0,0
"100506319",1,0,0,0,0,0,0,0,1,0,0,0
"100506328",1,0,0,0,0,0,0,0,0,0,0,0
"100506331",1,1,0,0,1,1,2,1,0,1,1,1
"100506334",2,9,36,3,2,2,91,74,29,10,81,7
"100506343",5,1,6,0,1,1,3,0,0,7,1,0
"100506351",3,0,0,6,3,4,1,2,0,0,1,2
"100506358",7,59,136,0,1,0,314,364,352,0,2,1
"100506365",31,41,66,33,27,17,70,57,191,25,58,28
"100506371",0,0,0,0,0,0,1,0,0,0,0,0
"100506374",0,1,3,1,1,0,0,1,0,1,1,1
"100506376",0,1,3,0,0,1,0,0,0,1,0,0
"100506379",0,0,0,0,0,0,2,0,0,0,1,0
"100506380",0,0,0,1,1,0,0,0,0,0,0,0
"100506388",0,0,0,0,0,0,1,0,0,0,3,0
"100506392",10,5,8,10,21,12,13,7,9,7,24,5
"100506394",1,1,8,0,0,1,0,0,0,0,0,0
"100506405",0,0,0,0,0,0,0,0,0,0,0,0
"100506411",2,0,5,1,2,0,7,3,0,0,0,1
"100506413",3,3,0,3,6,1,2,0,0,4,0,2
"100506421",0,0,0,1,0,1,0,0,0,0,0,0
"100506428",2,3,4,5,2,4,1,6,0,4,16,4
"100506436",37,20,44,12,21,18,29,15,10,24,26,13
"100506443",17,11,25,8,12,17,33,28,21,14,17,12
"100506451",0,0,0,0,0,0,0,0,0,0,0,1
"100506454",3,1,3,0,1,0,0,1,0,0,0,0
"100506462",0,1,0,3,2,0,1,0,0,0,0,2
"100506472",0,0,0,0,3,0,0,1,2,0,3,3
"100506473",22,21,34,31,24,31,32,36,43,24,26,14
"100506475",0,0,0,0,0,0,0,0,0,0,0,1
"100506495",0,0,0,0,0,0,0,0,0,0,0,0
"100506497",1,1,0,1,0,0,0,0,0,0,0,0
"100506498",1,0,0,0,0,0,1,0,0,1,1,0
"100506504",6,3,9,1,0,1,2,11,1,1,1,0
"100506516",13,14,10,5,2,3,9,11,15,4,5,0
"100506518",0,2,4,0,1,2,0,1,0,0,3,1
"100506527",0,0,0,0,0,0,0,0,0,0,0,0
"100506532",0,0,0,0,0,0,0,0,0,0,0,0
"100506538",5,5,6,10,15,7,6,5,0,3,1,0
"100506540",141,214,119,55,50,56,138,86,136,74,100,68
"100506548",133,201,178,143,130,156,175,191,60,87,380,141
"100506555",0,0,0,0,0,0,0,0,0,0,1,0
"100506557",0,0,0,0,1,0,0,0,0,0,0,0
"100506563",0,0,1,0,0,1,0,0,0,0,1,1
"100506564",0,0,0,0,0,0,1,1,14,1,0,1
"100506571",2,5,0,2,5,1,2,2,17,0,11,0
"100506581",2,2,2,1,0,0,0,0,1,0,1,0
"100506596",1,0,0,0,0,0,0,0,0,0,0,0
"100506599",1,3,0,0,0,0,0,1,8,1,0,0
"100506603",30,37,6,24,26,10,17,18,19,21,21,10
"100506621",18,7,9,15,49,18,21,18,9,10,21,5
"100506622",1,4,11,3,6,1,19,19,6,10,7,2
"100506627",0,3,0,0,0,0,2,0,0,0,0,0
"100506634",26,8,14,20,48,11,31,25,14,9,40,7
"100506637",5,6,4,3,8,1,5,13,3,1,18,2
"100506639",21,20,20,19,28,17,38,32,4,15,49,17
"100506649",0,11,5,6,1,7,12,10,7,8,23,9
"100506658",3,3,0,2,0,0,5,0,0,0,0,1
"100506660",0,0,4,1,0,0,0,0,5,0,0,0
"100506668",0,0,0,0,3,1,5,3,10,3,3,2
"100506680",0,0,0,0,0,1,0,0,0,0,0,0
"100506681",25,10,7,11,4,4,6,12,5,4,0,5
"100506686",18,16,18,11,17,7,12,16,38,5,12,5
"100506688",0,3,0,0,0,0,0,0,0,2,0,1
"100506691",0,1,0,0,2,0,0,0,0,0,0,0
"100506696",0,0,1,0,0,2,1,0,2,0,0,0
"100506697",0,0,0,0,0,0,0,0,0,0,0,0
"100506710",589,211,492,568,460,579,190,93,49,259,526,298
"100506713",4,4,21,4,1,2,2,3,6,0,0,0
"100506714",19,20,20,12,35,19,24,15,0,14,27,13
"100506724",0,1,0,0,0,0,0,0,0,0,0,0
"100506730",3,3,5,1,5,0,11,6,6,1,6,0
"100506731",0,0,0,1,1,0,0,0,0,0,0,0
"100506733",4,1,1,0,0,0,1,1,0,0,0,0
"100506734",1,0,4,0,0,0,1,0,1,0,1,0
"100506736",32,82,53,9,18,15,180,113,101,70,135,111
"100506737",0,0,0,0,0,0,0,0,0,0,0,0
"100506742",0,0,0,0,0,0,0,0,0,0,0,0
"100506746",3,6,8,8,8,6,5,13,5,2,4,7
"100506747",0,0,0,0,0,0,0,0,0,0,0,0
"100506753",1,1,0,0,0,0,1,0,0,1,0,0
"100506755",16,19,26,29,31,29,15,16,19,18,24,29
"100506757",0,0,0,1,0,0,0,0,0,1,0,0
"100506759",0,0,0,0,0,0,0,0,0,0,0,0
"100506765",0,0,0,1,0,0,0,0,0,0,1,0
"100506776",18,34,24,3,4,5,43,36,18,12,32,17
"100506779",215,187,338,148,286,130,244,172,129,130,164,135
"100506791",0,0,0,2,0,2,1,0,4,0,0,0
"100506810",3,1,0,0,0,0,6,6,13,0,0,4
"100506826",6,2,0,2,2,3,0,0,0,2,0,3
"100506859",0,0,0,0,0,0,1,1,1,0,1,0
"100506860",87,42,64,26,47,28,126,83,27,28,55,22
"100506866",207,100,157,125,160,127,218,168,110,79,137,80
"100506869",0,0,0,0,0,0,0,0,0,0,0,0
"100506870",2,0,5,0,3,1,2,3,1,1,4,1
"100506874",0,0,0,1,1,0,1,1,0,0,0,0
"100506881",5,4,2,5,5,2,5,3,2,0,2,1
"100506882",0,0,0,0,0,0,0,0,0,0,0,0
"100506885",0,0,0,0,0,0,0,0,0,0,0,0
"100506898",6,2,0,4,8,2,2,5,2,5,18,4
"100506901",0,0,0,0,0,0,0,0,0,0,0,1
"100506908",3,3,5,4,1,7,2,2,1,2,1,0
"100506915",1,7,40,1,0,1,44,27,23,14,48,14
"100506922",12,7,2,12,4,17,6,8,4,6,7,6
"100506930",4,0,6,6,13,5,0,1,15,1,3,3
"100506937",0,0,0,0,0,0,0,0,0,0,0,0
"100506939",1,0,0,0,1,0,0,0,0,1,0,0
"100506974",1,0,0,3,0,0,11,4,5,0,8,1
"100506985",14,35,41,10,19,8,73,44,17,39,191,29
"100506990",41,28,52,21,41,15,121,71,44,38,72,36
"100506994",0,1,0,0,0,0,0,0,1,0,0,0
"100506999",1,0,0,0,1,2,0,0,0,0,0,0
"100507003",0,0,0,1,0,1,0,0,0,1,0,1
"100507027",0,0,5,0,0,1,0,1,0,0,0,0
"100507032",2,2,9,1,4,0,4,3,0,1,4,0
"100507033",63,60,8,1,1,1,5,25,6,1,0,0
"100507034",75,69,121,83,121,90,155,120,109,48,136,77
"100507043",9,3,1,71,37,69,0,0,0,4,0,12
"100507050",0,0,0,0,0,0,0,0,0,0,2,1
"100507054",1,3,2,4,2,0,2,3,0,1,0,0
"100507055",0,0,0,0,0,0,0,0,0,0,0,0
"100507056",1,0,1,0,0,2,4,3,16,2,1,1
"100507057",4,0,1,0,0,0,0,1,0,1,0,1
"100507062",149,176,334,106,128,100,669,393,313,111,215,116
"100507064",0,0,0,0,0,0,1,0,0,1,1,0
"100507071",1,0,2,0,3,0,1,0,0,0,1,1
"100507086",1,1,9,1,0,2,4,2,0,0,0,0
"100507096",0,0,0,0,0,0,0,0,1,0,0,0
"100507099",2,4,2,5,6,0,0,8,5,2,3,1
"100507103",0,0,0,0,0,0,2,1,0,2,0,1
"100507113",79,43,43,73,137,47,128,74,34,88,148,44
"100507117",27,13,3,2,15,7,9,4,1,2,10,3
"100507118",25,17,11,6,12,17,19,8,25,6,4,5
"100507127",0,1,0,1,0,0,0,0,0,0,0,0
"100507131",2,2,4,3,8,3,5,3,3,4,14,1
"100507135",1,3,0,0,1,0,0,3,0,0,0,0
"100507156",2,0,0,0,0,1,0,2,3,0,1,0
"100507171",43,31,39,49,47,39,72,59,43,15,41,13
"100507173",3,0,1,5,6,2,1,2,1,3,4,4
"100507178",14,19,47,17,54,38,47,44,33,10,38,20
"100507191",3,2,3,0,1,0,1,1,0,2,4,1
"100507195",1,2,1,0,1,0,0,0,1,2,0,2
"100507203",3,1,0,2,5,0,2,1,0,0,2,0
"100507206",19,7,13,0,5,2,15,12,22,2,0,6
"100507217",204,200,445,224,111,235,201,142,142,184,238,178
"100507218",2,0,0,1,1,0,7,4,5,3,22,5
"100507236",0,0,0,0,0,0,0,0,0,0,0,0
"100507240",0,0,0,0,0,0,0,0,0,0,0,0
"100507244",0,0,0,0,0,0,0,0,0,0,0,0
"100507246",951,593,959,855,979,1137,383,328,310,590,1352,593
"100507254",1,1,1,1,0,1,0,0,0,0,0,1
"100507257",0,0,0,1,0,0,0,0,0,0,0,0
"100507258",6,3,13,4,6,2,4,0,2,2,2,0
"100507266",5,6,13,7,5,2,10,10,11,2,4,5
"100507267",0,0,0,1,0,0,1,2,0,1,0,2
"100507290",19,16,7,14,21,13,18,6,21,8,19,9
"100507297",3,7,2,1,1,3,0,7,1,4,3,0
"100507299",7,1,2,1,1,2,3,3,2,0,1,0
"100507300",1,1,0,3,13,1,11,6,34,7,23,5
"100507303",8,10,37,8,3,16,6,2,25,5,18,8
"100507316",6,3,13,6,2,8,2,5,15,5,12,10
"100507321",209,115,201,178,246,179,294,165,174,102,222,86
"100507331",43,50,41,27,32,35,57,43,34,22,30,19
"100507336",11,5,24,1,6,2,1,3,1,0,0,0
"100507341",3,0,9,4,6,6,2,4,0,6,6,4
"100507346",37,11,35,3,4,10,36,13,7,6,8,28
"100507347",1024,961,442,427,197,221,273,281,264,375,152,288
"100507351",0,1,0,0,0,0,1,0,1,0,0,0
"100507373",12,10,4,5,5,4,23,26,6,2,16,2
"100507381",1,0,0,2,4,0,2,1,1,0,0,0
"100507387",0,0,2,0,0,1,10,2,11,1,12,5
"100507392",4,2,0,0,3,0,1,1,0,1,0,1
"100507398",2,5,0,9,3,1,6,2,8,2,8,2
"100507399",18,5,26,2,19,1,11,8,10,7,20,1
"100507401",0,0,0,1,0,0,0,0,0,1,0,0
