"";"Symbol";"Type";"Title";"Cluster";"Breast";"CNS";"Colon";"Blood";"Skin";"Lung";"Ovary";"Prostate";"Kidney";"Min";"Max";"Range";"pANOVA";"FDR"
"8933";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8933"" target=""_blank"">FAM127A</a>";"protein-coding";"family with sequence similarity 127, member A";"Cluster_8";9,044;9,89;5,0929;6,3433;9,197;9,2278;8,9129;8,82;9;3,7;10,33;6,63;3,5e-11;2,8e-09
"9260";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9260"" target=""_blank"">PDLIM7</a>";"protein-coding";"PDZ and LIM domain 7 (enigma)";"Cluster_8";6,076;6,12;5,3357;5,3267;5,556;5,7411;6,1871;5,74;6,0975;4,56;7,16;2,6;0,002;0,0058
"9397";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9397"" target=""_blank"">NMT2</a>";"protein-coding";"N-myristoyltransferase 2";"Cluster_8";5,484;5,7067;4,2829;4,215;4,486;6,0311;5,29;5,225;6,8137;3,07;8,24;5,17;6e-07;8,9e-06
"9454";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9454"" target=""_blank"">HOMER3</a>";"protein-coding";"homer scaffolding protein 3";"Cluster_8";6,258;6,695;5,3029;5,0267;5,863;6,2533;5,8929;6,325;6,6338;4,17;7,68;3,51;0,00027;0,0012
"9637";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9637"" target=""_blank"">FEZ2</a>";"protein-coding";"fasciculation and elongation protein zeta 2 (zygin II)";"Cluster_8";7,118;8,3133;6,6457;6,8383;7,616;7,8644;7,7586;8,145;7,7387;5,88;9,63;3,75;5e-05;0,00029
"9645";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9645"" target=""_blank"">MICAL2</a>";"protein-coding";"microtubule associated monooxygenase, calponin and LIM domain containing 2";"Cluster_8";7,398;7,2167;6,4729;6,325;5,696;6,8633;6,9729;6,635;7,8025;5,12;9,28;4,16;0,0039;0,01
"9891";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9891"" target=""_blank"">NUAK1</a>";"protein-coding";"NUAK family, SNF1-like kinase, 1";"Cluster_8";7,122;7,1533;5,7071;5,505;5,956;6,7733;7,6029;5,97;7,185;5,07;8,85;3,78;4,1e-07;6,9e-06
"10133";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10133"" target=""_blank"">OPTN</a>";"protein-coding";"optineurin";"Cluster_8";5,264;4,9417;4,55;4,335;4,684;5,2722;5,0257;4,785;5,9713;3,91;6,94;3,03;0,00021;0,00096
"10409";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10409"" target=""_blank"">BASP1</a>";"protein-coding";"brain abundant, membrane attached signal protein 1";"Cluster_8";8,34;8,1583;3,9857;5,9767;4,859;9,4578;8,1129;6,845;9,3775;3,4;11,18;7,78;8,7e-07;1,1e-05
"10424";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10424"" target=""_blank"">PGRMC2</a>";"protein-coding";"progesterone receptor membrane component 2";"Cluster_8";6,366;6,1867;5,5429;5,7333;5,552;5,9733;6,1657;5,41;6,4475;4,59;7,34;2,75;8,3e-05;0,00045
"10486";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10486"" target=""_blank"">CAP2</a>";"protein-coding";"CAP, adenylate cyclase-associated protein, 2 (yeast)";"Cluster_8";5,756;5,27;4,1586;3,9817;4,639;5,44;5,0771;4,755;5,3037;3,81;6,97;3,16;3,1e-06;3e-05
"10589";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10589"" target=""_blank"">DRAP1</a>";"protein-coding";"DR1-associated protein 1 (negative cofactor 2 alpha)";"Cluster_8";8,696;8,4333;7,9457;7,8583;7,928;8,6356;8,6329;9,385;8,945;7,08;10,04;2,96;0,0021;0,006
"10602";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10602"" target=""_blank"">CDC42EP3</a>";"protein-coding";"CDC42 effector protein (Rho GTPase binding) 3";"Cluster_8";5,776;6,72;4,5971;4,2733;6,21;5,4522;5,7814;5,105;6,1025;3,73;8,12;4,39;0,00045;0,0018
"10769";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10769"" target=""_blank"">PLK2</a>";"protein-coding";"polo-like kinase 2";"Cluster_8";6,824;6,965;4,4157;3,115;4,875;6,0167;7,09;4,845;8,3413;2,55;9,07;6,52;9,2e-14;1,8e-11
"10979";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10979"" target=""_blank"">FERMT2</a>";"protein-coding";"fermitin family member 2";"Cluster_8";7,212;7,1267;4,3814;4,7133;6,33;6,6189;7,4957;7,145;6,87;3,44;8,83;5,39;3,2e-09;1,3e-07
"11098";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11098"" target=""_blank"">PRSS23</a>";"protein-coding";"protease, serine, 23";"Cluster_8";5,112;6,1283;4,3657;3,9433;5,005;5,98;5,0014;5,125;5,4712;3,71;7,77;4,06;0,00017;8e-04
"11099";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11099"" target=""_blank"">PTPN21</a>";"protein-coding";"protein tyrosine phosphatase, non-receptor type 21";"Cluster_8";4,812;4,5867;3,5671;3,4083;4,034;4,3922;4,3943;4,275;4,27;3,14;5,56;2,42;4,4e-05;0,00026
"11174";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11174"" target=""_blank"">ADAMTS6</a>";"protein-coding";"ADAM metallopeptidase with thrombospondin type 1 motif, 6";"Cluster_8";4,672;4,1767;3,7729;3,7867;3,747;4,2111;4,0243;3,745;4,47;3,39;5,8;2,41;0,0099;0,021
"23022";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23022"" target=""_blank"">PALLD</a>";"protein-coding";"palladin, cytoskeletal associated protein";"Cluster_8";7,212;8,4517;6,16;5,36;5,91;7,3;6,9829;6,315;8,07;3,69;9,37;5,68;3,8e-05;0,00023
"23255";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23255"" target=""_blank"">MTCL1</a>";"protein-coding";"microtubule crosslinking factor 1";"Cluster_8";3,598;3,5383;2,9414;2,6117;2,713;3,5367;3,6;3,435;4,2;2,36;5,57;3,21;0,002;0,0058
"23258";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23258"" target=""_blank"">DENND5A</a>";"protein-coding";"DENN/MADD domain containing 5A";"Cluster_8";5,31;5,91;4,5957;4,3467;5,671;5,56;5,3843;5,29;5,65;3,53;6,88;3,35;0,00025;0,0011
"23471";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23471"" target=""_blank"">TRAM1</a>";"protein-coding";"translocation associated membrane protein 1";"Cluster_8";3,792;3,685;3,4286;3,475;3,374;3,82;4,2186;3,625;4,3438;2,71;5,46;2,75;0,0052;0,012
"25945";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=25945"" target=""_blank"">PVRL3</a>";"protein-coding";"poliovirus receptor-related 3";"Cluster_8";3,788;4,175;3,2971;2,8917;3,463;3,4811;4,1286;3,35;3,8812;2,44;5,02;2,58;0,0049;0,012
"26994";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=26994"" target=""_blank"">RNF11</a>";"protein-coding";"ring finger protein 11";"Cluster_8";4,322;4,785;3,5414;3,365;3,966;4,3844;4,4786;3,955;4,32;2,89;5,59;2,7;0,00011;0,00056
"30846";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=30846"" target=""_blank"">EHD2</a>";"protein-coding";"EH-domain containing 2";"Cluster_8";8,114;7,895;7,13;6,7933;7,073;7,6189;7,48;7,505;7,9225;6,41;9,59;3,18;0,0087;0,019
"50807";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=50807"" target=""_blank"">ASAP1</a>";"protein-coding";"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1";"Cluster_8";4,684;4,6933;3,8871;3,8983;4,412;4,6222;4,5029;4,47;4,9262;3,58;5,82;2,24;0,00068;0,0025
"51200";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51200"" target=""_blank"">CPA4</a>";"protein-coding";"carboxypeptidase A4";"Cluster_8";7,39;8,385;6,3757;6,1267;6,254;7,6344;7,4943;6,585;7,1625;5,77;11,68;5,91;0,006;0,014
"51232";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51232"" target=""_blank"">CRIM1</a>";"protein-coding";"cysteine rich transmembrane BMP regulator 1 (chordin-like)";"Cluster_8";7,314;7,8333;5,1257;4,2433;5,44;7,9778;8,3214;7,145;8,3875;3,33;9,48;6,15;7,4e-10;3,9e-08
"51375";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51375"" target=""_blank"">SNX7</a>";"protein-coding";"sorting nexin 7";"Cluster_8";4,156;4,8467;3,82;3,1433;3,734;3,85;4,2243;4,21;4,4912;2,64;5,84;3,2;0,00035;0,0014
"51422";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51422"" target=""_blank"">PRKAG2</a>";"protein-coding";"protein kinase, AMP-activated, gamma 2 non-catalytic subunit";"Cluster_8";4,802;5,14;4,4371;3,9983;4,068;5,4544;5,1786;5,63;5,9363;3,35;7,22;3,87;1,5e-07;3e-06
"51646";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51646"" target=""_blank"">YPEL5</a>";"protein-coding";"yippee-like 5";"Cluster_8";4,954;5,2767;4,2571;4,13;4,895;5,4244;4,9786;5,015;5,2363;3,65;6,69;3,04;9e-04;0,0031
"54908";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=54908"" target=""_blank"">SPDL1</a>";"protein-coding";"spindle apparatus coiled-coil protein 1";"Cluster_8";6,556;6,8117;5,73;6,06;5,907;6,3678;6,9671;5,99;6,7363;5,06;7,51;2,45;1,8e-05;0,00013
"55165";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55165"" target=""_blank"">CEP55</a>";"protein-coding";"centrosomal protein 55kDa";"Cluster_8";7,982;7,83;7,3929;7,0167;7,305;7,8389;7,6314;7,77;8,1713;6,11;8,65;2,54;0,0027;0,0074
"55243";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55243"" target=""_blank"">KIRREL</a>";"protein-coding";"kin of IRRE like (Drosophila)";"Cluster_8";6,6;7,7533;5,5629;5,39;7,199;6,6911;7,4129;6,825;7,8775;5,09;9,85;4,76;1,6e-08;4,7e-07
"55357";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55357"" target=""_blank"">TBC1D2</a>";"protein-coding";"TBC1 domain family, member 2";"Cluster_8";5,934;5,425;4,8743;4,415;4,604;5,7233;5,9243;5,295;6,7387;3,9;8,17;4,27;1,6e-05;0,00012
"57142";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=57142"" target=""_blank"">RTN4</a>";"protein-coding";"reticulon 4";"Cluster_8";8,728;9,375;8,4057;8,39;8,808;9,2656;8,7729;8,69;9,605;7,02;10,2;3,18;0,002;0,0059
"60312";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=60312"" target=""_blank"">AFAP1</a>";"protein-coding";"actin filament associated protein 1";"Cluster_8";6,138;6,7133;5,3857;5,16;5,52;6,2767;5,9286;6;5,775;4,98;7,71;2,73;5,6e-05;0,00032
"64283";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=64283"" target=""_blank"">ARHGEF28</a>";"protein-coding";"Rho guanine nucleotide exchange factor (GEF) 28";"Cluster_8";4,556;4,285;4,1114;3,73;3,979;4,6044;4,8157;4,135;4,7325;3,46;6,83;3,37;0,0053;0,013
"65983";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=65983"" target=""_blank"">GRAMD3</a>";"protein-coding";"GRAM domain containing 3";"Cluster_8";5,058;4,9883;4,2986;3,515;3,71;4,1456;5,0357;4,445;5,0075;3,01;7,62;4,61;6e-04;0,0023
"79627";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=79627"" target=""_blank"">OGFRL1</a>";"protein-coding";"opioid growth factor receptor-like 1";"Cluster_8";6,674;6,435;6,0143;6,0267;6,106;6,5822;6,4371;5,88;7,055;5,63;9,04;3,41;0,0056;0,013
"84056";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84056"" target=""_blank"">KATNAL1</a>";"protein-coding";"katanin p60 subunit A-like 1";"Cluster_8";6,23;7,1767;5,4114;5,6567;6,342;6,0611;5,9871;5,715;6,4525;4,62;8,33;3,71;0,0049;0,012
"84617";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84617"" target=""_blank"">TUBB6</a>";"protein-coding";"tubulin, beta 6 class V";"Cluster_8";6,69;6,675;5,2643;5,3367;6,15;7,0511;6,8729;6,795;7,3113;4,12;9,5;5,38;0,0046;0,011
"84662";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84662"" target=""_blank"">GLIS2</a>";"protein-coding";"GLIS family zinc finger 2";"Cluster_8";7,208;7,6867;6,6743;6,55;6,503;7,2589;7,4057;6,92;7,8738;5,71;8,89;3,18;2,4e-06;2,5e-05
"84962";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84962"" target=""_blank"">AJUBA</a>";"protein-coding";"ajuba LIM protein";"Cluster_8";6,362;5,9767;5,5857;4,9017;5,039;6,4378;6,8171;6,135;6,6162;4,43;7,66;3,23;5,1e-09;1,9e-07
"85360";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=85360"" target=""_blank"">SYDE1</a>";"protein-coding";"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)";"Cluster_8";7,71;7,8083;6,5886;6,4817;7,519;7,2178;7,1714;7,145;7,4475;6,15;8,47;2,32;9,7e-09;3,2e-07
"90627";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=90627"" target=""_blank"">STARD13</a>";"protein-coding";"StAR-related lipid transfer (START) domain containing 13";"Cluster_8";5,098;4,96;4,2171;4,1867;4,534;4,5856;4,9529;4,555;4,97;3,55;5,75;2,2;0,0024;0,0067
"116496";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=116496"" target=""_blank"">FAM129A</a>";"protein-coding";"family with sequence similarity 129, member A";"Cluster_8";6,304;7,1583;4,7386;6,045;5,807;5,6211;6,04;5,645;7,1713;4,22;9,01;4,79;0,00084;0,0029
"221061";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=221061"" target=""_blank"">FAM171A1</a>";"protein-coding";"family with sequence similarity 171, member A1";"Cluster_8";5,678;6,0367;5,0586;4,6117;4,101;6,02;5,4514;5,395;6,4675;3,7;7,7;4;4,3e-07;7e-06
"221749";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=221749"" target=""_blank"">PXDC1</a>";"protein-coding";"PX domain containing 1";"Cluster_8";6,764;7,0633;5,6986;5,5283;6,79;6,1767;6,6986;6,18;6,6662;5,14;9,09;3,95;0,0031;0,0083
"284119";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=284119"" target=""_blank"">PTRF</a>";"protein-coding";"polymerase I and transcript release factor";"Cluster_8";6,78;7,125;5,6;5,555;5,969;6,7389;6,7257;6,47;7,2263;4,94;8,12;3,18;3,7e-05;0,00023
"387882";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=387882"" target=""_blank"">C12orf75</a>";"protein-coding";"chromosome 12 open reading frame 75";"Cluster_8";6,224;6,975;6,0729;5,015;5,208;5,3422;7,02;6,82;7,93;2,85;8,97;6,12;0,00017;0,00081
"100288911";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=100288911"" target=""_blank"">LOC100288911</a>";"ncRNA";"uncharacterized LOC100288911";"Cluster_8";5,29;5,5333;4,4486;4,4583;4,446;5,7344;5,7757;5,55;6,1;3,78;7,55;3,77;1e-07;2,2e-06
"134";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=134"" target=""_blank"">ADORA1</a>";"protein-coding";"adenosine A1 receptor";"Cluster_9";4,98;5,4183;4,8629;4,9017;4,958;5,0522;5,81;5,3;6,2713;4,61;7,92;3,31;6,5e-05;0,00037
"1429";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1429"" target=""_blank"">CRYZ</a>";"protein-coding";"crystallin, zeta (quinone reductase)";"Cluster_9";5,394;5,9033;6,1129;5,2767;4,943;5,7844;5,5943;5,885;7,0537;3,08;7,74;4,66;0,00021;0,00096
"2744";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2744"" target=""_blank"">GLS</a>";"protein-coding";"glutaminase";"Cluster_9";4,48;5,3933;4,0814;5,1033;5,302;4,6367;4,7271;5,53;6,795;3,37;7,69;4,32;3e-07;5,3e-06
"2888";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2888"" target=""_blank"">GRB14</a>";"protein-coding";"growth factor receptor-bound protein 14";"Cluster_9";3,42;3,2783;3,7071;3,3883;3,529;3,5689;4,0071;3,595;4,4337;3,06;5,93;2,87;0,00054;0,0021
"3200";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3200"" target=""_blank"">HOXA3</a>";"protein-coding";"homeobox A3";"Cluster_9";5,898;6,4917;6,3529;5,4683;6,155;6,4456;6,2757;6,195;7,635;5,34;8,26;2,92;1,4e-07;2,9e-06
"3694";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3694"" target=""_blank"">ITGB6</a>";"protein-coding";"integrin, beta 6";"Cluster_9";3,09;3,06;3,8414;3,07;3,096;3,37;3,7171;3,25;4,3537;2,8;5,8;3;0,0012;0,0039
"5783";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5783"" target=""_blank"">PTPN13</a>";"protein-coding";"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)";"Cluster_9";3,452;3,3233;3,2243;3,3833;3,498;3,4222;3,7171;3,305;4,4288;2,74;5,52;2,78;3,2e-05;2e-04
"5919";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5919"" target=""_blank"">RARRES2</a>";"protein-coding";"retinoic acid receptor responder (tazarotene induced) 2";"Cluster_9";7,246;7,12;7,3614;6,8867;6,943;7,0667;7,33;6,68;8,82;6,46;11,47;5,01;0,0038;0,0098
"6236";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6236"" target=""_blank"">RRAD</a>";"protein-coding";"Ras-related associated with diabetes";"Cluster_9";4,818;5,3117;4,7271;4,7417;4,709;5,2789;5,2043;4,87;7,2975;4,25;9,16;4,91;6,3e-06;5,4e-05
"6928";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6928"" target=""_blank"">HNF1B</a>";"protein-coding";"HNF1 homeobox B";"Cluster_9";5,716;5,595;5,9043;5,7183;5,654;5,8856;6,33;6,075;7,1738;5,34;8,01;2,67;4,1e-07;6,9e-06
"7364";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7364"" target=""_blank"">UGT2B7</a>";"protein-coding";"UDP glucuronosyltransferase 2 family, polypeptide B7";"Cluster_9";2,816;2,93;2,8657;2,85;3,691;2,86;3,6714;2,94;4,9462;2,54;6,49;3,95;2,2e-06;2,4e-05
"7849";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7849"" target=""_blank"">PAX8</a>";"protein-coding";"paired box 8";"Cluster_9";5,154;5,0883;5,1686;5,1017;5,103;5,0078;6,3043;5,205;6,5263;4,7;7,61;2,91;1,5e-09;7,1e-08
"8744";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8744"" target=""_blank"">TNFSF9</a>";"protein-coding";"tumor necrosis factor (ligand) superfamily, member 9";"Cluster_9";4,742;4,7133;5,1057;4,635;4,929;4,9922;5,7086;5,75;6,1987;3,66;7,37;3,71;0,0012;0,0039
"9076";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9076"" target=""_blank"">CLDN1</a>";"protein-coding";"claudin 1";"Cluster_9";3,778;2,92;3,1643;2,695;2,851;3,84;4,6443;3,005;5,03;2,39;7,36;4,97;8,8e-05;0,00047
"9508";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9508"" target=""_blank"">ADAMTS3</a>";"protein-coding";"ADAM metallopeptidase with thrombospondin type 1 motif, 3";"Cluster_9";2,842;2,9333;2,8814;3,4167;3,131;3,2833;3,1;3,26;4,5663;2,58;6,75;4,17;1,2e-05;9,1e-05
"9514";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9514"" target=""_blank"">GAL3ST1</a>";"protein-coding";"galactose-3-O-sulfotransferase 1";"Cluster_9";4,31;4,325;4,6657;4,3333;4,477;4,4778;4,4743;4,44;5,4425;3,97;6,42;2,45;9e-04;0,0031
"10158";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10158"" target=""_blank"">PDZK1IP1</a>";"protein-coding";"PDZK1 interacting protein 1";"Cluster_9";4,85;4,775;5,0043;4,5433;4,773;5,4133;5,5529;5,34;7,365;4,26;9,11;4,85;7,4e-07;1e-05
"11030";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11030"" target=""_blank"">RBPMS</a>";"protein-coding";"RNA binding protein with multiple splicing";"Cluster_9";4,84;4,8683;4,8957;4,3;4,518;4,9267;5,1629;4,94;5,765;3,51;6,97;3,46;0,0059;0,014
"26762";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=26762"" target=""_blank"">HAVCR1</a>";"protein-coding";"hepatitis A virus cellular receptor 1";"Cluster_9";3,186;2,755;2,7571;3,0517;3,118;3,5389;3,6614;3,035;6,4363;2,5;7,89;5,39;5,2e-09;1,9e-07
"51473";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51473"" target=""_blank"">DCDC2</a>";"protein-coding";"doublecortin domain containing 2";"Cluster_9";2,518;2,345;2,42;2,2917;2,492;2,5478;2,7543;2,225;3,3662;2,03;4,8;2,77;0,00039;0,0016
"64332";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=64332"" target=""_blank"">NFKBIZ</a>";"protein-coding";"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta";"Cluster_9";4,344;4,215;3,8429;3,51;5,27;4,3022;4,5471;4,33;6,0737;2,68;7,66;4,98;1,4e-05;1e-04
"80114";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=80114"" target=""_blank"">BICC1</a>";"protein-coding";"BicC family RNA binding protein 1";"Cluster_9";3,016;3,0417;2,7586;2,4867;2,685;3,0656;3,2771;3,08;3,8325;2,36;4,46;2,1;1,5e-06;1,8e-05
"80781";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=80781"" target=""_blank"">COL18A1</a>";"protein-coding";"collagen, type XVIII, alpha 1";"Cluster_9";5,796;5,9467;5,0586;4,89;4,829;5,6656;6,1829;5,825;6,8525;3,7;8,12;4,42;0,00019;9e-04
"81553";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=81553"" target=""_blank"">FAM49A</a>";"protein-coding";"family with sequence similarity 49, member A";"Cluster_9";2,456;2,515;2,3929;2,3967;2,462;2,4311;2,6457;2,33;3,8462;2,2;6,54;4,34;2,7e-06;2,8e-05
"91156";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=91156"" target=""_blank"">IGFN1</a>";"protein-coding";"immunoglobulin-like and fibronectin type III domain containing 1";"Cluster_9";6,014;5,61;5,49;5,4633;5,658;5,7411;5,7329;5,515;7,7637;5,26;8,95;3,69;2,2e-12;2,6e-10
"112817";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=112817"" target=""_blank"">HOGA1</a>";"protein-coding";"4-hydroxy-2-oxoglutarate aldolase 1";"Cluster_9";3,838;3,695;3,5986;3,58;3,794;3,6456;3,91;3,615;4,7925;3,3;6,56;3,26;1,2e-05;8,9e-05
"139170";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=139170"" target=""_blank"">DCAF12L1</a>";"protein-coding";"DDB1 and CUL4 associated factor 12-like 1";"Cluster_9";3,75;3,8467;3,8871;3,81;3,859;3,9733;4,5643;3,71;4,6762;3,38;6,27;2,89;0,00076;0,0027
"347902";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=347902"" target=""_blank"">AMIGO2</a>";"protein-coding";"adhesion molecule with Ig-like domain 2";"Cluster_9";3,09;4,3533;3,13;2,5017;2,548;3,8544;3,3929;2,855;5,0075;2,26;6,97;4,71;9,6e-07;1,2e-05
"100505650";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=100505650"" target=""_blank"">LOC100505650</a>";"ncRNA";"uncharacterized LOC100505650";"Cluster_9";4,714;4,71;4,6543;4,96;4,66;5,1289;6,9271;4,57;6,9562;4,34;9,41;5,07;1,7e-05;0,00012
"100506305";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=100506305"" target=""_blank"">LINC00958</a>";"ncRNA";"long intergenic non-protein coding RNA 958";"Cluster_9";3,234;2,8267;2,8771;3,455;2,887;2,8989;3,5643;2,855;4,5925;2,49;5,9;3,41;1,3e-05;9,7e-05
