"";"Symbol";"Type";"Title";"Cluster";"Breast_GSM133995";"Breast_GSM134000";"Breast_GSM134005";"Breast_GSM134010";"Breast_GSM134015";"CNS_GSM134020";"CNS_GSM134025";"CNS_GSM134030";"CNS_GSM134035";"CNS_GSM134040";"CNS_GSM134045";"Colon_GSM134050";"Colon_GSM134055";"Colon_GSM134060";"Colon_GSM134065";"Colon_GSM134070";"Colon_GSM134075";"Colon_GSM134080";"Blood_GSM134085";"Blood_GSM134090";"Blood_GSM134095";"Blood_GSM134100";"Blood_GSM134105";"Blood_GSM134110";"Skin_GSM134115";"Skin_GSM134120";"Skin_GSM134125";"Skin_GSM134130";"Skin_GSM134135";"Skin_GSM134140";"Skin_GSM134145";"Skin_GSM134150";"Skin_GSM134155";"Skin_GSM134160";"Lung_GSM134165";"Lung_GSM134170";"Lung_GSM134175";"Lung_GSM134180";"Lung_GSM134185";"Lung_GSM134190";"Lung_GSM134195";"Lung_GSM134200";"Lung_GSM134209";"Ovary_GSM134214";"Ovary_GSM134219";"Ovary_GSM134224";"Ovary_GSM134229";"Ovary_GSM134234";"Ovary_GSM134239";"Ovary_GSM134244";"Prostate_GSM134249";"Prostate_GSM134254";"Kidney_GSM134259";"Kidney_GSM134264";"Kidney_GSM134269";"Kidney_GSM134274";"Kidney_GSM134279";"Kidney_GSM134284";"Kidney_GSM134289";"Kidney_GSM134294"
"644844";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=644844"" target=""_blank"">PHGR1</a>";"protein-coding";"proline/histidine/glycine-rich 1";"Cluster_2";0,1721;-0,3077;-0,2278;-0,3557;-0,2917;-0,2677;-0,1078;-0,0359;-0,0039;-0,4117;-0,3557;6,1694;3,3706;-0,1798;-0,2438;0,8917;1,9473;0,6438;-0,1798;-0,2278;-0,4357;-0,4597;-0,4197;-0,2677;-0,4996;-0,4916;-0,0359;-0,1158;-0,0838;-0,2198;-0,1158;0,1321;-0,3637;-0,3237;-0,0758;-0,2038;-0,3877;-0,0598;-0,2438;-0,1478;-0,4597;-0,3637;0,0761;-0,4277;-0,0359;-0,0678;-0,1398;-0,2198;-0,3157;-0,3797;0,0441;-0,3157;-0,2518;-0,2118;-0,3237;-0,2278;-0,2198;-0,5076;-0,4517;-0,3797
"100";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=100"" target=""_blank"">ADA</a>";"protein-coding";"adenosine deaminase";"Cluster_3";-0,2735;-1,0663;-0,2417;-0,654;-0,6963;-0,4849;-0,4955;-0,506;-0,3792;-0,6858;-0,6012;1,6612;-0,7175;-0,0514;-0,2417;-0,876;-0,728;0,7097;3,7227;1,1537;-0,4532;4,9173;0,8049;-0,8866;0,7731;-0,6752;-0,3897;-0,3369;-0,4215;0,1071;0,16;0,5194;0,1706;-0,0303;0,4137;-0,4955;-0,5483;-0,5695;-0,4637;0,5934;-0,2735;-0,5483;-0,0514;0,2128;0,0331;1,5343;0,3503;-0,8549;-0,1995;-0,4109;-0,8338;-0,1783;-0,4426;-0,2312;0,4031;0,4983;-0,2735;0,012;-0,0197;-0,4637
"241";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=241"" target=""_blank"">ALOX5AP</a>";"protein-coding";"arachidonate 5-lipoxygenase-activating protein";"Cluster_3";-0,1172;-0,4932;-0,0232;-0,1172;-0,4368;-0,1172;-0,1548;-0,1548;-0,4556;-0,512;-0,0984;0,24;-0,1172;-0,042;-0,2112;0,0144;-0,5497;-0,042;3,568;5,4483;-0,0044;1,0297;0,3905;-0,0608;-0,8693;-0,2676;-0,9633;-0,2676;-0,2676;-0,7753;-0,2488;0,1084;-0,6061;-0,1924;-0,2676;-0,2112;0,3153;-0,4368;-0,2488;-0,2112;-0,5497;-0,9445;-0,2864;-0,042;-0,5497;-0,3428;-0,4744;-0,6061;-0,7001;-0,7001;-0,042;-0,7753;1,669;0,7289;0,0332;0,0896;1,3682;-0,6813;0,8981;0,3341
"393";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=393"" target=""_blank"">ARHGAP4</a>";"protein-coding";"Rho GTPase activating protein 4";"Cluster_3";0,5427;-0,9068;-0,6926;-0,9562;0,378;-0,775;-0,7091;-0,775;-0,3797;-0,495;-0,7256;1,1192;-0,742;0,7404;-0,6597;-0,5773;-0,6432;1,2345;2,6181;2,0746;0,938;2,717;1,9593;1,7287;-1,1538;1,7451;0,3615;-0,1326;-0,5444;-0,0338;-0,7091;-0,6432;0,7074;0,938;-0,4291;-0,5773;-1,0221;-0,6267;-0,742;0,8557;-1,4503;1,4816;0,938;0,0651;-0,5279;-0,1326;-0,6432;-0,0997;-0,742;0,5592;-0,5938;-0,6597;-0,9562;-0,6926;-1,0879;-0,5279;-0,6432;0,2298;0,971;-0,495
"397";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=397"" target=""_blank"">ARHGDIB</a>";"protein-coding";"Rho GDP dissociation inhibitor (GDI) beta";"Cluster_3";-0,2099;0,2155;-0,4469;-0,38;-0,1369;-0,1673;0,3553;-0,7994;-0,2038;-0,5684;-0,2524;-0,532;-0,6961;-0,7386;-0,453;0,2034;-0,7265;-0,3618;3,3454;2,9564;0,5255;3,2968;2,0874;-0,1369;0,9691;-0,7265;-0,2767;-0,1552;-0,7508;-0,3861;-0,5806;0,5741;-0,2828;-0,3679;-0,6535;-0,7082;1,3277;-0,1005;0,4222;-0,8358;1,9415;-0,8176;-0,4834;-0,5988;0,7807;0,4769;1,3824;-0,6596;-0,4712;-0,5137;-0,7386;-0,5745;-0,7143;-0,4955;-0,6657;-0,7872;-0,2342;-0,7325;-0,5381;0,799
"399";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=399"" target=""_blank"">RHOH</a>";"protein-coding";"ras homolog family member H";"Cluster_3";0,4731;-0,4633;-0,3697;-0,5882;0,421;-0,4321;-0,2449;-0,557;0,3274;-0,3177;-0,3593;0,7956;-0,4321;-0,3489;-0,2449;-0,3073;-0,1096;0,0361;5,0927;-0,224;1,5447;4,3852;1,1077;1,5968;-0,557;-0,4946;0,2858;-0,2969;-0,4009;-0,2032;-0,3489;-0,3801;-0,224;0,0257;-0,224;-0,224;-0,3281;-0,4633;-0,6194;-0,068;-0,2449;-0,0264;-0,0264;-0,2969;-0,2449;-0,3801;-0,2865;-0,5674;-0,4217;-0,4738;-0,2969;-0,2969;-0,12;-0,6298;-0,2344;-0,3489;-0,3073;-0,4529;-0,1304;-0,4738
"913";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=913"" target=""_blank"">CD1E</a>";"protein-coding";"CD1e molecule";"Cluster_3";-0,0337;-0,2055;-0,005;0,0523;-0,1625;-0,3774;-0,1625;-0,5778;0,1955;-0,2771;-0,2198;-0,1482;-0,3201;-0,4203;-0,0909;-0,3058;-0,0337;-0,2198;4,1194;0,1812;-0,1912;6,1386;0,038;-0,2914;-0,2485;-0,2055;0,0093;-0,0193;-0,1912;-0,2771;-0,2485;-0,3201;0,0236;0,3244;-0,0623;-0,6924;-0,3917;-0,2485;-0,4346;-0,3774;-0,3487;-0,2771;-0,1339;-0,363;0,3673;-0,1912;-0,048;-0,1912;0,0666;-0,1339;-0,3774;-0,5922;-0,1769;0,1955;-0,1912;-0,363;0,1096;-0,1625;-0,2198;-0,2914
"915";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=915"" target=""_blank"">CD3D</a>";"protein-coding";"CD3d molecule, delta (CD3-TCR complex)";"Cluster_3";0,0377;-0,288;-0,3578;-0,2414;-0,2569;-0,4741;-0,2725;-0,3578;0,0455;-0,4198;-0,2569;-0,1716;-0,2104;-0,2104;-0,0631;-0,2182;-0,1251;-0,3267;4,8457;-0,0165;1,4181;4,6751;-0,0321;2,7131;-0,2725;-0,3345;-0,0398;-0,4275;-0,381;-0,2725;-0,2104;-0,2569;-0,381;-0,1639;-0,0243;-0,1639;-0,288;-0,3888;-0,319;-0,2104;-0,3733;-0,2957;-0,1096;-0,3655;-0,1329;-0,288;-0,0708;-0,412;-0,319;-0,319;-0,4973;-0,381;-0,1639;-0,2725;-0,1406;-0,2182;-0,4353;-0,1871;-0,0553;-0,2647
"916";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=916"" target=""_blank"">CD3E</a>";"protein-coding";"CD3e molecule, epsilon (CD3-TCR complex)";"Cluster_3";0,5571;-0,4202;-0,3208;-0,1883;0,143;-0,1055;-0,2214;-0,0558;0,1761;-0,5692;-0,0558;-0,3208;-0,2048;-0,3042;-0,387;-0,3705;-0,2545;0,2424;4,6151;-0,0392;-0,4036;5,4433;0,5074;-0,1055;-0,5195;-0,3042;1,054;-0,1386;-0,4864;-0,3042;-0,503;0,0105;-0,2048;-0,0061;-0,2545;-0,387;-0,4698;-0,4698;-0,238;-0,4533;-0,3539;-0,5361;0,7393;-0,4864;0,2755;0,2424;-0,2545;-0,387;-0,768;-0,0226;-0,2877;-0,4864;0,0767;-0,238;-0,3705;-0,2214;-0,122;-0,3705;-0,1717;0,0602
"917";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=917"" target=""_blank"">CD3G</a>";"protein-coding";"CD3g molecule, gamma (CD3-TCR complex)";"Cluster_3";0,4467;-0,3014;-0,3196;-0,1007;0,0453;-0,3196;-0,3926;-0,4291;0,7752;-0,4291;-0,5386;-0,1919;-0,1736;-0,3744;-0,2831;-0,4656;-0,3926;0,0636;5,3368;0,2825;-0,2466;4,8441;0,2095;-0,1189;-0,2831;-0,3196;0,538;-0,1007;-0,3379;-0,3379;0,0453;-0,3014;-0,4473;-0,0277;-0,3196;-0,2284;-0,3379;-0,0824;-0,4108;-0,4291;0,0636;-0,6298;0,3737;-0,7028;0,173;-0,1007;0,1548;-0,3744;-0,4108;-0,5568;-0,4291;-0,1736;0,0818;-0,6116;-0,5386;0,173;0,0636;-0,0459;-0,0459;-0,0094
"919";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=919"" target=""_blank"">CD247</a>";"protein-coding";"CD247 molecule";"Cluster_3";0,3093;-0,198;-0,4122;-0,649;-0,0628;-0,4122;-0,2657;-0,4573;0,0838;-0,3333;-0,3108;-0,2093;-0,1078;-0,074;-0,4686;-0,2657;0,05;-0,4799;4,4126;-0,074;-0,2882;4,1195;0,4107;4,0519;-0,4573;-0,3897;0,3093;-0,2769;-0,2995;-0,2995;0,0049;0,0951;-0,2657;-0,1417;0,05;-0,1304;-0,5137;-0,4911;-0,4348;0,0162;-0,3784;-0,3108;-0,1191;0,1853;-0,3108;-0,4573;-0,1642;-0,4122;-0,2769;-0,4799;-0,0628;-0,1868;-0,1868;0,2078;-0,4235;0,0725;-0,7279;-0,3784;-0,2318;-0,5024
"963";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=963"" target=""_blank"">CD53</a>";"protein-coding";"CD53 molecule";"Cluster_3";-0,5394;-0,3201;-0,3432;-0,1354;-0,4124;-0,3778;-0,447;-0,2855;-0,5625;-0,4124;-0,3316;-0,3778;-0,297;-0,2624;-0,2855;-0,0315;-0,3432;-0,3316;2,9231;2,4153;2,8192;2,773;2,2883;4,1234;-0,297;-0,4124;-0,4932;-0,0662;-0,3201;-0,1354;-0,3778;-0,0893;-0,4355;-0,2162;-0,2393;-0,5278;-0,4355;-0,297;-0,4586;-0,2739;-0,5625;-0,4817;-0,3663;-0,4124;-0,4817;-0,3201;-0,4355;-0,3085;-0,17;-0,4701;-0,2508;0,1647;-0,3547;-0,3316;-0,3432;-0,0431;-0,2162;-0,4124;-0,0315;-0,3432
"1043";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1043"" target=""_blank"">CD52</a>";"protein-coding";"CD52 molecule";"Cluster_3";0,8457;-0,5033;-0,4514;-0,1228;-0,019;-0,9011;-0,5725;-0,3649;0,5171;-0,7627;-0,6243;-0,3303;-0,2612;0,2577;-0,4514;-0,1228;0,0502;-0,3822;5,671;1,4337;3,7167;0,3615;0,3096;-0,3649;-0,5898;-0,1228;1,5029;0,0502;-0,1055;-0,1401;-0,2784;-0,2439;-0,313;-0,2784;0,0156;-0,4514;-0,3476;0,0502;-0,6589;-0,3476;-0,2093;-0,1747;0,2577;-0,5379;-0,313;-0,4168;0,3615;-0,6243;-0,1574;-0,4687;-0,6935;-0,1228;-0,1401;-0,4514;-0,192;-0,3995;-0,0017;-0,019;-0,192;-0,1747
"1102";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1102"" target=""_blank"">RCBTB2</a>";"protein-coding";"regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2";"Cluster_3";-0,5826;-0,2846;0,1873;0,6841;-0,5951;0,088;0,2867;0,0383;-0,6199;-0,2722;0,1625;-0,1356;-0,5702;-0,3591;-0,297;-0,7813;-0,4709;-0,3964;3,6148;0,3363;-0,3839;5,8626;1,0939;0,3363;-0,4709;0,0631;-0,5578;0,2742;0,2867;-0,2598;0,7462;-0,4833;0,3984;0,1749;-0,3715;-0,446;-0,4336;-0,2473;-0,148;-0,1232;-0,5826;-0,4833;-0,6572;-0,3218;-0,682;0,3488;-0,1977;-0,3218;0,1128;-0,446;-0,2349;-0,533;-0,1604;-0,4088;-0,6944;0,1749;0,8455;-0,446;-0,3094;-0,3467
"1511";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1511"" target=""_blank"">CTSG</a>";"protein-coding";"cathepsin G";"Cluster_3";0,9441;-0,6929;-0,6929;-0,1801;0,3918;-0,6338;-0,476;-0,7324;0,3918;-0,2985;-0,614;-0,476;-0,3379;0,096;0,1552;-0,259;0,0763;-0,5746;1,9894;6,1706;-0,3971;2,0485;0,096;-0,3971;-0,8704;-0,2985;0,7468;0,0171;1,4766;0,0763;-0,2985;-0,1801;-0,1407;0,2143;0,1354;-0,1012;-0,7126;-0,3971;-0,614;-0,3971;-0,4957;-0,4365;-0,0026;-0,5351;-0,0026;-0,2787;-0,1604;-0,7126;-0,1012;-0,0815;0,4904;0,0565;-0,0026;-0,4168;-0,2393;-0,6535;-0,3576;-0,1999;0,3918;-0,5154
"1794";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1794"" target=""_blank"">DOCK2</a>";"protein-coding";"dedicator of cytokinesis 2";"Cluster_3";-0,1106;0,1768;-0,7839;-0,3816;-0,5294;0,3246;-0,5869;-0,3323;-0,0942;-0,3734;-0,3651;-0,6772;-0,5376;-0,5294;-0,5212;-0,5458;-0,4473;-0,3487;3,3712;3,1741;0,3821;3,133;1,154;2,4515;-0,6772;-0,7347;-0,3159;-0,2584;-0,5622;-0,4883;-0,2995;-0,2338;-0,5458;-0,3898;-0,4801;-0,6608;0,029;-0,6197;-0,7265;-0,3405;-0,513;-0,4144;-0,2912;-0,398;-0,4719;-0,7839;-0,3077;0,1604;-0,2995;-0,0367;-0,5047;-0,5951;-0,2091;0,9816;2,6896;0,571;0,9652;-0,4308;-0,3323;0,5217
"2533";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2533"" target=""_blank"">FYB</a>";"protein-coding";"FYN binding protein";"Cluster_3";-0,1304;-0,5014;-0,3381;-0,1749;-0,1304;0,1516;-0,5608;-0,6053;0,0032;-0,5014;-0,1749;-0,4866;-0,5459;-0,3085;-0,0265;-0,2046;-0,3233;-0,353;2,9418;2,4669;0,6711;5,4352;-0,16;-0,0265;-0,0562;0,9828;-0,2342;-0,3233;0,1368;2,1404;0,3743;0,1368;-0,071;-0,5014;0,0032;-0,6498;-0,4272;-0,071;0,0477;-0,2491;0,6711;-0,353;0,3446;-0,5608;-0,3827;-0,8724;-0,5014;-0,6647;-0,16;-0,635;-0,3233;-0,3827;-0,5608;-0,6201;-0,2788;-0,2342;-0,2788;-0,2788;-0,6943;-0,5904
"2769";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2769"" target=""_blank"">GNA15</a>";"protein-coding";"guanine nucleotide binding protein (G protein), alpha 15 (Gq class)";"Cluster_3";-0,0149;1,7786;-0,6664;-0,2518;-0,5733;-0,7087;-0,5225;-0,7002;-0,328;-0,6833;-0,6748;1,2287;-0,4379;-0,4972;-0,5141;1,2879;-0,311;-0,5141;3,4875;2,4046;-0,3364;3,2845;-0,4802;2,1001;-0,6156;-0,8525;-0,4379;-0,4802;-0,6664;-0,328;-0,6156;-0,5648;-0,6664;-0,3956;-0,5056;-0,4549;0,4165;1,4317;-0,5987;-0,4295;1,1187;-0,2772;-0,2687;-0,6325;-0,4295;-0,5225;0,7718;1,2371;-0,5818;1,0341;-0,4887;-0,1334;-0,4633;-0,5141;-0,6664;-0,5141;-0,5648;0,6872;-0,5648;0,1796
"3059";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3059"" target=""_blank"">HCLS1</a>";"protein-coding";"hematopoietic cell-specific Lyn substrate 1";"Cluster_3";-0,3057;-0,4724;-0,4724;-0,253;-0,2881;-0,3495;-0,5163;-0,4548;-0,411;-0,3057;-0,2969;-0,3671;-0,2969;-0,3759;-0,2793;-0,3671;-0,2355;-0,4548;2,8183;3,5466;1,7916;3,2132;2,8797;2,9236;-0,1653;-0,4022;-0,1916;-0,3144;-0,3583;-0,2355;-0,7005;-0,411;-0,2618;-0,2267;-0,3144;-0,5601;-0,4373;-0,2618;-0,3583;-0,3495;-0,4373;1,0633;-0,2969;-0,5075;-0,2267;-0,0863;-0,3232;-0,4285;-0,0249;-0,3846;-0,4197;-0,4812;-0,3232;-0,2793;-0,3759;-0,3144;-0,253;-0,4373;-0,2618;-0,3232
"3543";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3543"" target=""_blank"">IGLL1</a>";"protein-coding";"immunoglobulin lambda-like polypeptide 1";"Cluster_3";0,8383;-0,4801;-0,306;-0,1982;-0,165;-0,364;-0,4387;-0,3557;0,4901;-0,1816;-0,3806;-0,2148;-0,3392;-0,306;-0,4055;-0,2645;-0,0655;-0,2977;4,006;4,885;-0,2645;3,5831;-0,0406;-0,2645;-0,3309;-0,3889;0,6227;-0,2977;-0,2894;-0,563;-0,2728;-0,2148;-0,3309;8e-04;-0,1899;-0,2894;-0,1899;-0,4801;-0,4055;-0,2728;-0,1318;-0,2977;0,1252;-0,2562;-0,1401;-0,3557;-0,3474;-0,3806;-0,4967;-0,0987;-0,0406;-0,3723;-0,2811;-0,0158;-0,2479;-0,0323;-0,3889;-0,4138;-0,3226;-0,0821
"3561";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3561"" target=""_blank"">IL2RG</a>";"protein-coding";"interleukin 2 receptor, gamma";"Cluster_3";0,3831;-0,3567;-0,3308;-0,4087;-0,0582;-0,188;-0,3957;-0,4606;0,474;-0,6553;-0,4346;-0,3957;0,0976;-0,3178;-0,4736;-0,4865;-0,3827;-0,214;5,2767;1,4345;0,9153;4,3681;1,0322;0,4221;-0,6423;-0,1231;0,1495;-0,162;-0,2269;0,2274;-0,5125;-0,5774;-0,201;-0,201;-0,2399;-0,201;0,5;-0,2529;-0,5255;-0,2529;-0,201;-0,3957;0,3572;-0,4606;-0,0842;0,0716;-0,188;-0,863;-0,4606;-0,3697;-0,2269;-0,3957;-0,0971;-0,6553;-0,5385;-0,4865;0,1105;-0,0842;-0,0582;-0,5774
"3932";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3932"" target=""_blank"">LCK</a>";"protein-coding";"LCK proto-oncogene, Src family tyrosine kinase";"Cluster_3";0,1663;-0,3579;-0,4271;-0,2787;-0,1699;-0,3579;-0,4469;-0,4073;-0,071;-0,2886;-0,3579;4,3499;-0,2293;-0,3282;-0,2886;-0,348;1,5608;2,2433;3,5785;-0,2194;-0,3776;3,7466;0,0377;-0,071;-0,4172;-0,3875;0,1564;-0,3776;-0,437;-0,2787;-0,3282;-0,3084;-0,3084;-0,1304;-0,2491;-0,4073;-0,5458;-0,2886;-0,5557;-0,3579;-0,3776;-0,2886;0,0773;-0,3381;-0,0117;-0,1699;-0,1106;-0,615;-0,3776;-0,3282;-0,2985;-0,2787;-0,0513;-0,2688;-0,348;-0,3974;-0,3084;-0,3282;-0,3183;-0,2985
"3936";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3936"" target=""_blank"">LCP1</a>";"protein-coding";"lymphocyte cytosolic protein 1 (L-plastin)";"Cluster_3";0,3945;-0,4936;0,0379;-0,5609;-0,4062;-0,4936;-0,6349;-0,3456;-0,3456;-0,608;-0,7022;-0,8435;-0,6416;-0,5676;-0,608;-0,4869;-0,5071;1,5248;2,5811;2,7359;1,4374;2,5475;2,1303;1,8141;-0,6215;-0,5945;1;-0,0428;0,2667;-0,3725;-0,3523;-0,5744;1,7805;1,6661;-0,5609;-0,5945;-0,5878;-0,4869;-0,5744;-0,6551;-0,2649;1,4374;-0,386;-0,3456;-0,4802;1,3028;-0,5273;-0,8233;-0,5811;-0,6686;-0,5811;-0,6753;-0,4667;-0,608;-0,7358;-0,6955;1,1682;-0,5273;-0,5407;-0,6551
"3937";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3937"" target=""_blank"">LCP2</a>";"protein-coding";"lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)";"Cluster_3";0,9622;-0,7011;-0,3943;-0,4266;-0,2651;-0,3943;-0,2974;-0,5396;0,5585;-0,5881;-0,3297;-0,6042;-0,5881;-0,5235;-0,4266;-0,4266;-0,5719;-0,3136;3,4329;3,7559;1,9796;2,6094;1,1398;0,2032;-0,5073;0,8007;0,3162;0,9299;0,9137;-0,4589;-0,9756;-0,0875;2,1572;1,1398;-0,2651;-0,3297;-0,7657;-0,6527;-0,5558;-0,6365;-0,6688;-0,7173;-0,039;-0,3459;-0,2328;-0,5396;-0,4589;-0,3781;-0,2328;-0,2651;-0,5235;-0,3136;-0,3459;-0,1198;-0,7496;0,0256;-0,4912;-0,6688;-0,5073;-0,7011
"4033";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4033"" target=""_blank"">LRMP</a>";"protein-coding";"lymphoid-restricted membrane protein";"Cluster_3";0,7524;-0,6927;-0,5578;0,1551;0,0395;-0,2495;-0,5964;-0,5386;0,4249;-0,1725;-0,4422;-0,1917;-0,0376;-0,6927;-0,7312;0,0202;0,001;-0,3844;4,5676;3,4886;-0,2303;2,9876;2,371;0,001;-0,3073;-0,5386;0,579;-0,3651;-0,5578;-0,5;-0,5771;-0,4615;0,2515;-0,2688;-0,2881;-0,6156;0,8873;-0,5964;-0,6734;-0,2688;-0,6156;-0,1146;0,2322;-0,5;-0,1917;-0,4615;-0,7891;-0,5578;-0,211;-0,5771;0,3093;-0,5386;0,2515;0,3671;-0,4615;-0,0183;-0,1146;-0,5;-0,2495;-0,2495
"4046";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4046"" target=""_blank"">LSP1</a>";"protein-coding";"lymphocyte-specific protein 1";"Cluster_3";0,6567;-0,3705;-0,4375;-0,136;0,0426;-0,7389;-0,5379;0,5673;0,5562;2,5658;-0,3035;-0,5156;-0,471;-0,337;-0,3593;-0,3593;-0,337;-0,1807;2,6439;4,1846;-0,2588;2,5323;3,3808;-0,337;-0,5156;-0,4486;0,4892;0,0538;-0,4598;0,2771;-0,337;-0,2923;-0,27;-0,203;-0,1472;-0,3481;-0,7054;-0,4821;-0,5268;-0,3481;-0,7389;-0,6831;0,3217;-0,6496;-0,0914;-0,4821;-0,2812;-0,7054;-0,1807;-0,5938;-0,069;-0,3481;-0,1472;-0,4263;-0,2253;-0,3146;-0,6161;-0,4375;-0,1137;-0,404
"4068";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4068"" target=""_blank"">SH2D1A</a>";"protein-coding";"SH2 domain containing 1A";"Cluster_3";0,1773;-0,2494;-0,1611;-0,0581;-0,3083;-0,323;-0,2347;-0,3672;0,3245;-0,0434;-0,323;-0,2642;-0,2347;-0,1023;-0,2642;-0,1611;-0,4261;0,1038;6,3142;-0,1464;-0,1023;3,9154;0,1626;0,2215;-0,2789;-0,323;0,4275;-0,2053;-0,323;-0,3378;-0,1759;-0,2053;-0,1906;-0,2936;-0,0876;-0,2494;-0,2494;-0,3672;-0,4702;-0,1759;-0,2789;-0,0876;0,0449;7e-04;-0,117;-0,2642;-0,323;-0,3672;-0,2347;-0,1464;-0,0287;-0,2347;-0,2642;-0,014;-0,2642;0,0155;-0,4261;-0,3819;-0,1611;-0,4113
"4925";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4925"" target=""_blank"">NUCB2</a>";"protein-coding";"nucleobindin 2";"Cluster_3";-0,1946;1,5142;0,8497;1,0395;0,3592;0,2326;-0,3054;0,2642;-0,4003;0,1535;0,2642;0,7547;-0,6218;-0,0364;-0,2104;-0,9857;-0,1946;-0,1946;4,6946;2,4161;-0,4952;3,5079;-0,6218;-0,4003;-0,4952;-1,3338;-0,4636;-0,3054;-0,2263;-0,875;-1,2706;-0,5269;-0,2896;-0,5585;-0,2104;0,6123;-0,606;0,4858;0,8971;-0,2737;-0,432;-0,4161;0,2009;-0,5269;-0,8275;-0,5744;0,106;-0,0047;-0,2896;-0,5585;-0,8592;0,0269;-0,1313;0,3908;-0,3528;-0,2896;-0,4003;-0,0047;-0,606;-0,4003
"5778";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5778"" target=""_blank"">PTPN7</a>";"protein-coding";"protein tyrosine phosphatase, non-receptor type 7";"Cluster_3";0,3523;-0,5254;-0,4961;-0,3206;-0,1158;-0,5254;-0,4668;-0,7009;0,3523;-0,657;-0,6277;-0,6862;-0,2621;-0,2621;-0,54;-0,0427;-0,3206;-0,1597;3,6872;3,6726;2,4147;1,0836;2,1514;3,4386;-0,5985;-0,5546;0,2206;-0,2767;-0,4376;-0,3059;-0,423;-0,3645;-0,2913;-0,1012;-0,1889;-0,3791;-0,4668;-0,0865;-0,4522;-0,2182;-0,3791;-0,3645;-0,1158;-0,4083;-0,0865;-0,1304;-0,3937;-0,5692;-0,3059;0,5717;-0,2621;-0,3498;-0,2328;-0,3059;-0,4083;-0,3791;-0,423;-0,423;-0,1158;-0,4376
"5790";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5790"" target=""_blank"">PTPRCAP</a>";"protein-coding";"protein tyrosine phosphatase, receptor type, C-associated protein";"Cluster_3";0,3358;-0,4494;-0,1581;-0,5761;0,2978;-0,7534;-0,4241;-0,5001;0,1965;-0,3861;-0,2721;-0,4494;-0,1961;-0,1328;-0,0315;-0,2848;-0,0315;-0,1201;4,4394;2,6029;-0,3987;3,3755;-0,0948;3,7175;-0,6394;-0,3228;0,5132;-0,2088;-0,5001;-0,2214;-0,3101;-0,2341;0,0445;0,2219;-0,1074;-0,3101;-0,7787;-0,5127;-0,5761;-0,2594;-0,2214;-0,4114;-0,1581;-0,0315;-0,0694;-0,3101;-0,2848;-0,7027;-0,1328;-0,3861;-0,3354;-0,2088;-0,4494;-0,2848;-0,2848;-0,3354;-0,4241;-0,2594;0,0825;-0,2974
"7409";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7409"" target=""_blank"">VAV1</a>";"protein-coding";"vav 1 guanine nucleotide exchange factor";"Cluster_3";0,867;-0,8373;-0,7167;-0,8373;1,048;-0,8072;-0,7921;-0,777;-0,1435;-0,7619;-0,9278;-0,4452;-0,5357;0,7614;-0,6563;-0,7921;-0,415;-0,6413;2,5563;2,8127;0,2788;3,5216;1,1536;1,9077;-0,8373;-0,6865;0,0525;-0,5206;-0,777;-0,5659;-0,6262;-0,6262;-0,4904;-0,4904;0,143;0,1581;-0,9429;-0,5659;0,6709;-0,4754;1,2139;-0,5809;-0,1285;0,143;0,8972;1,5759;-0,6865;0,5352;0,4447;1,1837;-0,8072;1,0631;-0,4754;-0,1435;-0,7921;-0,3999;-0,7318;-0,5206;0,5352;-0,5659
