"","Collection","Gene_set","Size","NES_b_cell","PValue_b_cell","FDR_b_cell","SLE>Control","NES_t_cell","PValue_t_cell","FDR_t_cell","SLE>Control"
"4322","C2_Chemical_and_genetic_perturbations","C2_CGP_2592_LEE_DOUBLE_POLAR_THYMOCYTE",25,-1.545,0.02,0.048,"No",-1.0263,0.42,0.98,"No"
"4323","WikiPathways","198784_WP1544_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY",84,-1.5448,0.005,0.054,"No",-0.7679,0.93,1,"No"
"4324","C2_Chemical_and_genetic_perturbations","C2_CGP_1177_MORI_LARGE_PRE_BII_LYMPHOCYTE_DN",58,-1.5447,0.018,0.048,"No",-0.771,0.89,1,"No"
"4325","C6_Oncogenic_signatures","C6_ALL_121_RB_DN_V1_DN",114,-1.5447,0.0024,0.0085,"No",1.2243,0.095,0.38,"Yes"
"4326","GO_BP","1129358_GO_1903531_NEGATIVE_REGULATION_OF_SECRETION_BY_CELL",144,-1.5446,0.0036,0.087,"No",0.9298,0.63,1,"Yes"
"4327","C7_Immunologic_signatures","C7_ALL_1480_GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_DN",199,-1.5444,0.0023,0.0033,"No",-0.8297,0.88,1,"No"
"4328","GO_BP","511844_GO_0050907_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION",350,-1.5443,0,0.087,"No",2.2908,0,0.00013,"Yes"
"4329","C7_Immunologic_signatures","C7_ALL_805_GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_UP",183,-1.5443,0.0034,0.0033,"No",0.961,0.58,0.86,"Yes"
"4330","GO_BP","494834_GO_0010769_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",266,-1.5443,0,0.087,"No",-1.2424,0.059,0.91,"No"
"4331","GO_MF","495328_GO_0015035_PROTEIN_DISULFIDE_OXIDOREDUCTASE_ACTIVITY",24,-1.5442,0.033,0.12,"No",0.8301,0.72,1,"Yes"
"4332","C3_TF_targets","C3_TFT_557_RACCACAR_V_AML_Q6",258,-1.5442,0,0.016,"No",-0.8004,0.97,1,"No"
"4333","GO_BP","494172_GO_0010092_SPECIFICATION_OF_ORGAN_IDENTITY",14,-1.5441,0.04,0.087,"No",-1.0204,0.41,0.97,"No"
"4334","GO_BP","752373_GO_0086001_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",33,-1.544,0.013,0.087,"No",-1.0032,0.45,0.99,"No"
"4335","GO_BP","513873_GO_0060317_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",21,-1.5438,0.043,0.087,"No",0.7975,0.77,1,"Yes"
"4336","GO_BP","506508_GO_0043476_PIGMENT_ACCUMULATION",11,-1.5438,0.022,0.087,"No",-0.6473,0.91,1,"No"
"4337","C7_Immunologic_signatures","C7_ALL_1102_GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN",188,-1.5437,0.0023,0.0033,"No",0.7482,0.99,1,"Yes"
"4338","C7_Immunologic_signatures","C7_ALL_1453_GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP",196,-1.5436,0.0045,0.0033,"No",1.088,0.23,0.47,"Yes"
"4339","C2_Chemical_and_genetic_perturbations","C2_CGP_2688_VALK_AML_CLUSTER_12",29,-1.5436,0.016,0.048,"No",0.9073,0.61,0.91,"Yes"
"4340","C2_Chemical_and_genetic_perturbations","C2_CGP_1238_ONDER_CDH1_TARGETS_2_UP",252,-1.5435,0,0.048,"No",1.2974,0.021,0.39,"Yes"
"4341","C3_TF_targets","C3_TFT_257_V_CHX10_01",212,-1.5435,0,0.016,"No",-1.0824,0.25,0.59,"No"
"4342","C2_Chemical_and_genetic_perturbations","C2_CGP_1453_HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP",77,-1.5433,0.0078,0.048,"No",-0.885,0.71,1,"No"
"4343","GO_BP","499352_GO_0022617_EXTRACELLULAR_MATRIX_DISASSEMBLY",119,-1.5433,0.0025,0.087,"No",-0.8358,0.84,1,"No"
"4344","GO_BP","488893_GO_0003097_RENAL_WATER_TRANSPORT",6,-1.5432,0.042,0.087,"No",-0.7501,0.76,1,"No"
"4345","GO_CC","500380_GO_0031093_PLATELET_ALPHA_GRANULE_LUMEN",47,-1.543,0.02,0.12,"No",1.6345,0.0043,0.094,"Yes"
"4346","REACTOME","477128_REACT_111133_GROWTH_HORMONE_RECEPTOR_SIGNALING",23,-1.5426,0.025,0.1,"No",-0.679,0.92,1,"No"
"4347","REACTOME","730320_REACT_150154_INOSITOL_PHOSPHATE_METABOLISM",46,-1.5426,0.011,0.1,"No",-1.1574,0.19,0.85,"No"
"4348","C0_Hallmark","H_ALL_22_HALLMARK_HEDGEHOG_SIGNALING",33,-1.5426,0.013,0.0065,"No",-0.7743,0.83,1,"No"
"4349","GO_BP","511627_GO_0050655_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS",15,-1.5425,0.037,0.088,"No",-1.1765,0.26,0.9,"No"
"4350","GO_BP","754673_GO_1901722_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",11,-1.5423,0.033,0.088,"No",-0.8631,0.61,1,"No"
"4351","GO_BP","512013_GO_0051099_POSITIVE_REGULATION_OF_BINDING",99,-1.5422,0.0065,0.088,"No",-0.5994,1,1,"No"
"4352","GO_MF","498023_GO_0019158_MANNOKINASE_ACTIVITY",5,-1.542,0.019,0.12,"No",-1.216,0.26,0.82,"No"
"4353","GO_BP","516146_GO_0071220_CELLULAR_RESPONSE_TO_BACTERIAL_LIPOPROTEIN",5,-1.542,0.029,0.088,"No",0.8171,0.67,1,"Yes"
"4354","GO_BP","516929_GO_0072010_GLOMERULAR_EPITHELIUM_DEVELOPMENT",19,-1.5419,0.031,0.088,"No",-0.9626,0.5,1,"No"
"4355","C2_Chemical_and_genetic_perturbations","C2_CGP_3128_JOHNSTONE_PARVB_TARGETS_2_UP",135,-1.5419,0.0059,0.049,"No",1.1051,0.23,0.62,"Yes"
"4356","C2_Chemical_and_genetic_perturbations","C2_CGP_2466_BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_DN",32,-1.5418,0.029,0.049,"No",0.8288,0.72,0.98,"Yes"
"4357","GO_BP","948898_GO_1902743_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION",31,-1.5417,0.017,0.088,"No",0.839,0.74,1,"Yes"
"4358","GO_BP","494234_GO_0010155_REGULATION_OF_PROTON_TRANSPORT",14,-1.5416,0.028,0.088,"No",1.2386,0.2,0.75,"Yes"
"4359","KEGG_compound","C18040_5ALPHA_DIHYDRODEOXYCORTICOSTERONE_5ALPHA_PREGNAN_21_OL_3_20_DIONE_ALLOPREGNANE_21_OL_3_20_DIONE",7,-1.5416,0.026,0.14,"No",-0.6942,0.83,1,"No"
"4360","GO_BP","507936_GO_0045588_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION",5,-1.5416,0.039,0.088,"No",-0.7101,0.82,1,"No"
"4361","GO_BP","493578_GO_0009405_PATHOGENESIS",264,-1.5416,0,0.088,"No",0.8956,0.81,1,"Yes"
"4362","GO_BP","491735_GO_0006874_CELLULAR_CALCIUM_ION_HOMEOSTASIS",271,-1.5414,0,0.088,"No",1.2319,0.049,0.75,"Yes"
"4363","C2_Chemical_and_genetic_perturbations","C2_CGP_3158_CHENG_TAF7L_TARGETS",6,-1.5413,0.034,0.049,"No",-1.3309,0.15,0.69,"No"
"4364","GO_BP","509139_GO_0046942_CARBOXYLIC_ACID_TRANSPORT",231,-1.541,0,0.088,"No",-1.2278,0.06,0.88,"No"
"4365","GO_MF","489959_GO_0004629_PHOSPHOLIPASE_C_ACTIVITY",30,-1.541,0.019,0.12,"No",-1.0552,0.36,0.87,"No"
"4366","C2_Chemical_and_genetic_perturbations","C2_CGP_2480_GU_PDEF_TARGETS_UP",71,-1.5409,0.0065,0.049,"No",0.9831,0.49,0.81,"Yes"
"4367","GO_MF","496630_GO_0016709_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN",37,-1.5409,0.018,0.12,"No",-0.6738,0.94,1,"No"
"4368","GO_BP","502046_GO_0032823_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION",11,-1.5409,0.037,0.088,"No",-1.3023,0.15,0.89,"No"
"4369","GO_MF","490542_GO_0005351_SUGAR_PROTON_SYMPORTER_ACTIVITY",8,-1.5407,0.039,0.12,"No",-0.809,0.72,1,"No"
"4370","GO_CC","503973_GO_0034774_SECRETORY_GRANULE_LUMEN",58,-1.5407,0.008,0.12,"No",1.5201,0.016,0.18,"Yes"
"4371","GO_BP","514219_GO_0060664_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS",5,-1.5407,0.022,0.088,"No",-0.8125,0.7,1,"No"
"4372","GO_BP","501621_GO_0032386_REGULATION_OF_INTRACELLULAR_TRANSPORT",495,-1.5406,0,0.088,"No",0.9002,0.87,1,"Yes"
"4373","KEGG_pathway","HSA04390_HIPPO_SIGNALING_PATHWAY",150,-1.5405,0.0012,0.025,"No",-0.8962,0.74,0.97,"No"
"4374","GO_BP","494658_GO_0010594_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",99,-1.5403,0.0051,0.088,"No",-0.9607,0.56,1,"No"
"4375","C7_Immunologic_signatures","C7_ALL_691_GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDM_UP",195,-1.5402,0,0.0035,"No",-1.01,0.42,1,"No"
"4376","KEGG_reaction","R01600_ATP_BETA_D_GLUCOSE_6_PHOSPHOTRANSFERASE_ATP_BETA_D_GLUCOSE_ADP_BETA_D_GLUCOSE_6_PHOSPHATE",5,-1.54,0.029,0.13,"No",-1.1971,0.27,0.55,"No"
"4377","C4_Cancer_modules","C4_CM_425_MODULE_563",14,-1.5399,0.038,0.044,"No",1.0108,0.44,0.71,"Yes"
"4378","C2_Chemical_and_genetic_perturbations","C2_CGP_669_MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24",13,-1.5399,0.045,0.05,"No",-1.2731,0.17,0.71,"No"
"4379","C1_Positional","C1_ALL_179_CHR9Q13",17,-1.5395,0.037,0.26,"No",-0.886,0.63,1,"No"
"4380","GO_BP","503317_GO_0034111_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",84,-1.5395,0.012,0.089,"No",-0.8654,0.72,1,"No"
"4381","GO_BP","750893_GO_0035966_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",158,-1.5395,0.0012,0.089,"No",-0.8859,0.76,1,"No"
"4382","KEGG_compound","C00004_NADH_DPNH_REDUCED_NICOTINAMIDE_ADENINE_DINUCLEOTIDE",106,-1.5393,0.0086,0.14,"No",0.9941,0.46,1,"Yes"
"4383","GO_BP","518397_GO_0090257_REGULATION_OF_MUSCLE_SYSTEM_PROCESS",190,-1.5393,0.0012,0.089,"No",-1.046,0.34,0.97,"No"
"4384","C2_Chemical_and_genetic_perturbations","C2_CGP_1191_LEE_TARGETS_OF_PTCH1_AND_SUFU_UP",53,-1.5392,0.018,0.05,"No",1.0076,0.42,0.79,"Yes"
"4385","GO_BP","753096_GO_1900101_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",18,-1.5392,0.049,0.089,"No",-1.1717,0.26,0.91,"No"
"4386","C2_Chemical_and_genetic_perturbations","C2_CGP_236_RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP",77,-1.539,0.0038,0.05,"No",1.2261,0.11,0.46,"Yes"
"4387","C2_Chemical_and_genetic_perturbations","C2_CGP_2793_SCHOEN_NFKB_SIGNALING",34,-1.539,0.013,0.05,"No",-1.4284,0.04,0.55,"No"
"4388","C2_Chemical_and_genetic_perturbations","C2_CGP_1535_AFFAR_YY1_TARGETS_DN",230,-1.539,0.0011,0.05,"No",1.1495,0.15,0.56,"Yes"
"4389","GO_BP","511813_GO_0050871_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION",63,-1.5389,0.0082,0.089,"No",-0.9259,0.58,1,"No"
"4390","GO_BP","518826_GO_2000178_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION",20,-1.5388,0.028,0.089,"No",-1.4692,0.04,0.86,"No"
"4391","GO_BP","500915_GO_0031666_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",7,-1.5387,0.031,0.089,"No",-0.7354,0.79,1,"No"
"4392","KEGG_pathway","HSA04723_RETROGRADE_ENDOCANNABINOID_SIGNALING",100,-1.5386,0.0038,0.025,"No",-1.095,0.29,0.71,"No"
"4393","GO_BP","507248_GO_0044241_LIPID_DIGESTION",12,-1.5384,0.035,0.089,"No",-1.6976,0.0084,0.61,"No"
"4394","C3_MicroRNA_targets","C3_MIR_105_GAGCCTG_MIR_484",104,-1.5384,0.0063,0.27,"No",-1.2791,0.082,1,"No"
"4395","GO_BP","508834_GO_0046580_NEGATIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION",41,-1.5384,0.022,0.089,"No",-0.8878,0.64,1,"No"
"4396","C6_Oncogenic_signatures","C6_ALL_155_STK33_SKM_DN",265,-1.5382,0.0011,0.0092,"No",1.0371,0.34,0.72,"Yes"
"4397","REACTOME","187104_REACT_25162_INTERFERON_ALPHA_BETA_SIGNALING",64,-1.5381,0.016,0.1,"No",1.2298,0.12,0.42,"Yes"
"4398","C7_Immunologic_signatures","C7_ALL_679_GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDM_UP",200,-1.5381,0.0023,0.0037,"No",0.9062,0.73,1,"Yes"
"4399","C2_Chemical_and_genetic_perturbations","C2_CGP_1641_JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN",63,-1.538,0.019,0.05,"No",-0.945,0.54,1,"No"
"4400","C7_Immunologic_signatures","C7_ALL_15_GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_UP",200,-1.5378,0.0011,0.0037,"No",0.7333,0.99,1,"Yes"
"4401","C2_Chemical_and_genetic_perturbations","C2_CGP_2687_VALK_AML_CLUSTER_11",36,-1.5377,0.013,0.05,"No",0.7113,0.92,1,"Yes"
"4402","GO_BP","503344_GO_0034138_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY",82,-1.5376,0.0078,0.09,"No",-0.7534,0.94,1,"No"
"4403","C2_Chemical_and_genetic_perturbations","C2_CGP_1732_MURAKAMI_UV_RESPONSE_6HR_UP",36,-1.5376,0.025,0.05,"No",0.8113,0.79,0.98,"Yes"
"4404","C2_Chemical_and_genetic_perturbations","C2_CGP_3307_BRIDEAU_IMPRINTED_GENES",60,-1.5376,0.014,0.05,"No",-1.0387,0.39,0.97,"No"
"4405","C2_Chemical_and_genetic_perturbations","C2_CGP_1377_LE_EGR2_TARGETS_UP",108,-1.5375,0.0062,0.05,"No",1.1396,0.19,0.57,"Yes"
"4406","GO_MF","502767_GO_0033549_MAP_KINASE_PHOSPHATASE_ACTIVITY",13,-1.5374,0.033,0.12,"No",-0.7114,0.83,1,"No"
"4407","C3_TF_targets","C3_TFT_599_CCCNNGGGAR_V_OLF1_01",315,-1.5374,0,0.017,"No",-1.3729,0.0085,0.18,"No"
"4408","C7_Immunologic_signatures","C7_ALL_1482_GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_DN",197,-1.5373,0,0.0037,"No",0.931,0.68,0.95,"Yes"
"4409","GO_BP","488537_GO_0002664_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION",11,-1.5373,0.048,0.09,"No",0.7828,0.76,1,"Yes"
"4410","C7_Immunologic_signatures","C7_ALL_432_GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN",197,-1.5371,0.0023,0.0037,"No",0.8327,0.9,1,"Yes"
"4411","GO_BP","510940_GO_0048892_LATERAL_LINE_NERVE_DEVELOPMENT",10,-1.5371,0.031,0.09,"No",-1.3394,0.15,0.91,"No"
"4412","C7_Immunologic_signatures","C7_ALL_294_GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_DN",196,-1.5371,0.0011,0.0037,"No",1.093,0.22,0.46,"Yes"
"4413","GO_BP","488881_GO_0003085_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",15,-1.5371,0.034,0.09,"No",-1.2026,0.23,0.89,"No"
"4414","GO_BP","505541_GO_0042398_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS",50,-1.537,0.012,0.09,"No",-0.7572,0.87,1,"No"
"4415","GO_MF","505448_GO_0042301_PHOSPHATE_ION_BINDING",12,-1.5368,0.039,0.12,"No",0.6145,0.95,1,"Yes"
"4416","GO_MF","504441_GO_0035257_NUCLEAR_HORMONE_RECEPTOR_BINDING",127,-1.5368,0.0048,0.12,"No",0.7878,0.93,1,"Yes"
"4417","GO_BP","499438_GO_0023014_SIGNAL_TRANSDUCTION_BY_PHOSPHORYLATION",238,-1.5368,0.0011,0.09,"No",-0.7871,0.96,1,"No"
"4418","GO_BP","507076_GO_0044060_REGULATION_OF_ENDOCRINE_PROCESS",41,-1.5368,0.016,0.09,"No",1.0212,0.41,0.97,"Yes"
"4419","C2_Chemical_and_genetic_perturbations","C2_CGP_662_LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE",49,-1.5367,0.0096,0.051,"No",0.8502,0.74,0.97,"Yes"
"4420","WikiPathways","698753_WP2332_INTERLEUKIN_11_SIGNALING_PATHWAY",40,-1.5367,0.02,0.057,"No",0.7077,0.94,1,"Yes"
"4421","GO_BP","754840_GO_1901889_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY",13,-1.5366,0.034,0.09,"No",0.9432,0.52,1,"Yes"
"4422","REACTOME","105776_REACT_683_G1_S_SPECIFIC_TRANSCRIPTION",17,-1.5365,0.036,0.1,"No",-0.6317,0.92,1,"No"
"4423","C4_Cancer_modules","C4_CM_189_MODULE_202",28,-1.5365,0.028,0.045,"No",-1.0051,0.44,0.8,"No"
"4424","GO_BP","513516_GO_0055083_MONOVALENT_INORGANIC_ANION_HOMEOSTASIS",19,-1.5364,0.037,0.09,"No",-1.2917,0.15,0.88,"No"
"4425","GO_MF","496472_GO_0016505_PEPTIDASE_ACTIVATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",21,-1.5362,0.037,0.12,"No",1.1801,0.21,0.73,"Yes"
"4426","GO_BP","488707_GO_0002834_REGULATION_OF_RESPONSE_TO_TUMOR_CELL",11,-1.5361,0.042,0.09,"No",0.7957,0.71,1,"Yes"
"4427","KEGG_pathway","HSA04964_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",23,-1.536,0.022,0.026,"No",-1.2032,0.22,0.52,"No"
"4428","GO_BP","510928_GO_0048880_SENSORY_SYSTEM_DEVELOPMENT",13,-1.5359,0.04,0.09,"No",-1.1872,0.26,0.9,"No"
"4429","GO_BP","503327_GO_0034121_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",36,-1.5358,0.03,0.09,"No",-0.7624,0.85,1,"No"
"4430","C7_Immunologic_signatures","C7_ALL_300_GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_DN",190,-1.5358,0.0023,0.0038,"No",-1.2965,0.037,0.49,"No"
"4431","GO_BP","499046_GO_0021766_HIPPOCAMPUS_DEVELOPMENT",55,-1.5357,0.015,0.09,"No",-0.8076,0.84,1,"No"
"4432","GO_BP","507716_GO_0045359_POSITIVE_REGULATION_OF_INTERFERON_BETA_BIOSYNTHETIC_PROCESS",7,-1.5357,0.03,0.09,"No",-0.7148,0.83,1,"No"
"4433","C7_Immunologic_signatures","C7_ALL_1883_GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_UP",199,-1.5356,0,0.0038,"No",1.376,0.017,0.047,"Yes"
"4434","GO_BP","488516_GO_0002643_REGULATION_OF_TOLERANCE_INDUCTION",13,-1.5355,0.025,0.09,"No",-0.7739,0.75,1,"No"
"4435","GO_CC","490677_GO_0005605_BASAL_LAMINA",23,-1.5354,0.038,0.12,"No",-0.6747,0.92,1,"No"
"4436","C3_TF_targets","C3_TFT_577_AAAYWAACM_V_HFH4_01",248,-1.5354,0.0011,0.017,"No",-0.9121,0.72,0.95,"No"
"4437","GO_CC","490915_GO_0005916_FASCIA_ADHERENS",13,-1.5353,0.032,0.12,"No",-1.0501,0.37,0.83,"No"
"4438","GO_CC","752670_GO_0097169_AIM2_INFLAMMASOME_COMPLEX",6,-1.5351,0.036,0.12,"No",-0.9367,0.55,0.91,"No"
"4439","REACTOME","106508_REACT_12583_VEGF_BINDS_TO_VEGFR_LEADING_TO_RECEPTOR_DIMERIZATION",7,-1.5351,0.048,0.1,"No",0.5235,0.98,1,"Yes"
"4440","GO_BP","501765_GO_0032535_REGULATION_OF_CELLULAR_COMPONENT_SIZE",242,-1.535,0,0.091,"No",-0.9446,0.63,1,"No"
"4441","GO_BP","505406_GO_0042246_TISSUE_REGENERATION",37,-1.5349,0.027,0.091,"No",-1.1087,0.3,0.94,"No"
"4442","C2_Chemical_and_genetic_perturbations","C2_CGP_3031_LI_INDUCED_T_TO_NATURAL_KILLER_DN",110,-1.5348,0.0072,0.051,"No",-1.0363,0.39,0.98,"No"
"4443","C4_Cancer_modules","C4_CM_43_MODULE_47",219,-1.5348,0.0023,0.045,"No",1.2521,0.048,0.32,"Yes"
"4444","C2_Chemical_and_genetic_perturbations","C2_CGP_2836_LOPEZ_MESOTHELIOMA_SURVIVAL_DN",12,-1.5347,0.037,0.051,"No",-1.2581,0.18,0.74,"No"
"4445","GO_MF","490635_GO_0005539_GLYCOSAMINOGLYCAN_BINDING",181,-1.5345,0,0.12,"No",1.1198,0.17,0.77,"Yes"
"4446","C7_Immunologic_signatures","C7_ALL_540_GSE17721_LPS_VS_POLYIC_12H_BMDM_DN",197,-1.5344,0.0011,0.0039,"No",0.7875,0.98,1,"Yes"
"4447","WikiPathways","198793_WP550_BIOGENIC_AMINE_SYNTHESIS",14,-1.5344,0.039,0.057,"No",0.8073,0.74,1,"Yes"
"4448","C6_Oncogenic_signatures","C6_ALL_144_TGFB_UP_V1_UP",186,-1.5343,0,0.0095,"No",-1.3394,0.017,0.42,"No"
"4449","WikiPathways","198829_WP134_PENTOSE_PHOSPHATE_PATHWAY",8,-1.5343,0.027,0.057,"No",0.7361,0.8,1,"Yes"
"4450","C7_Immunologic_signatures","C7_ALL_1810_GSE7852_TREG_VS_TCONV_THYMUS_DN",198,-1.5343,0.0034,0.0039,"No",-0.8743,0.8,1,"No"
"4451","KEGG_compound","C00024_ACETYL_COA_ACETYL_COENZYME_A",35,-1.5342,0.022,0.14,"No",0.5165,1,1,"Yes"
"4452","GO_BP","492196_GO_0007435_SALIVARY_GLAND_MORPHOGENESIS",28,-1.534,0.025,0.091,"No",-1.1223,0.28,0.93,"No"
"4453","GO_BP","751253_GO_0036336_DENDRITIC_CELL_MIGRATION",19,-1.5339,0.032,0.091,"No",1.4714,0.049,0.46,"Yes"
"4454","KEGG_pathway","HSA00983_DRUG_METABOLISM",46,-1.5339,0.014,0.026,"No",1.1095,0.27,0.78,"Yes"
"4455","GO_CC","490799_GO_0005767_SECONDARY_LYSOSOME",7,-1.5339,0.03,0.12,"No",0.9645,0.49,0.82,"Yes"
"4456","GO_BP","506445_GO_0043407_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY",73,-1.5338,0.013,0.091,"No",-0.8558,0.75,1,"No"
"4457","GO_CC","507386_GO_0044437_VACUOLAR_PART",369,-1.5337,0.001,0.12,"No",0.8626,0.92,0.91,"Yes"
"4458","GO_BP","513523_GO_0055090_ACYLGLYCEROL_HOMEOSTASIS",29,-1.5336,0.025,0.092,"No",0.6451,0.96,1,"Yes"
"4459","GO_BP","491780_GO_0006929_SUBSTRATE_DEPENDENT_CELL_MIGRATION",26,-1.5335,0.022,0.092,"No",-0.6172,0.97,1,"No"
"4460","WikiPathways","920963_WP2328_ALLOGRAFT_REJECTION",36,-1.5334,0.026,0.056,"No",-0.7412,0.88,1,"No"
"4461","C3_MicroRNA_targets","C3_MIR_150_AACTGAC_MIR_223",96,-1.5334,0.0076,0.24,"No",-0.8896,0.68,1,"No"
"4462","C7_Immunologic_signatures","C7_ALL_500_GSE17721_CTRL_VS_CPG_2H_BMDM_DN",196,-1.5333,0,0.0039,"No",-0.8117,0.92,1,"No"
"4463","C7_Immunologic_signatures","C7_ALL_308_GSE1460_INTRATHYMIC_T_PROGENITOR_VS_THYMIC_STROMAL_CELL_DN",198,-1.5333,0.0011,0.0039,"No",0.9366,0.64,0.94,"Yes"
"4464","GO_BP","515271_GO_0070339_RESPONSE_TO_BACTERIAL_LIPOPEPTIDE",5,-1.5333,0.043,0.092,"No",0.8218,0.68,1,"Yes"
"4465","C3_TF_targets","C3_TFT_324_V_AFP1_Q6",258,-1.5333,0,0.017,"No",1.0055,0.44,1,"Yes"
"4466","C4_Cancer_gene_neighborhoods","C4_CGN_417_GNF2_TIMP2",39,-1.5332,0.02,0.043,"No",0.9868,0.46,0.61,"Yes"
"4467","GO_BP","498247_GO_0019405_ALDITOL_CATABOLIC_PROCESS",5,-1.5331,0.031,0.092,"No",0.8539,0.63,1,"Yes"
"4468","C6_Oncogenic_signatures","C6_ALL_27_AKT_UP_V1_DN",173,-1.5329,0.0023,0.0095,"No",-0.9582,0.57,0.79,"No"
"4469","GO_BP","502839_GO_0033623_REGULATION_OF_INTEGRIN_ACTIVATION",10,-1.5327,0.04,0.092,"No",-0.7682,0.77,1,"No"
"4470","GO_BP","514225_GO_0060670_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS",9,-1.5327,0.035,0.092,"No",-1.1097,0.34,0.94,"No"
"4471","GO_CC","499505_GO_0030057_DESMOSOME",23,-1.5327,0.035,0.12,"No",1.0279,0.42,0.74,"Yes"
"4472","C3_TF_targets","C3_TFT_90_V_FOXD3_01",189,-1.5325,0.0023,0.017,"No",-0.9714,0.53,0.82,"No"
"4473","C2_Chemical_and_genetic_perturbations","C2_CGP_2542_RAY_TARGETS_OF_P210_BCR_ABL_FUSION_UP",15,-1.5325,0.047,0.052,"No",-1.196,0.23,0.8,"No"
"4474","GO_BP","488593_GO_0002720_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",27,-1.5325,0.024,0.092,"No",-0.73,0.9,1,"No"
"4475","C2_Chemical_and_genetic_perturbations","C2_CGP_797_KANG_GIST_WITH_PDGFRA_DN",5,-1.5325,0.014,0.052,"No",0.5339,0.96,1,"Yes"
"4476","GO_BP","511976_GO_0051051_NEGATIVE_REGULATION_OF_TRANSPORT",397,-1.5325,0,0.092,"No",0.8873,0.87,1,"Yes"
"4477","GO_BP","754001_GO_1901031_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",24,-1.5325,0.03,0.092,"No",1.7299,0.0066,0.16,"Yes"
"4478","C2_Chemical_and_genetic_perturbations","C2_CGP_1399_IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP",24,-1.5324,0.019,0.052,"No",1.0683,0.38,0.68,"Yes"
