id	chromosome	start	end	transcript	gene
exon_362508	chr5	137071033	137071304	rna32725	18787
exon_362509	chr5	137069313	137069546	rna32725	18787
exon_362510	chr5	137067726	137067920	rna32725	18787
exon_362511	chr5	137066827	137067025	rna32725	18787
exon_362512	chr5	137064861	137064961	rna32725	18787
exon_362513	chr5	137064347	137064433	rna32725	18787
exon_362514	chr5	137063481	137063564	rna32725	18787
exon_362515	chr5	137061504	137063211	rna32725	18787
exon_364149	chr5	137641473	137641816	rna32848	751865
exon_364150	chr5	137641910	137642013	rna32848	751865
exon_364151	chr5	137642096	137642234	rna32848	751865
exon_364152	chr5	137642341	137642438	rna32848	751865
exon_364153	chr5	137642523	137642902	rna32848	751865
exon_364258	chr5	137745969	137746414	rna32864	78829
exon_364259	chr5	137746848	137747859	rna32864	78829
exon_364260	chr5	137751208	137751368	rna32864	78829
exon_364261	chr5	137758684	137758732	rna32864	78829
exon_364262	chr5	137762376	137762708	rna32864	78829
exon_364263	chr5	137767961	137768453	rna32864	78829
exon_364264	chr5	137745969	137746414	rna32865	78829
exon_364265	chr5	137746848	137747859	rna32865	78829
exon_364266	chr5	137751208	137751368	rna32865	78829
exon_364267	chr5	137758684	137758732	rna32865	78829
exon_364268	chr5	137759067	137759747	rna32865	78829
exon_364364	chr5	137871569	137871914	rna32879	545812
exon_364365	chr5	137870865	137871251	rna32879	545812
exon_364366	chr5	137868578	137868767	rna32879	545812
exon_364367	chr5	137866705	137866735	rna32879	545812
exon_364368	chr5	137865821	137866048	rna32879	545812
exon_364369	chr5	137871569	137871914	rna32880	545812
exon_364370	chr5	137870865	137871251	rna32880	545812
exon_364371	chr5	137868578	137868767	rna32880	545812
exon_364372	chr5	137866705	137866868	rna32880	545812
exon_364373	chr5	137865821	137866048	rna32880	545812
exon_364374	chr5	137871569	137871758	rna32881	545812
exon_364375	chr5	137870865	137871251	rna32881	545812
exon_364376	chr5	137868578	137868767	rna32881	545812
exon_364377	chr5	137865829	137866868	rna32881	545812
exon_364405	chr5	138021276	138021687	rna32886	545814
exon_364406	chr5	138032350	138034660	rna32886	545814
exon_364407	chr5	138021429	138021687	rna32887	545814
exon_364408	chr5	138032350	138033935	rna32887	545814
exon_364409	chr5	138034351	138034665	rna32887	545814
exon_364458	chr5	138155630	138155744	rna32899	56314
exon_364459	chr5	138152845	138152969	rna32899	56314
exon_364460	chr5	138151205	138151296	rna32899	56314
exon_364461	chr5	138150607	138150733	rna32899	56314
exon_364462	chr5	138139702	138145712	rna32899	56314
exon_364642	chr5	138187535	138187720	rna32921	66455
exon_364643	chr5	138190270	138190396	rna32921	66455
exon_364644	chr5	138190493	138190589	rna32921	66455
exon_364645	chr5	138191838	138191960	rna32921	66455
exon_364646	chr5	138192561	138192678	rna32921	66455
exon_364647	chr5	138192765	138193894	rna32921	66455
exon_365687	chr5	139377698	139378505	rna33031	80290
exon_365688	chr5	139392422	139396415	rna33031	80290
exon_365689	chr5	139380667	139380743	rna33032	80290
exon_365690	chr5	139392422	139396409	rna33032	80290
exon_365691	chr5	139389904	139390055	rna33033	80290
exon_365692	chr5	139392422	139396414	rna33033	80290
exon_365693	chr5	139403597	139405752	rna33034	319772
exon_365694	chr5	139406432	139406572	rna33034	319772
exon_365695	chr5	139414273	139415626	rna33034	319772
exon_365696	chr5	139403597	139405407	rna33035	319772
exon_365697	chr5	139406432	139406572	rna33035	319772
exon_365698	chr5	139414273	139415626	rna33035	319772
exon_365699	chr5	139406294	139406572	rna33036	319772
exon_365700	chr5	139410833	139412347	rna33036	319772
exon_365701	chr5	139414273	139415626	rna33036	319772
exon_365702	chr5	139406387	139406572	rna33037	319772
exon_365703	chr5	139414273	139416092	rna33037	319772
exon_365704	chr5	139406488	139406572	rna33038	319772
exon_365705	chr5	139412151	139412347	rna33038	319772
exon_365706	chr5	139414273	139415626	rna33038	319772
exon_365707	chr5	139422972	139423354	rna33039	76854
exon_365708	chr5	139425680	139427800	rna33039	76854
exon_365709	chr5	139423179	139423354	rna33040	76854
exon_365710	chr5	139423661	139423872	rna33040	76854
exon_365711	chr5	139425680	139427800	rna33040	76854
exon_366238	chr5	140517872	140518270	rna33092	105242546
exon_366239	chr5	140510195	140511719	rna33092	105242546
exon_366240	chr5	140507981	140508079	rna33092	105242546
exon_366241	chr5	140503087	140503423	rna33092	105242546
exon_366242	chr5	140510195	140512322	rna33093	105242546
exon_366243	chr5	140507981	140508079	rna33093	105242546
exon_366244	chr5	140503087	140503423	rna33093	105242546
exon_366731	chr5	140852510	140852971	rna33129	102632835
exon_366732	chr5	140853807	140853914	rna33129	102632835
exon_366733	chr5	140860895	140860930	rna33129	102632835
exon_366734	chr5	140852883	140852971	rna33130	102632835
exon_366735	chr5	140853807	140853914	rna33130	102632835
exon_366736	chr5	140869622	140869726	rna33130	102632835
exon_366737	chr5	140880019	140880285	rna33130	102632835
exon_366770	chr5	141064235	141064380	rna33134	105242548
exon_366771	chr5	141066464	141066624	rna33134	105242548
exon_366772	chr5	141067310	141067480	rna33134	105242548
exon_366773	chr5	141064982	141065081	rna33135	105242548
exon_366774	chr5	141066464	141066624	rna33135	105242548
exon_366775	chr5	141074426	141074685	rna33135	105242548
exon_366776	chr5	141064982	141065081	rna33136	105242548
exon_366777	chr5	141066464	141066624	rna33136	105242548
exon_366778	chr5	141067310	141067480	rna33136	105242548
exon_368258	chr5	144014699	144014853	rna33284	231874
exon_368259	chr5	144012994	144013091	rna33284	231874
exon_368260	chr5	144012803	144012896	rna33284	231874
exon_368261	chr5	144011452	144011529	rna33284	231874
exon_368262	chr5	144011031	144011078	rna33284	231874
exon_368263	chr5	144009203	144009286	rna33284	231874
exon_368264	chr5	144004043	144004218	rna33284	231874
exon_368265	chr5	144001377	144001458	rna33284	231874
exon_368266	chr5	143998544	143998605	rna33284	231874
exon_368267	chr5	143998163	143998274	rna33284	231874
exon_368268	chr5	143993226	143993259	rna33284	231874
exon_368269	chr5	143992509	143992626	rna33284	231874
exon_368270	chr5	143991472	143991630	rna33284	231874
exon_368271	chr5	143990638	143990765	rna33284	231874
exon_368272	chr5	143987909	143988249	rna33284	231874
exon_368433	chr5	144479678	144479799	rna33312	102636721
exon_368434	chr5	144479370	144479447	rna33312	102636721
exon_368435	chr5	144467439	144467602	rna33312	102636721
exon_368436	chr5	144466205	144466369	rna33312	102636721
exon_368437	chr5	144465914	144465998	rna33312	102636721
exon_368438	chr5	144479678	144479799	rna33313	102636721
exon_368439	chr5	144479370	144479447	rna33313	102636721
exon_368440	chr5	144476646	144476950	rna33313	102636721
exon_369924	chr5	145007949	145008057	rna33351	102636982
exon_369925	chr5	145008678	145008735	rna33351	102636982
exon_369926	chr5	145008972	145009054	rna33351	102636982
exon_369927	chr5	145020155	145020254	rna33351	102636982
exon_369928	chr5	145007949	145008057	rna33352	102636982
exon_369929	chr5	145008678	145008735	rna33352	102636982
exon_369930	chr5	145008972	145009054	rna33352	102636982
exon_369931	chr5	145009177	145009289	rna33352	102636982
exon_370398	chr5	146170562	146170763	rna33409	622306
exon_370399	chr5	146170200	146170402	rna33409	622306
exon_370400	chr5	146169614	146169661	rna33409	622306
exon_370401	chr5	146168776	146168969	rna33409	622306
exon_370402	chr5	146168028	146168512	rna33409	622306
exon_370403	chr5	146170562	146170763	rna33410	622306
exon_370404	chr5	146170200	146170402	rna33410	622306
exon_370405	chr5	146169614	146169661	rna33410	622306
exon_370406	chr5	146168776	146168969	rna33410	622306
exon_370407	chr5	146168029	146168524	rna33410	622306
exon_370582	chr5	146502343	146502559	rna33435	67410
exon_370583	chr5	146502743	146502945	rna33435	67410
exon_370584	chr5	146503485	146503532	rna33435	67410
exon_370585	chr5	146504177	146504370	rna33435	67410
exon_370586	chr5	146504634	146505102	rna33435	67410
exon_370587	chr5	146502399	146502559	rna33436	67410
exon_370588	chr5	146502743	146502945	rna33436	67410
exon_370589	chr5	146503485	146503532	rna33436	67410
exon_370590	chr5	146504177	146504370	rna33436	67410
exon_370591	chr5	146504622	146505183	rna33436	67410
exon_370592	chr5	146514067	146514282	rna33437	100041548
exon_370593	chr5	146514466	146514668	rna33437	100041548
exon_370594	chr5	146515207	146515254	rna33437	100041548
exon_370595	chr5	146515899	146516092	rna33437	100041548
exon_370596	chr5	146516342	146516894	rna33437	100041548
exon_370597	chr5	146514123	146514282	rna33438	100041548
exon_370598	chr5	146514466	146514668	rna33438	100041548
exon_370599	chr5	146515207	146515254	rna33438	100041548
exon_370600	chr5	146515899	146516092	rna33438	100041548
exon_370601	chr5	146516354	146516902	rna33438	100041548
exon_370632	chr5	146584745	146585239	rna33445	14738
exon_370633	chr5	146582150	146584123	rna33445	14738
exon_370634	chr5	146582150	146584404	rna33446	14738
exon_370635	chr5	146585887	146586487	rna33447	14738
exon_370636	chr5	146584745	146585545	rna33447	14738
exon_370637	chr5	146582354	146584123	rna33447	14738
exon_370638	chr5	146584745	146585014	rna33448	14738
exon_370639	chr5	146582394	146584125	rna33448	14738
exon_370640	chr5	146584735	146585014	rna33449	14738
exon_370641	chr5	146582394	146584125	rna33449	14738
exon_370642	chr5	146599975	146600133	rna33450	102637555
exon_370643	chr5	146587877	146588019	rna33450	102637555
exon_370644	chr5	146586616	146587042	rna33450	102637555
exon_370645	chr5	146599975	146600133	rna33451	102637555
exon_370646	chr5	146589383	146589735	rna33451	102637555
exon_370647	chr5	146587877	146588019	rna33451	102637555
exon_370648	chr5	146586616	146587042	rna33451	102637555
exon_370649	chr5	146599975	146600133	rna33452	102637555
exon_370650	chr5	146589339	146589735	rna33452	102637555
exon_370651	chr5	146587877	146588019	rna33452	102637555
exon_370652	chr5	146586616	146587042	rna33452	102637555
exon_370731	chr5	146948657	146948975	rna33471	66596
exon_370732	chr5	146950533	146950633	rna33471	66596
exon_370733	chr5	146951187	146951283	rna33471	66596
exon_370734	chr5	146951874	146951962	rna33471	66596
exon_370735	chr5	146952727	146952800	rna33471	66596
exon_370736	chr5	146953227	146953307	rna33471	66596
exon_370737	chr5	146953848	146954077	rna33471	66596
exon_370738	chr5	146955124	146955183	rna33471	66596
exon_370739	chr5	146955368	146955614	rna33471	66596
exon_371198	chr5	147860628	147860691	rna33519	66537
exon_371199	chr5	147862553	147862650	rna33519	66537
exon_371200	chr5	147868723	147868783	rna33519	66537
exon_371201	chr5	147869412	147869513	rna33519	66537
exon_371202	chr5	147872566	147872659	rna33519	66537
exon_371203	chr5	147875464	147875778	rna33519	66537
exon_371577	chr5	149090939	149091580	rna33582	105242578
exon_371578	chr5	149091667	149091737	rna33582	105242578
exon_371579	chr5	149096602	149096965	rna33582	105242578
exon_371580	chr5	149091022	149091580	rna33583	105242578
exon_371581	chr5	149091667	149091737	rna33583	105242578
exon_371582	chr5	149101537	149103184	rna33583	105242578
exon_371677	chr5	149265058	149265182	rna33604	11690
exon_371678	chr5	149272381	149272480	rna33604	11690
exon_371679	chr5	149279176	149279246	rna33604	11690
exon_371680	chr5	149285344	149285425	rna33604	11690
exon_371681	chr5	149287572	149288047	rna33604	11690
exon_372995	chr5	150671178	150671183	rna33694	105244808
exon_372996	chr5	150673741	150673968	rna33694	105244808
exon_372997	chr5	150674026	150674562	rna33694	105244808
exon_372998	chr5	150694430	150694503	rna33694	105244808
exon_372999	chr5	150694622	150694720	rna33694	105244808
exon_373000	chr5	150696918	150696930	rna33694	105244808
exon_373369	chr5	151651066	151651208	rna33725	69263
exon_373370	chr5	151649872	151650009	rna33725	69263
exon_373371	chr5	151648245	151648312	rna33725	69263
exon_373372	chr5	151647439	151647536	rna33725	69263
exon_373373	chr5	151645518	151645699	rna33725	69263
exon_373374	chr5	151644790	151644926	rna33725	69263
exon_373375	chr5	151644613	151644711	rna33725	69263
exon_373376	chr5	151643711	151643780	rna33725	69263
exon_373377	chr5	151642824	151643103	rna33725	69263
exon_373655	chr6	4422075	4425593	rna33792	102636825
exon_373656	chr6	4433630	4433756	rna33792	102636825
exon_373657	chr6	4433950	4434087	rna33792	102636825
exon_373658	chr6	4436141	4436291	rna33792	102636825
exon_373659	chr6	4440547	4440684	rna33792	102636825
exon_373660	chr6	4444837	4444985	rna33792	102636825
exon_373661	chr6	4445281	4446272	rna33792	102636825
exon_374244	chr6	5496033	5496278	rna33844	27273
exon_374245	chr6	5494890	5495031	rna33844	27273
exon_374246	chr6	5492706	5492777	rna33844	27273
exon_374247	chr6	5491830	5492014	rna33844	27273
exon_374248	chr6	5491591	5491677	rna33844	27273
exon_374249	chr6	5491070	5491147	rna33844	27273
exon_374250	chr6	5489135	5489211	rna33844	27273
exon_374251	chr6	5487379	5487477	rna33844	27273
exon_374252	chr6	5487064	5487174	rna33844	27273
exon_374253	chr6	5486678	5486791	rna33844	27273
exon_374254	chr6	5483351	5485592	rna33844	27273
exon_374687	chr6	7980785	7980920	rna33908	102639033
exon_374688	chr6	7985086	7985295	rna33908	102639033
exon_374689	chr6	8034715	8034829	rna33908	102639033
exon_374690	chr6	8035622	8036525	rna33908	102639033
exon_374691	chr6	7980786	7980920	rna33909	102639033
exon_374692	chr6	7985086	7985295	rna33909	102639033
exon_374693	chr6	7991417	7991505	rna33909	102639033
exon_374694	chr6	7998498	7998555	rna33909	102639033
exon_375404	chr6	13677680	13677966	rna33969	101148
exon_375405	chr6	13663202	13663343	rna33969	101148
exon_375406	chr6	13641687	13641857	rna33969	101148
exon_375407	chr6	13630590	13630704	rna33969	101148
exon_375408	chr6	13625675	13629100	rna33969	101148
exon_375409	chr6	13677435	13677646	rna33970	101148
exon_375410	chr6	13663202	13663343	rna33970	101148
exon_375411	chr6	13641687	13641857	rna33970	101148
exon_375412	chr6	13630590	13630704	rna33970	101148
exon_375413	chr6	13625675	13629100	rna33970	101148
exon_375534	chr6	15720584	15720963	rna33990	16543
exon_375535	chr6	15721187	15721364	rna33990	16543
exon_375536	chr6	15740988	15741110	rna33990	16543
exon_375537	chr6	15770214	15770492	rna33990	16543
exon_375538	chr6	15799618	15800938	rna33990	16543
exon_375539	chr6	15800972	15802168	rna33990	16543
exon_375540	chr6	15720661	15720963	rna33991	16543
exon_375541	chr6	15721187	15721364	rna33991	16543
exon_375542	chr6	15740988	15741110	rna33991	16543
exon_375543	chr6	15770214	15770492	rna33991	16543
exon_375544	chr6	15799618	15802169	rna33991	16543
exon_375642	chr6	17065149	17065313	rna34010	21753
exon_375643	chr6	17086137	17086222	rna34010	21753
exon_375644	chr6	17096128	17096380	rna34010	21753
exon_375645	chr6	17097261	17097590	rna34010	21753
exon_375646	chr6	17099704	17099919	rna34010	21753
exon_375647	chr6	17100282	17100440	rna34010	21753
exon_375648	chr6	17104593	17105825	rna34010	21753
exon_375668	chr6	17197751	17197790	rna34018	319682
exon_375669	chr6	17201733	17202135	rna34018	319682
exon_375670	chr6	17204572	17205695	rna34018	319682
exon_375671	chr6	17198107	17198188	rna34019	319682
exon_375672	chr6	17201733	17202135	rna34019	319682
exon_375673	chr6	17204572	17205695	rna34019	319682
exon_375674	chr6	17385466	17385728	rna34020	102631779
exon_375675	chr6	17214864	17215073	rna34020	102631779
exon_375676	chr6	17214051	17214291	rna34020	102631779
exon_375677	chr6	17212972	17213287	rna34020	102631779
exon_375678	chr6	17206828	17211556	rna34020	102631779
exon_375679	chr6	17281185	17281510	rna34021	12390
exon_375680	chr6	17281895	17282082	rna34021	12390
exon_375681	chr6	17286897	17289130	rna34021	12390
exon_375682	chr6	17281185	17281510	rna34022	12390
exon_375683	chr6	17281895	17282684	rna34022	12390
exon_376020	chr6	18032620	18032751	rna34052	22413
exon_376021	chr6	18027924	18028150	rna34052	22413
exon_376022	chr6	18023061	18023338	rna34052	22413
exon_376023	chr6	18008584	18008848	rna34052	22413
exon_376024	chr6	17985474	17990043	rna34052	22413
exon_376025	chr6	18030205	18030445	rna34053	22413
exon_376026	chr6	18027924	18028150	rna34053	22413
exon_376027	chr6	18023061	18023338	rna34053	22413
exon_376028	chr6	18008584	18008848	rna34053	22413
exon_376029	chr6	17988940	17990043	rna34053	22413
exon_376378	chr6	20970252	20970378	rna34078	105242604
exon_376379	chr6	20960496	20960707	rna34078	105242604
exon_376380	chr6	20960028	20960218	rna34078	105242604
exon_376381	chr6	20950147	20950371	rna34078	105242604
exon_376382	chr6	20970252	20970378	rna34079	105242604
exon_376383	chr6	20960496	20960707	rna34079	105242604
exon_376384	chr6	20960028	20960218	rna34079	105242604
exon_376385	chr6	20958649	20958832	rna34079	105242604
exon_376386	chr6	21216109	21217413	rna34080	16508
exon_376387	chr6	21714135	21714297	rna34080	16508
exon_376388	chr6	21722386	21722481	rna34080	16508
exon_376389	chr6	21723187	21723279	rna34080	16508
