"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T","ND410-M","ND422-M","ND430-M","SLE1077-M","SLE1169-M","SLE985-M"
"2633",141,213,93,23,17,26,57,78,72,58,36,97,303,527,646,263,158,406
"2634",1696,1621,464,278,145,187,740,692,387,426,459,522,4665,3855,1817,1231,1750,2193
"2635",155,103,66,35,31,25,75,39,15,35,81,48,126,225,229,40,71,54
"2636",1,1,0,0,0,0,1,1,0,0,0,0,2,1,5,0,0,1
"2639",26,22,30,8,25,28,37,29,14,10,35,10,14,24,20,3,2,7
"2642",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2643",2123,2412,788,418,432,315,852,869,616,292,370,288,3885,4501,1677,466,1337,771
"2644",0,5,11,2,0,0,0,1,2,7,8,3,2,7,4,6,3,7
"2645",0,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0
"2646",0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
"2647",14,24,17,7,0,9,3,3,1,5,4,10,16,31,26,18,14,52
"2648",68,37,69,30,51,54,66,57,67,22,55,33,43,42,62,20,12,36
"2649",17,24,10,20,15,6,0,2,0,11,1,6,55,40,72,65,20,11
"2650",88,66,53,68,80,38,19,14,2,23,28,25,60,21,111,33,173,74
"2651",57,33,71,36,72,25,14,19,3,10,13,17,50,55,207,19,49,22
"2652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2653",1,0,2,0,1,2,0,2,0,0,1,1,2,0,0,0,0,1
"2657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2660",0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1
"2661",2,7,8,4,1,2,2,9,13,6,3,3,5,6,5,2,2,4
"2662",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"2664",309,249,273,245,208,162,234,193,89,135,196,132,387,427,386,219,342,326
"2665",1481,1473,1383,678,693,625,364,322,512,449,798,468,1917,2140,1895,894,1151,1242
"2668",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2669",151,344,74,78,78,46,70,81,16,108,87,55,623,632,154,777,282,329
"2670",0,0,0,0,0,0,3,2,0,1,0,0,4,5,2,0,0,1
"2671",14,5,4,9,17,15,3,0,0,0,7,2,5,4,4,2,1,4
"2672",8,29,29,11,4,8,62,35,33,100,37,75,11,3,27,12,0,2
"2673",323,380,344,251,305,155,495,328,238,210,618,195,412,180,261,196,183,128
"2674",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2675",3,2,3,0,0,0,3,1,0,0,0,1,3,4,0,0,2,1
"2676",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2677",467,497,469,173,294,196,459,425,450,139,353,147,447,644,806,286,436,231
"2678",7,13,7,10,2,3,2,4,4,5,8,5,39,48,40,15,19,29
"2679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2681",20,11,2,3,6,3,3,0,1,6,1,9,39,37,47,23,19,36
"2683",5050,4842,3627,2919,2782,2828,1322,1181,1157,1478,2358,1162,6282,7293,4419,3814,4354,3443
"2686",21,11,15,3,12,5,30,24,32,13,22,4,10,12,6,5,2,4
"2687",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"2688",1,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0,2,0
"2689",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2690",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1
"2691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2692",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2693",0,0,0,0,0,0,1,1,4,0,0,0,0,3,6,0,0,0
"2694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2696",0,1,3,0,0,0,3,1,8,2,2,2,0,1,7,3,1,3
"2697",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"2700",11,5,2,4,16,1,1,2,2,3,2,2,2,13,50,12,31,18
"2701",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
"2702",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"2703",0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2705",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"2706",633,289,51,26,19,0,7,95,51,32,2,9,431,1875,497,302,662,295
"2707",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2709",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2710",902,647,218,168,140,69,82,201,141,255,119,128,1402,1613,1179,794,2135,966
"2712",0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
"2713",28,12,34,36,47,39,22,18,45,31,14,17,28,9,35,24,38,60
"2717",925,760,683,143,124,127,225,314,377,45,41,39,463,1438,1350,176,160,135
"2719",0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0
"2720",155,168,69,62,99,55,52,48,31,58,71,63,383,380,501,105,208,331
"2729",66,158,67,44,59,50,94,67,49,47,49,70,144,176,147,86,103,83
"2730",60,54,43,19,40,12,54,30,5,10,34,17,129,60,132,26,89,32
"2731",3,4,9,5,6,2,3,9,0,1,6,2,1,0,1,1,1,5
"2733",44,52,52,61,106,49,43,36,9,47,144,43,67,67,102,64,101,92
"2734",770,739,900,301,559,342,755,637,522,216,751,317,737,843,1327,208,495,391
"2735",12,3,6,9,8,3,16,12,20,7,9,4,2,0,2,1,1,0
"2736",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2737",6,8,3,0,0,0,4,0,6,1,1,5,4,1,1,6,4,6
"2738",5,0,2,1,1,1,1,1,0,2,3,3,2,1,1,1,1,1
"2739",95,85,97,77,92,101,35,15,22,61,86,70,93,93,98,24,44,59
"2740",0,0,0,0,2,0,1,2,2,1,3,0,0,0,0,0,0,0
"2741",0,0,0,1,1,0,5,2,0,0,1,0,1,0,0,0,0,0
"2742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2743",0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2744",1278,931,765,346,521,270,1688,1171,627,349,551,312,1146,809,795,224,385,254
"2745",301,329,219,56,38,45,202,120,200,106,123,141,411,869,1123,121,247,244
"2746",689,728,553,333,372,327,326,270,291,279,572,356,1488,1137,1325,588,836,867
"2747",0,0,0,2,1,0,2,1,0,0,1,0,0,6,4,0,1,0
"2749",18,17,23,7,33,16,36,27,15,11,42,15,51,20,45,19,74,23
"2752",1192,2553,3068,1089,237,451,286,423,557,1284,371,789,3585,4671,5259,4602,4088,4188
"2760",496,411,274,131,117,97,60,96,139,75,20,49,925,1120,1256,554,545,634
"2762",20,23,15,6,8,8,31,21,16,11,7,6,20,24,24,11,6,15
"2764",114,81,102,149,165,105,114,45,49,125,123,106,275,137,116,265,408,300
"2765",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2766",10,15,30,24,10,14,5,11,0,17,3,19,10,12,64,7,3,14
"2767",20,13,11,18,10,9,8,13,1,5,10,6,12,13,21,2,3,4
"2768",466,280,533,744,995,737,82,76,108,125,79,104,867,520,554,473,688,596
"2769",116,263,82,46,29,40,46,45,41,67,21,54,680,335,395,258,396,456
"2770",2,14,32,4,3,1,6,7,1,1,1,2,10,8,18,5,4,5
"2771",872,1081,1123,259,204,198,249,286,326,239,320,372,1745,2208,2067,949,852,1323
"2773",1201,1357,1278,712,712,620,469,412,403,632,886,586,1857,2012,1644,1157,1736,1444
"2774",69,68,93,70,79,53,69,78,110,51,71,55,54,77,106,51,17,30
"2775",5,2,8,0,3,1,12,12,54,5,24,14,4,2,3,1,0,1
"2776",413,950,1129,77,52,45,303,226,223,225,311,219,1060,916,1383,308,480,480
"2778",5139,4465,5463,4952,5468,4679,3806,2758,1741,2979,4875,3378,5333,5737,5852,3363,2712,3889
"2779",1,6,0,1,1,0,2,4,14,0,1,0,3,0,19,2,0,0
"2780",5,6,4,2,2,1,6,1,6,1,1,0,6,3,12,8,7,8
"2781",16,8,4,24,31,22,4,3,2,45,0,18,30,10,6,0,1,6
"2782",1189,1144,1154,754,857,670,521,357,306,415,652,431,1653,1711,1579,739,1095,1094
"2783",81,60,20,30,34,18,15,16,28,17,23,10,98,138,105,55,87,89
"2784",0,0,2,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0
"2785",4,2,2,2,2,5,2,3,0,1,3,0,0,1,1,0,0,0
"2786",3,2,0,28,44,56,2,6,10,6,7,12,1,1,0,4,1,3
"2787",166,206,112,68,45,35,30,30,37,44,45,49,406,515,316,238,316,351
"2788",280,89,381,142,257,231,4,13,46,6,17,7,14,32,25,18,22,8
"2790",4,4,7,1,2,1,1,5,2,0,3,1,14,10,15,8,8,10
"2791",3,0,0,2,11,7,1,1,0,10,0,11,4,0,2,2,0,2
"2793",9,25,39,3,4,0,0,2,9,4,3,7,18,15,13,9,3,7
"2794",449,325,527,274,310,292,890,714,621,168,392,155,209,210,587,195,146,173
"2796",14,25,26,6,10,2,18,25,39,5,10,7,22,20,19,7,29,14
"2797",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2798",1,4,2,5,21,3,5,5,2,3,10,3,0,0,2,3,1,1
"2799",1239,1293,677,198,137,123,203,357,323,245,144,195,3053,3217,3105,1176,1530,1681
"2800",127,106,185,77,124,67,138,111,87,83,126,86,91,100,212,59,89,92
"2801",96,84,141,63,49,50,52,56,42,37,48,38,91,92,133,73,59,60
"2802",357,301,327,199,368,230,272,274,175,100,271,119,250,231,367,91,155,140
"2803",1314,1129,1159,1044,1488,976,2060,1034,810,1212,2015,890,1291,810,1293,777,1075,801
"2804",2280,1727,1629,1622,1857,1674,3813,2072,1278,1455,2653,1242,1834,1066,2062,979,1440,1065
"2805",292,70,97,61,127,63,83,73,40,25,60,24,25,22,34,8,29,7
"2806",51,46,74,61,91,48,30,13,18,36,139,49,39,61,87,26,20,31
"2810",1,0,0,1,0,2,3,1,1,2,0,3,1,0,0,0,0,2
"2811",13,8,12,18,42,18,13,9,4,42,8,43,50,16,26,9,11,8
"2812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2814",3,2,2,2,3,0,5,2,12,3,4,2,5,2,2,5,0,0
"2815",1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1
"2817",0,0,1,3,1,2,2,1,1,0,2,2,1,0,1,3,0,0
"2819",2,1,0,0,2,1,0,2,0,0,2,0,0,1,2,0,1,0
"2820",178,166,97,105,168,122,52,47,37,75,104,59,279,212,393,107,243,122
"2821",226,297,437,91,92,54,106,89,140,72,147,69,337,492,316,175,173,146
"2822",13,6,8,5,23,3,14,13,3,3,33,8,0,1,3,0,2,1
"2823",30,5,5,5,13,1,0,1,3,0,0,0,0,1,1,0,0,0
"2824",113,38,95,24,103,25,271,164,70,27,85,18,14,9,28,15,13,5
"2825",1,1,1,3,1,0,2,3,0,3,0,1,0,0,2,0,0,1
"2826",0,0,4,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
"2827",13,14,18,21,4,9,5,11,11,7,2,4,8,11,20,15,3,14
"2828",0,1,4,0,0,2,1,4,1,0,0,1,0,10,1,2,0,0
"2829",1,2,9,1,0,0,0,0,0,0,0,0,4,8,5,0,1,0
"2831",0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,2
"2832",0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0
"2833",28,47,60,43,89,32,76,35,6,71,89,84,28,19,21,31,16,8
"2835",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"2837",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2838",4,2,5,0,5,3,74,22,4,10,32,13,10,1,0,2,0,0
"2840",0,0,1,1,0,0,0,0,0,0,0,1,2,0,2,1,1,1
"2841",522,162,564,282,289,364,174,120,119,213,441,218,81,73,118,75,61,112
"2842",6,3,0,0,0,1,8,7,6,3,11,6,1,0,1,1,0,0
"2843",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2844",73,24,38,27,86,32,142,65,11,48,48,24,49,10,52,47,42,34
"2845",11,4,18,8,22,6,50,22,14,26,20,14,4,2,14,5,9,5
"2846",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2847",0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1
"2848",0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"2849",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"2850",0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,1,0,1
"2852",14,9,23,9,17,10,1,3,2,3,2,4,2,12,10,3,4,10
"2853",1,2,0,0,0,1,3,0,0,0,0,0,0,4,1,0,2,0
"2854",0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
"2856",3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"2857",8,14,28,0,3,2,15,12,30,3,4,1,8,6,6,9,8,8
"2859",16,22,27,10,12,2,13,9,2,8,4,5,69,52,22,19,59,21
"2861",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2862",0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"2863",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2864",1,0,6,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1
"2865",2,5,9,2,0,1,0,0,7,1,0,0,5,8,23,5,1,4
"2868",0,2,0,1,0,1,2,0,1,2,0,0,0,0,1,0,1,3
"2869",91,44,102,140,282,205,28,24,33,35,132,55,42,32,59,12,29,12
"2870",113,94,162,44,52,31,56,59,79,39,69,50,107,131,177,78,77,91
"2872",1710,754,1431,1985,1992,2586,424,384,771,265,395,241,365,458,380,278,172,213
"2873",59,70,50,17,35,38,28,27,24,33,54,39,71,146,109,33,30,72
"2874",147,129,117,146,134,118,127,95,112,93,112,68,171,217,184,113,107,102
"2875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2876",291,342,369,102,92,42,68,65,198,137,25,86,1362,1221,916,889,1091,984
"2877",1,0,2,5,10,3,8,2,15,5,15,5,2,0,2,2,3,4
"2878",50,63,23,13,22,2,14,16,17,9,5,9,76,124,49,77,181,47
"2879",180,108,92,70,77,94,32,34,10,52,87,28,138,225,126,91,97,121
"2880",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2882",35,13,24,57,81,65,17,10,16,19,71,30,14,4,5,26,34,37
"2885",1188,1022,754,748,791,569,234,234,211,316,417,298,2049,2028,1655,927,1904,1031
"2886",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2887",26,71,117,9,2,7,49,34,3,10,18,6,31,45,58,11,45,36
"2888",3,0,0,5,1,1,1,0,0,3,0,2,1,0,0,0,0,1
"2889",1027,835,783,608,1066,601,280,287,249,292,235,252,1216,815,739,879,1535,1132
"2890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2891",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2892",1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0
"2893",0,0,1,0,3,1,1,4,0,1,5,1,0,0,0,1,0,0
"2894",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2895",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2896",661,566,310,170,144,109,54,109,158,136,17,139,1575,2052,2985,1287,1417,1918
"2897",2,0,1,1,0,1,5,5,9,0,1,0,1,1,4,1,2,3
"2898",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2899",18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2900",0,13,4,1,1,0,1,2,1,0,0,0,0,0,0,1,0,0
"2901",1,7,23,1,0,2,2,4,0,0,2,3,4,2,3,0,2,3
"2902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2903",1,0,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0
"2904",1,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"2905",1,1,5,2,4,1,6,1,1,2,4,0,1,2,13,1,1,3
"2906",2,2,3,2,1,1,0,0,0,1,0,0,3,3,1,2,1,1
"2907",242,203,151,89,49,62,20,38,89,70,23,52,505,622,461,352,373,521
"2908",1783,1669,1481,1916,2196,1868,1423,759,450,1337,2281,1160,2168,1425,1547,1343,1486,1695
"2909",492,432,496,204,247,196,531,408,193,173,239,257,465,367,717,144,126,223
"2911",0,1,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0
"2912",1,0,5,6,5,5,1,2,9,12,10,4,2,1,2,0,0,2
"2913",2,1,1,1,1,0,0,4,1,1,0,2,0,0,1,1,0,1
"2914",0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2915",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2916",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2917",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2918",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2919",606,250,106,86,41,11,34,36,20,89,11,49,1213,1204,145,576,1822,1491
"2920",3307,2532,246,364,73,50,148,650,127,176,20,88,11732,22569,1875,2138,2190,3539
"2921",633,487,56,15,7,2,36,106,75,13,4,10,2402,2359,137,212,506,214
"2922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2923",772,896,771,514,448,540,323,282,227,427,509,372,1207,1452,1150,852,1296,1041
"2925",3,0,0,0,1,2,1,0,0,0,0,0,2,1,2,0,0,0
"2926",155,194,318,134,171,165,121,92,126,99,303,110,118,227,350,88,130,110
"2928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2931",119,96,263,110,130,67,69,61,100,53,95,55,125,208,230,142,153,126
"2932",673,744,772,489,538,435,401,346,247,301,497,299,826,767,1162,335,531,370
"2934",61,123,123,14,24,27,9,9,8,21,2,15,152,109,140,78,89,78
"2935",774,666,690,616,927,881,1227,674,436,884,3441,1169,553,555,651,325,312,242
"2936",200,261,293,58,68,52,46,60,77,46,74,59,349,364,372,69,101,172
"2937",46,59,36,10,15,20,48,32,8,27,38,30,74,82,84,32,42,38
"2940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2941",5,6,7,2,5,7,1,1,0,4,0,4,0,6,2,3,1,6
"2944",45,70,58,0,0,0,8,14,22,0,0,0,74,134,0,0,0,0
"2946",38,34,55,12,27,23,114,45,102,34,53,31,28,31,13,7,6,13
"2947",11,51,140,2,3,4,66,153,369,14,52,23,22,55,56,3,3,1
"2948",55,82,53,2,5,5,16,29,39,2,1,5,43,105,20,13,7,10
"2949",0,3,13,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0
"2950",69,167,114,36,34,19,25,23,20,35,32,19,178,373,281,148,161,278
"2954",7,1,0,1,4,2,0,0,9,0,1,3,4,7,5,3,2,8
"2956",511,386,267,337,385,315,444,302,144,206,567,184,317,314,451,112,148,115
"2957",344,414,485,277,442,250,185,159,171,198,368,211,307,348,328,178,388,237
"2958",53,42,52,110,60,75,21,16,22,63,69,57,75,94,73,80,80,90
"2959",939,945,1327,158,183,210,307,281,239,181,256,163,957,1308,926,343,338,313
"2960",15,10,2,60,81,48,10,7,3,41,87,34,18,11,11,29,51,43
"2961",88,47,74,30,53,56,25,21,28,22,63,37,46,50,55,31,31,26
"2962",86,90,140,73,74,74,55,43,31,50,128,50,120,106,169,90,107,100
"2963",85,100,146,56,86,50,89,49,19,60,90,49,128,117,121,69,107,95
"2965",166,217,140,95,165,62,127,135,116,74,234,73,161,303,368,101,189,95
"2966",17,5,13,12,19,6,9,1,10,10,8,3,12,4,13,3,8,3
"2967",36,24,60,29,38,32,9,9,11,24,69,29,19,27,25,16,23,17
"2968",2,4,6,1,0,0,4,0,4,2,2,1,2,2,1,2,3,2
"2969",395,326,298,189,247,161,250,189,108,91,175,113,287,206,323,100,166,119
"2970",6,6,3,4,2,3,3,1,4,0,2,3,5,6,6,2,4,3
"2971",237,220,266,213,229,255,136,71,77,180,360,226,202,308,271,162,192,203
"2972",39,29,29,21,35,24,33,23,28,18,33,18,39,37,37,19,18,20
"2974",0,0,1,0,0,0,2,0,0,0,3,0,1,1,3,0,0,1
"2975",183,166,124,126,186,122,212,169,69,125,267,136,125,115,213,79,115,98
"2976",97,106,148,119,243,156,98,70,99,92,233,78,117,110,166,63,89,92
"2977",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2979",7,6,6,13,11,10,10,7,1,7,14,1,4,2,7,2,2,3
"2980",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2981",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2982",11,17,20,6,7,5,6,4,1,9,0,11,8,6,12,3,1,3
"2983",18,10,1,8,13,11,2,4,3,17,0,20,26,8,7,6,1,3
"2984",1,0,0,2,1,3,0,0,0,1,0,0,0,1,3,0,0,0
"2986",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2987",205,122,189,151,162,204,120,71,36,121,188,131,185,174,144,126,113,149
"2990",76,83,107,78,84,77,53,47,61,66,68,60,135,172,178,286,224,295
"2992",109,162,137,67,72,58,79,45,20,69,134,71,253,199,311,148,195,202
"2993",0,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0
"2994",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2995",60,65,41,51,21,68,41,30,12,67,221,57,52,52,54,52,23,48
"2996",5,7,2,3,13,2,0,3,0,3,0,0,0,1,1,0,0,0
"2997",48,58,93,21,16,18,44,45,44,7,32,15,63,72,106,18,24,51
"2998",6,5,0,7,1,2,5,6,10,9,0,4,3,1,1,2,0,0
"2999",18,35,9,6,1,12,26,9,4,10,3,106,2,7,25,0,0,2
"3000",0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"3001",42,135,39,6,1,39,100,36,44,42,9,183,13,21,47,11,2,12
"3002",92,400,212,23,13,61,55,39,14,60,5,88,12,30,52,24,13,22
"3003",3,33,56,4,6,7,151,32,57,62,28,141,34,36,40,17,0,0
"3004",2,2,0,0,0,1,4,1,0,11,7,2,2,3,2,1,0,0
"3005",12,62,34,18,10,29,6,10,18,25,3,51,68,89,515,146,146,617
"3006",224,186,362,265,152,437,71,37,52,173,192,269,117,89,123,125,88,199
"3007",132,181,262,134,74,204,107,73,96,251,335,341,48,94,82,73,38,74
"3008",384,308,1120,636,235,640,84,62,369,350,320,407,87,146,139,333,108,270
"3009",13,14,21,4,3,10,3,4,5,6,5,21,3,4,4,1,0,7
"3010",0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0
"3012",16,20,80,17,13,15,3,8,43,15,23,13,8,5,3,3,4,7
"3013",1,2,1,0,0,1,0,2,4,0,1,1,0,0,0,0,0,0
"3014",93,131,184,15,17,24,49,70,223,13,38,16,36,108,68,8,11,7
"3015",1056,1436,1940,291,243,244,606,557,769,291,477,320,986,1804,889,349,300,358
"3017",58,61,195,59,21,46,33,43,94,43,36,31,22,16,6,11,5,11
"3018",0,0,2,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
"3020",1159,1146,604,760,635,743,152,228,181,536,555,408,1726,2665,1860,1533,1493,1751
"3021",5170,5368,9452,3457,1471,4323,1856,1417,2868,2248,1844,2571,7049,9981,12322,4835,5292,9461
"3024",5,15,36,3,1,2,20,19,182,15,7,17,6,4,2,2,0,1
"3026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3028",38,23,25,24,32,22,7,9,3,10,31,20,46,80,47,28,25,38
"3029",37,37,26,12,28,8,40,31,7,15,139,16,46,97,50,13,18,25
"3030",1258,1327,932,711,741,661,350,345,307,587,1180,596,2243,3043,2009,1290,1759,1567
"3032",296,307,214,164,199,154,114,112,85,94,164,123,614,578,555,183,384,360
"3033",65,45,46,9,22,21,18,15,17,13,51,22,27,34,29,6,7,9
"3034",59,139,227,21,5,11,16,17,10,18,0,11,52,35,64,34,15,43
"3035",141,94,81,103,147,109,149,96,79,64,175,85,75,90,96,39,75,55
"3036",3,5,0,0,0,0,0,0,0,0,0,0,4,19,14,19,7,5
"3037",0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"3038",36,33,50,35,58,31,35,39,24,35,43,26,28,37,46,35,52,42
"3039",2,2,0,50,0,35,1,3,0,25,0,17,0,0,0,0,0,0
"3040",66,30,22,958,2,807,54,45,2,646,0,325,4,27,5,5,1,4
"3042",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3043",455,200,264,6193,43,6574,407,276,39,6081,6,3191,25,136,10,26,5,21
"3046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047",0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"3048",0,0,0,11,0,3,1,0,0,14,0,1,0,0,0,0,0,0
"3049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3050",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3052",59,60,60,71,91,74,31,25,16,47,90,50,186,148,104,95,214,133
"3053",26,12,12,4,4,7,31,14,3,2,16,4,10,9,28,13,12,22
"3054",804,709,679,251,359,237,374,502,252,146,347,188,734,911,1086,382,385,479
"3055",508,519,92,58,39,27,33,90,17,44,1,19,1015,1355,1040,197,440,370
"3059",641,722,289,322,396,358,287,275,244,255,490,337,1019,1433,1384,625,859,1021
"3060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3061",0,0,2,2,3,2,2,2,0,0,0,0,2,1,0,0,5,2
"3062",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3064",820,661,770,382,577,368,662,483,347,362,584,312,1016,568,960,614,853,733
"3065",388,321,302,125,162,116,224,158,119,112,208,134,321,454,381,139,144,223
"3066",350,272,330,189,286,193,186,115,83,131,223,145,273,323,321,145,263,150
"3067",83,419,1056,37,8,55,17,17,62,17,0,23,13,12,31,4,12,8
"3068",382,422,232,102,98,80,213,161,187,108,143,140,571,1056,479,182,306,303
"3069",558,756,553,221,237,210,435,366,152,181,343,255,820,944,995,487,529,627
"3070",28,19,28,23,29,16,42,32,21,27,35,31,4,4,12,7,6,4
"3071",999,1126,878,342,539,375,513,469,558,309,483,409,1815,1695,1547,859,1223,1116
"3073",111,88,149,55,59,48,51,46,61,69,92,57,153,190,281,108,119,135
"3074",238,266,161,94,69,77,47,42,87,87,61,54,637,752,861,397,613,461
"3075",1,10,8,1,0,0,31,36,21,9,1,17,8,7,7,4,2,0
"3077",6,9,1,2,1,2,2,10,5,0,1,3,22,15,18,1,4,6
"3078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3081",2,1,7,0,7,9,10,14,15,5,13,6,4,2,3,0,3,1
"3082",12,48,66,3,0,1,1,3,3,4,0,1,43,33,56,28,16,31
"3083",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
