"","symbol","chromosome","length","num_transcript"
"6536","SLC6A9","chr1",3177.28571428571,7
"6539","SLC6A12","chr12",2818.375,8
"6540","SLC6A13","chr12",1791.25,8
"6541","SLC7A1","chr13",7240.5,2
"6542","SLC7A2","chr8",7536,8
"6543","SLC8A2","chr19",5009,2
"6545","SLC7A4","chr22",2160.5,4
"6546","SLC8A1","chr2",5859.6,15
"6547","SLC8A3","chr14",4476,11
"6548","SLC9A1","chr1",4511.5,2
"6549","SLC9A2","chr2",5442,1
"6550","SLC9A3","chr5",2763.5,2
"6553","SLC9A5","chr16",3735,1
"6554","SLC10A1","chr14",1631,1
"6555","SLC10A2","chr13",3779,1
"6556","SLC11A1","chr2",3693.88888888889,9
"6557","SLC12A1","chr15",4684.2,5
"6558","SLC12A2","chr5",6866,3
"6559","SLC12A3","chr16",4994.75,4
"6560","SLC12A4","chr16",4692.2,5
"6563","SLC14A1","chr18",3697.375,8
"6564","SLC15A1","chr13",3127,1
"6565","SLC15A2","chr3",4053.2,5
"6566","SLC16A1","chr1",4144.5,2
"6567","SLC16A2","chrX",3988.5,2
"6568","SLC17A1","chr6",1792.66666666667,3
"6569","SLC34A1","chr5",2353.75,4
"6570","SLC18A1","chr8",2835.8,5
"6571","SLC18A2","chr10",3872,1
"6572","SLC18A3","chr10",2420,1
"6573","SLC19A1","chr21",2555.5,4
"6574","SLC20A1","chr2",2869.66666666667,3
"6575","SLC20A2","chr8",3664.28571428571,7
"6576","SLC25A1","chr22",1600.25,4
"6578","SLCO2A1","chr3",4223,1
"6579","SLCO1A2","chr12",4883,5
"6580","SLC22A1","chr6",1884.42857142857,7
"6581","SLC22A3","chr6",2219.75,4
"6582","SLC22A2","chr6",2512,1
"6583","SLC22A4","chr5",1868.5,2
"6584","SLC22A5","chr5",2694.5,4
"6585","SLIT1","chr10",7931,1
"6586","SLIT3","chr5",9596,3
"6590","SLPI","chr20",596,1
"6591","SNAI2","chr8",2112,1
"6594","SMARCA1","chrX",4050.5,6
"6595","SMARCA2","chr9",4160.28571428571,7
"6596","HLTF","chr3",5069.33333333333,3
"6597","SMARCA4","chr19",5551.52941176471,17
"6598","SMARCB1","chr22",1689.5,2
"6599","SMARCC1","chr3",5757,1
"6601","SMARCC2","chr12",5198.42857142857,7
"6602","SMARCD1","chr12",3419.66666666667,3
"6603","SMARCD2","chr17",2543.5,2
"6604","SMARCD3","chr7",1688.66666666667,3
"6605","SMARCE1","chr17",2425,1
"6606","SMN1","chr5",1356.66666666667,3
"6607","SMN2","chr5",1553,4
"6608","SMO","chr7",3738,1
"6609","SMPD1","chr11",2375,3
"6610","SMPD2","chr6",1450,2
"6611","SMS","chrX",1576.5,4
"6612","SUMO3","chr21",1864,2
"6613","SUMO2","chr17",1030,2
"6614","SIGLEC1","chr20",6630.8,5
"6615","SNAI1","chr20",1709,1
"6616","SNAP25","chr20",1814.4,5
"6617","SNAPC1","chr14",2656,1
"6618","SNAPC2","chr19",1498.5,2
"6619","SNAPC3","chr9",2964,2
"6621","SNAPC4","chr9",4210.14285714286,7
"6622","SNCA","chr4",3143.75,4
"6623","SNCG","chr10",1005.25,4
"6624","FSCN1","chr7",2796,1
"6625","SNRNP70","chr19",1538.66666666667,3
"6626","SNRPA","chr19",1629,1
"6627","SNRPA1","chr15",1027.5,2
"6628","SNRPB","chr20",1080,2
"6629","SNRPB2","chr20",1631,2
"6631","SNRPC","chr6",1195.5,2
"6632","SNRPD1","chr18",1600,1
"6633","SNRPD2","chr19",775,3
"6634","SNRPD3","chr22",3739,3
"6635","SNRPE","chr1",1547,1
"6636","SNRPF","chr12",793,1
"6637","SNRPG","chr2",575,1
"6638","SNRPN","chr15",1588.2,5
"6640","SNTA1","chr20",2319,2
"6641","SNTB1","chr8",4257,3
"6642","SNX1","chr15",7169.2,5
"6643","SNX2","chr5",6834.5,2
"6645","SNTB2","chr16",9529.5,2
"6646","SOAT1","chr1",6856.5,4
"6647","SOD1","chr21",966,1
"6648","SOD2","chr6",1175.33333333333,3
"6649","SOD3","chr4",1476.5,2
"6650","CAPN15","chr16",5562.7,10
"6651","SON","chr21",7708.88888888889,9
"6652","SORD","chr15",2855.5,2
"6653","SORL1","chr11",10973,1
"6654","SOS1","chr2",8334,2
"6655","SOS2","chr14",5273,2
"6656","SOX1","chr13",4108,1
"6657","SOX2","chr3",2513,1
"6658","SOX3","chrX",2074,1
"6659","SOX4","chr6",4879,1
"6660","SOX5","chr12",3723.42857142857,7
"6662","SOX9","chr17",3935,1
"6663","SOX10","chr22",2862,1
"6664","SOX11","chr2",8719,1
"6665","SOX15","chr17",1394,1
"6666","SOX12","chr20",4658,1
"6667","SP1","chr12",7688.4,5
"6668","SP2","chr17",4480.14285714286,7
"6670","SP3","chr2",6239,3
"6671","SP4","chr7",4785.66666666667,3
"6672","SP100","chr2",2900.5,6
"6674","SPAG1","chr8",3801.75,4
"6675","UAP1","chr1",2345.33333333333,3
"6676","SPAG4","chr20",1184.8,5
"6677","SPAM1","chr7",2210.6,5
"6678","SPARC","chr5",3590,1
"6683","SPAST","chr2",5186.33333333333,3
"6687","SPG7","chr16",2218,6
"6688","SPI1","chr11",1406.5,2
"6689","SPIB","chr19",3467.5,4
"6690","SPINK1","chr5",524.5,2
"6691","SPINK2","chr4",666.3,10
"6692","SPINT1","chr15",2417.25,4
"6693","SPN","chr16",6927.5,2
"6694","SPP2","chr2",1338.5,2
"6695","SPOCK1","chr5",4827,1
"6696","SPP1","chr4",1613.6,5
"6697","SPR","chr2",1459,1
"6698","SPRR1A","chr1",648,2
"6703","SPRR2D","chr1",682,1
"6706","SPRR2G","chr1",650,1
"6708","SPTA1","chr1",8017,1
"6709","SPTAN1","chr9",7840.61538461538,13
"6710","SPTB","chr14",9267,4
"6711","SPTBN1","chr2",9018.4,5
"6712","SPTBN2","chr11",9662.16666666667,6
"6713","SQLE","chr8",2989,1
"6714","SRC","chr20",4075.5,2
"6715","SRD5A1","chr5",2369,2
"6716","SRD5A2","chr2",2446,1
"6717","SRI","chr7",1539.6,5
"6718","AKR1D1","chr7",2641.33333333333,3
"6719","SRD5A1P1","chrX",2155,1
"6720","SREBF1","chr17",4825.8,5
"6721","SREBF2","chr22",5520.66666666667,3
"6722","SRF","chr6",4318,1
"6723","SRM","chr1",1273,1
"6725","SRMS","chr20",2402,1
"6726","SRP9","chr1",1558,2
"6727","SRP14","chr15",1146,2
"6728","SRP19","chr5",1553.4,5
"6729","SRP54","chr14",2261,3
"6730","SRP68","chr17",2594.25,4
"6731","SRP72","chr4",3222.66666666667,3
"6732","SRPK1","chr6",4376,2
"6733","SRPK2","chr7",5354.28571428571,7
"6734","SRPR","chr11",3050,2
"6736","SRY","chrY",887,1
"6737","TRIM21","chr11",1814,2
"6738","TROVE2","chr1",2827.11111111111,9
"6741","SSB","chr2",1743,2
"6742","SSBP1","chr7",905.6,10
"6744","SSFA2","chr2",4697.4,10
"6745","SSR1","chr6",9863,1
"6746","SSR2","chr1",1124,1
"6747","SSR3","chr3",3716,1
"6748","SSR4","chrX",799.5,4
"6749","SSRP1","chr11",2821,2
"6750","SST","chr3",632,1
"6751","SSTR1","chr14",4291,1
"6752","SSTR2","chr17",2996,1
"6753","SSTR3","chr22",3589.25,4
"6754","SSTR4","chr20",1258,1
"6755","SSTR5","chr16",2663.66666666667,3
"6758","SSX5","chrX",1322.5,2
"6760","SS18","chr18",3411.75,4
"6764","ST5","chr11",3948.18181818182,11
"6767","ST13","chr22",3566,2
"6768","ST14","chr11",3300,1
"6769","STAC","chr3",2412,3
"6770","STAR","chr8",1988.8,5
"6772","STAT1","chr2",3698,3
"6773","STAT2","chr12",3041.88888888889,9
"6774","STAT3","chr17",4966.83333333333,6
"6775","STAT4","chr2",2685.5,4
"6776","STAT5A","chr17",4134.6,5
"6777","STAT5B","chr17",3962,3
"6778","STAT6","chr12",3827.55555555556,9
"6779","STATH","chr4",585,2
"6780","STAU1","chr20",3543.25,16
"6781","STC1","chr8",3877,1
"6782","HSPA13","chr21",3987,1
"6785","ELOVL4","chr6",3060,1
"6786","STIM1","chr11",4156.33333333333,3
"6787","NEK4","chr3",3590,3
"6788","STK3","chr8",3038.75,4
"6789","STK4","chr20",5525.66666666667,6
"6790","AURKA","chr20",2257.77777777778,9
"6791","AURKAPS1","chr1",1537,1
"6792","CDKL5","chrX",6121.8,5
"6793","STK10","chr5",6019,1
"6794","STK11","chr19",3522.66666666667,3
"6795","AURKC","chr19",1350.75,4
"6799","SULT1A2","chr16",1405.25,4
"6801","STRN","chr2",11035.5,2
"6804","STX1A","chr7",1863.75,4
"6809","STX3","chr11",3333.375,8
"6810","STX4","chr16",1499.75,4
"6811","STX5","chr11",1853,2
"6812","STXBP1","chr9",3904,2
"6813","STXBP2","chr19",1877.6,5
"6814","STXBP3","chr1",2503,1
"6815","STYX","chr14",4635.66666666667,3
"6817","SULT1A1","chr16",1463.57142857143,7
"6818","SULT1A3","chr16",1401,1
"6819","SULT1C2","chr2",2390.66666666667,3
"6820","SULT2B1","chr19",1086.66666666667,3
"6821","SUOX","chr12",2335.75,4
"6822","SULT2A1","chr19",1987,1
"6827","SUPT4H1","chr17",1529,2
"6829","SUPT5H","chr19",3667.83333333333,6
"6830","SUPT6H","chr17",5996.5,4
"6832","SUPV3L1","chr10",2544,2
"6833","ABCC8","chr11",4985,3
"6834","SURF1","chr9",1047,4
"6835","SURF2","chr9",843.5,2
"6836","SURF4","chr9",2996.375,8
"6837","MED22","chr9",2695,2
"6838","SURF6","chr9",2308,3
"6839","SUV39H1","chrX",2860.5,2
"6840","SVIL","chr10",7632.35294117647,17
"6843","VAMP1","chr12",1874.14285714286,7
"6844","VAMP2","chr17",2320,2
"6845","VAMP7","chrX",2601.5,6
"6846","XCL2","chr1",565,1
"6847","SYCP1","chr1",3472.75,8
"6850","SYK","chr9",5017.6,5
"6853","SYN1","chrX",3191,2
"6854","SYN2","chr3",2793.6,5
"6855","SYP","chrX",2433,1
"6856","SYPL1","chr7",1829,3
"6857","SYT1","chr12",4644.6,5
"6860","SYT4","chr18",4096,1
"6861","SYT5","chr19",1801,6
"6862","T","chr6",2352.5,2
"6863","TAC1","chr7",1138.5,4
"6865","TACR2","chr10",2416,1
"6866","TAC3","chr12",975.857142857143,7
"6867","TACC1","chr8",7624.5,12
"6868","ADAM17","chr2",3572,1
"6869","TACR1","chr2",3255,2
"6870","TACR3","chr4",1753,1
"6871","TADA2A","chr17",1690.22222222222,9
"6872","TAF1","chrX",6496.25,20
"6873","TAF2","chr8",5112.5,2
"6874","TAF4","chr20",4628,1
"6875","TAF4B","chr18",3139.75,4
"6876","TAGLN","chr11",1358.5,2
"6877","TAF5","chr10",3268,1
"6878","TAF6","chr7",2451,7
"6879","TAF7","chr5",2295,1
"6880","TAF9","chr5",1343.5,2
"6881","TAF10","chr11",817,1
"6882","TAF11","chr6",1513.5,2
"6883","TAF12","chr1",1151.5,6
"6884","TAF13","chr1",577,1
"6885","MAP3K7","chr6",4983.4,5
"6886","TAL1","chr1",4773.71428571429,7
"6887","TAL2","chr9",656,1
"6888","TALDO1","chr11",1243,1
"6890","TAP1","chr6",2952,1
"6891","TAP2","chr6",4109.5,2
"6892","TAPBP","chr6",3086.66666666667,3
"6894","TARBP1","chr1",4698.66666666667,3
"6895","TARBP2","chr12",1738.54545454545,11
"6897","TARS","chr5",2815,6
"6898","TAT","chr16",2757,1
"6899","TBX1","chr22",2034,5
"6900","CNTN2","chr1",7670,1
"6901","TAZ","chrX",1823.25,12
"6902","TBCA","chr5",1534,2
"6903","TBCC","chr6",1651,1
"6904","TBCD","chr17",3013.30769230769,13
"6905","TBCE","chr1",2009,4
"6906","SERPINA7","chrX",1484,3
"6907","TBL1X","chrX",5587,4
"6908","TBP","chr6",1803,2
"6909","TBX2","chr17",3380,1
"6910","TBX5","chr12",3201.25,4
"6911","TBX6","chr16",1954.5,2
"6913","TBX15","chr1",3831.33333333333,3
"6915","TBXA2R","chr19",2271,2
"6916","TBXAS1","chr7",2125.5,6
"6917","TCEA1","chr8",2719.4,5
"6919","TCEA2","chr20",1829.2,5
"6920","TCEA3","chr1",1672.6,5
"6921","TCEB1","chr8",1921,10
"6923","TCEB2","chr16",697.666666666667,3
"6924","TCEB3","chr1",4943,1
"6925","TCF4","chr18",7086.62162162162,37
"6926","TBX3","chr12",4753,2
"6927","HNF1A","chr12",3626,2
"6928","HNF1B","chr17",2797,2
"6929","TCF3","chr19",4405.63157894737,19
"6932","TCF7","chr5",2682,16
"6934","TCF7L2","chr10",3874.875,48
"6935","ZEB1","chr10",6154.90909090909,11
"6936","GCFC2","chr2",3153,6
"6938","TCF12","chr15",4654.125,8
"6940","ZNF354A","chr5",2555,1
"6941","TCF19","chr6",2751.5,6
"6942","TCF20","chr22",7282.71428571429,7
"6943","TCF21","chr6",2239.5,2
"6944","VPS72","chr1",1452.33333333333,3
"6945","MLX","chr17",2424,3
"6947","TCN1","chr11",1567,1
"6948","TCN2","chr22",2031.5,2
"6949","TCOF1","chr5",4544.88235294118,17
"6950","TCP1","chr6",2410,2
"6953","TCP10","chr6",1273,1
"6954","TCP11","chr6",1920.16666666667,12
"6988","TCTA","chr3",2147,1
"6990","DYNLT3","chrX",2216,1
"6991","TCTE3","chr6",711,2
"6992","PPP1R11","chr6",1725,2
"6993","DYNLT1","chr6",731.5,2
"6996","TDG","chr12",2463.33333333333,3
"6997","TDGF1","chr3",1969,2
"6999","TDO2","chr4",1703,1
"7001","PRDX2","chr19",1038,1
"7003","TEAD1","chr11",9416,1
"7004","TEAD4","chr12",1732.33333333333,3
"7005","TEAD3","chr6",2991,1
"7007","TECTA","chr11",6804,2
"7008","TEF","chr22",4393,2
"7009","TMBIM6","chr12",3098,3
"7010","TEK","chr9",4449.25,4
"7011","TEP1","chr14",9163.25,4
"7012","TERC","chr3",451,1
"7013","TERF1","chr8",2970,4
"7014","TERF2","chr16",2936.2,5
"7015","TERT","chr5",3466.75,4
"7016","TESK1","chr9",2516,1
"7018","TF","chr3",2791,1
"7019","TFAM","chr10",5292.33333333333,3
"7020","TFAP2A","chr6",3384.75,4
"7021","TFAP2B","chr6",3035.25,4
"7022","TFAP2C","chr20",2866,1
"7023","TFAP4","chr16",2140,1
"7024","TFCP2","chr12",3662,3
"7025","NR2F1","chr5",3199,1
"7026","NR2F2","chr15",4110.5,4
"7027","TFDP1","chr13",2507.44444444444,9
"7029","TFDP2","chr3",7681.54545454545,11
"7030","TFE3","chrX",3276,3
"7031","TFF1","chr21",492,1
"7033","TFF3","chr21",1054,1
"7035","TFPI","chr2",2935.33333333333,6
"7036","TFR2","chr7",2817.6,5
"7037","TFRC","chr3",5153.5,2
"7038","TG","chr8",7385.14285714286,7
"7039","TGFA","chr2",4363.33333333333,3
"7040","TGFB1","chr19",2583,1
"7041","TGFB1I1","chr16",1793.33333333333,3
"7042","TGFB2","chr1",5185.5,4
"7043","TGFB3","chr14",3288.5,2
"7044","LEFTY2","chr1",2136,2
"7045","TGFBI","chr5",2805,1
"7046","TGFBR1","chr9",6235.66666666667,3
"7047","TGM4","chr3",2876,2
"7048","TGFBR2","chr3",4661.66666666667,3
"7049","TGFBR3","chr1",6355.5,6
"7050","TGIF1","chr18",1692.58333333333,12
"7051","TGM1","chr14",2777,1
"7052","TGM2","chr20",2900.5,2
"7053","TGM3","chr20",2666,2
"7054","TH","chr11",1875,3
"7056","THBD","chr20",4032,1
"7057","THBS1","chr15",5790,1
"7058","THBS2","chr6",5881,1
"7059","THBS3","chr1",3124,12
"7060","THBS4","chr5",3223,1
"7062","TCHH","chr1",6995,1
"7064","THOP1","chr19",2550,1
"7066","THPO","chr3",2190.16666666667,6
"7067","THRA","chr17",2463,4
"7068","THRB","chr3",6829.54545454545,11
"7069","THRSP","chr11",1180,1
"7070","THY1","chr11",2397,1
"7071","KLF10","chr8",2791.75,4
"7072","TIA1","chr2",4290.78571428571,14
"7073","TIAL1","chr10",3471,7
"7074","TIAM1","chr21",6809,5
"7075","TIE1","chr1",3723,5
"7076","TIMP1","chrX",1089.5,2
"7077","TIMP2","chr17",3655,1
"7078","TIMP3","chr22",5486,1
"7079","TIMP4","chr3",1633,1
"7080","NKX2-1","chr14",2260.5,2
"7082","TJP1","chr15",6908.5,10
"7083","TK1","chr17",1629.5,2
"7084","TK2","chr16",5067.375,8
"7086","TKT","chr3",2689.8,5
"7087","ICAM5","chr19",3002,1
"7088","TLE1","chr9",3115.13333333333,15
"7089","TLE2","chr19",2523.33333333333,6
"7090","TLE3","chr15",5073.3125,16
"7091","TLE4","chr9",4478.31578947368,19
"7092","TLL1","chr4",6083,4
"7093","TLL2","chr10",6771,1
"7094","TLN1","chr9",8857.33333333333,3
"7095","SEC62","chr3",6541,1
"7096","TLR1","chr4",2822.66666666667,6
"7097","TLR2","chr4",2968.83333333333,6
"7098","TLR3","chr4",3000.5,2
"7099","TLR4","chr9",5645.33333333333,3
"7100","TLR5","chr1",4122.44444444444,9
"7101","NR2E1","chr6",2915.5,2
"7102","TSPAN7","chrX",1806,1
"7103","TSPAN8","chr12",1108.5,2
"7104","TM4SF4","chr3",1607,1
"7105","TSPAN6","chrX",3876.2,5
"7106","TSPAN4","chr11",1412.1,10
"7107","GPR137B","chr1",1577,3
"7108","TM7SF2","chr11",1555.66666666667,3
"7109","TRAPPC10","chr21",4757.4,5
"7110","TMF1","chr3",6879,1
"7111","TMOD1","chr9",3299.5,2
"7112","TMPO","chr12",3931.8,5
"7113","TMPRSS2","chr21",3052,6
"7114","TMSB4X","chrX",629,1
"7122","CLDN5","chr22",2187,3
"7123","CLEC3B","chr3",801,2
"7124","TNF","chr6",1676,1
"7125","TNNC2","chr20",683,1
"7126","TNFAIP1","chr17",3809,1
"7127","TNFAIP2","chr14",3336.5,2
"7128","TNFAIP3","chr6",4558,5
"7130","TNFAIP6","chr2",1424,1
"7132","TNFRSF1A","chr12",2226,1
"7133","TNFRSF1B","chr1",3675,1
"7134","TNNC1","chr3",696,1
"7135","TNNI1","chr1",6143,1
"7136","TNNI2","chr11",723.333333333333,3
"7137","TNNI3","chr19",843,1
"7138","TNNT1","chr19",1034.4,5
"7139","TNNT2","chr1",1176.42857142857,14
"7140","TNNT3","chr11",1123.68421052632,19
"7141","TNP1","chr2",402,1
"7143","TNR","chr1",5190,1
"7145","TNS1","chr2",9717.4,5
"7146","TNXA","chr6",2783,1
"7148","TNXB","chr6",8125,2
"7150","TOP1","chr20",3734,1
"7151","TOP1P1","chr1",2431,1
"7152","TOP1P2","chr22",1521,1
"7153","TOP2A","chr17",5722,2
"7155","TOP2B","chr3",5124,3
"7156","TOP3A","chr17",3702.66666666667,3
"7157","TP53","chr17",2521.86666666667,15
"7158","TP53BP1","chr15",5180,6
"7159","TP53BP2","chr1",4598.33333333333,3
"7161","TP73","chr1",4939.92307692308,13
"7162","TPBG","chr6",3064,3
"7163","TPD52","chr8",4163.33333333333,12
"7164","TPD52L1","chr6",1168.45454545455,11
"7165","TPD52L2","chr20",2322.27272727273,11
"7166","TPH1","chr11",1815,1
"7167","TPI1","chr12",1468.33333333333,3
"7168","TPM1","chr15",1680.25925925926,27
"7169","TPM2","chr9",1496.66666666667,9
"7170","TPM3","chr1",2614.25,20
"7171","TPM4","chr19",1865.75,4
"7172","TPMT","chr6",3250,1
"7173","TPO","chr2",3378.35714285714,14
"7174","TPP2","chr13",4611.66666666667,6
"7175","TPR","chr1",8648,2
"7177","TPSAB1","chr16",1194,1
"7178","TPT1","chr13",4679.33333333333,3
"7179","TPTE","chr21",2132,3
"7180","CRISP2","chr6",1446.625,16
"7181","NR2C1","chr12",2282.5,10
"7182","NR2C2","chr3",8317.33333333333,3
"7184","HSP90B1","chr12",2862,1
"7185","TRAF1","chr9",4156,3
"7186","TRAF2","chr9",2301,2
"7187","TRAF3","chr14",7599,5
"7188","TRAF5","chr1",4128.4,5
"7189","TRAF6","chr11",7974.5,2
"7190","HSP90B2P","chr15",2752,1
"7198","7198",NA,NA,NA
"7200","TRH","chr3",1890,1
"7201","TRHR","chr8",1415,1
"7203","CCT3","chr1",2147.25,4
"7204","TRIO","chr5",10166.6666666667,3
"7205","TRIP6","chr7",1752,1
"7206","7206",NA,NA,NA
"7214","7214",NA,NA,NA
"7216","TRO","chrX",3660.33333333333,15
"7220","TRPC1","chr3",3257.16666666667,6
"7221","TRPC2","chr11",1213,1
"7222","TRPC3","chr4",2894,4
"7223","TRPC4","chr13",3165,6
"7224","TRPC5","chrX",5840,1
"7225","TRPC6","chr11",4588.5,2
"7226","TRPM2","chr21",5356.8,5
"7227","TRPS1","chr8",9824.83333333333,6
"7247","TSN","chr2",3282.16666666667,6
"7248","TSC1","chr9",7538.83333333333,6
"7249","TSC2","chr16",5641,9
"7251","TSG101","chr11",1475,3
"7252","TSHB","chr1",450.5,2
"7253","TSHR","chr14",2326.16666666667,6
"7257","TSNAX","chr1",2650,1
"7259","TSPYL1","chr6",5259,1
"7260","TSSC1","chr2",1673.5,2
"7262","PHLDA2","chr11",920,1
"7263","TST","chr22",1121,2
"7264","TSTA3","chr8",1565,4
"7265","TTC1","chr5",1480.5,2
"7266","DNAJC7","chr17",2172.5,8
"7267","TTC3","chr21",7624.8,15
"7268","TTC4","chr1",2395,1
"7270","TTF1","chr9",2833.83333333333,6
"7272","TTK","chr6",3014.5,2
"7273","TTN","chr2",84846.4545454545,11
"7274","TTPA","chr8",1894.5,2
"7275","TUB","chr11",5035.75,4
"7276","TTR","chr18",929,1
"7277","TUBA4A","chr2",2046,3
"7278","TUBA3C","chr13",1551,1
"7280","TUBB2A","chr6",1621,1
"7283","TUBG1","chr17",1951,1
"7284","TUFM","chr16",2071,1
"7286","TUFT1","chr1",2646.25,4
"7287","TULP1","chr6",2046.5,2
"7288","TULP2","chr19",1862.83333333333,6
"7289","TULP3","chr12",2553.5,2
"7290","HIRA","chr22",4013,1
"7291","TWIST1","chr7",1652,5
"7292","TNFSF4","chr1",3458.5,2
"7293","TNFRSF4","chr1",1403.5,2
"7294","TXK","chr4",2914,1
"7295","TXN","chr9",861,3
"7296","TXNRD1","chr12",4010.42857142857,7
"7297","TYK2","chr19",4248,1
"7298","TYMS","chr18",1583,1
"7299","TYR","chr11",2065,1
"7301","TYRO3","chr15",3971,1
"7302","TYRO3P","chr15",864,1
"7305","TYROBP","chr19",580.833333333333,6
"7306","TYRP1","chr9",2812.5,2
"7307","U2AF1","chr21",975.333333333333,3
"7311","UBA52","chr19",1270.125,8
"7314","UBB","chr17",1046.33333333333,6
"7316","UBC","chr12",2584,1
"7317","UBA1","chrX",3952.8,5
"7318","UBA7","chr3",3281,3
"7319","UBE2A","chrX",1845.66666666667,3
"7320","UBE2B","chr5",2631,1
"7321","UBE2D1","chr10",2639,2
"7322","UBE2D2","chr5",2785,2
"7323","UBE2D3","chr4",2874,16
"7324","UBE2E1","chr3",1547.5,4
"7325","UBE2E2","chr3",1185.75,4
"7326","UBE2G1","chr17",4208,1
"7327","UBE2G2","chr21",3394,3
"7328","UBE2H","chr7",4999,3
"7329","UBE2I","chr16",2604,8
"7332","UBE2L3","chr22",3111,5
"7334","UBE2N","chr12",2552,1
"7335","UBE2V1","chr20",2177.68421052632,19
"7336","UBE2V2","chr8",3011,2
"7337","UBE3A","chr15",5167.91666666667,12
"7341","SUMO1","chr2",1352.33333333333,3
"7342","UBP1","chr3",2979.16666666667,6
"7343","UBTF","chr17",4721.14285714286,7
"7345","UCHL1","chr4",1124,1
"7347","UCHL3","chr13",899.8,5
"7348","UPK1B","chr3",2058,1
"7349","UCN","chr2",615,1
"7350","UCP1","chr4",1031.5,2
"7351","UCP2","chr11",1646,1
"7352","UCP3","chr11",2332,2
"7353","UFD1L","chr22",2127.8,5
"7355","SLC35A2","chrX",2139.125,8
"7356","SCGB1A1","chr11",452,1
"7357","UGCG","chr9",2683,2
"7358","UGDH","chr4",3028.2,5
"7360","UGP2","chr2",2532.28571428571,7
"7363","UGT2B4","chr4",1747.33333333333,3
"7364","UGT2B7","chr4",1569.5,2
"7365","UGT2B10","chr4",2630,2
"7366","UGT2B15","chr4",2258,1
"7367","UGT2B17","chr4",2077,1
"7368","UGT8","chr4",3417,4
"7369","UMOD","chr16",2328.875,8
"7371","UCK2","chr1",4920,1
"7372","UMPS","chr3",6719.66666666667,3
"7373","COL14A1","chr8",6778.33333333333,3
"7374","UNG","chr12",2100,2
"7375","USP4","chr3",3234,3
"7376","NR1H2","chr19",1944.5,2
"7378","UPP1","chr7",1456,8
"7379","UPK2","chr11",934,1
"7380","UPK3A","chr22",864.5,2
"7381","UQCRB","chr8",4119,5
"7384","UQCRC1","chr3",1617,1
"7385","UQCRC2","chr16",1674,1
"7386","UQCRFS1","chr19",1224,1
"7388","UQCRH","chr1",628,2
"7389","UROD","chr1",1341.5,4
"7390","UROS","chr10",1198.5,8
"7391","USF1","chr1",1766.66666666667,3
"7392","USF2","chr19",1459.33333333333,3
"7398","USP1","chr1",3620.66666666667,3
"7399","USH2A","chr1",12601.5,2
"7401","CLRN1","chr3",2256.2,5
"7402","UTRN","chr6",11232.75,8
"7403","KDM6A","chrX",5723.22222222222,9
"7404","UTY","chrY",6097.1125,80
"7405","UVRAG","chr11",3020.6,5
"7407","VARS","chr6",4294.5,2
"7408","VASP","chr19",2285,3
"7409","VAV1","chr19",2857.75,4
"7410","VAV2","chr9",4823.5,4
"7411","VBP1","chrX",1669.5,2
"7412","VCAM1","chr1",3049,3
"7414","VCL","chr10",5407.5,4
"7415","VCP","chr9",3859,1
"7416","VDAC1","chr5",2086,4
"7417","VDAC2","chr10",1764,5
"7419","VDAC3","chr8",1553.66666666667,3
"7421","VDR","chr12",4486.5,4
"7422","VEGFA","chr6",3465.36842105263,19
"7423","VEGFB","chr11",1754.5,2
"7424","VEGFC","chr4",2082,1
"7425","VGF","chr7",2507.33333333333,3
"7428","VHL","chr3",4498.5,2
"7429","VIL1","chr2",2738,1
"7430","EZR","chr6",2734.33333333333,3
"7431","VIM","chr10",2673.5,2
"7433","VIPR1","chr3",2557.81818181818,11
"7434","VIPR2","chr7",2351.6,5
"7436","VLDLR","chr9",3611,4
"7439","BEST1","chr11",2551.625,16
"7442","TRPV1","chr17",4179.25,4
"7443","VRK1","chr14",1722.66666666667,3
"7444","VRK2","chr2",1933.2,15
"7447","VSNL1","chr2",2005,1
"7448","VTN","chr17",1678,1
"7450","VWF","chr12",8833,1
"7453","WARS","chr14",2720.42857142857,7
"7454","WAS","chrX",1831,1
"7455","ZAN","chr7",8532.5,2
"7456","WIPF1","chr2",4701,3
"7458","EIF4H","chr7",2516,2
"7461","CLIP2","chr7",5510.5,2
"7462","LAT2","chr7",2203.25,4
"7464","CORO2A","chr9",5568,2
"7465","WEE1","chr11",2803,4
"7466","WFS1","chr4",3638,2
"7468","WHSC1","chr4",7436.27272727273,11
"7469","NELFA","chr4",2473,3
"7471","WNT1","chr12",2284,1
"7472","WNT2","chr7",2771,3
"7473","WNT3","chr17",3355,1
"7474","WNT5A","chr3",5765.33333333333,3
"7475","WNT6","chr2",1700,1
"7476","WNT7A","chr3",1714,1
"7477","WNT7B","chr22",3914,1
"7478","WNT8A","chr5",1640.33333333333,3
"7479","WNT8B","chr10",1996,1
"7480","WNT10B","chr12",2369,1
"7481","WNT11","chr11",2020,2
"7482","WNT2B","chr1",2244,2
"7483","WNT9A","chr1",1240,1
"7484","WNT9B","chr17",2059,2
"7485","WRB","chr21",1553.8,5
"7486","WRN","chr8",5746,1
"7490","WT1","chr11",2782,5
"7494","XBP1","chr22",1807,2
